symbol,period,quarter_end_date,promoter_pct,fii_pct,dii_pct,public_pct,promoter_delta,fii_delta,dii_delta,conviction_signal,as_of_date,source,submission_date
GEECEE,Q2FY25,30-SEP-2024,67.71,0.1,0.0,32.29,,,,STABLE,2026-07-08,nse_xbrl,17-OCT-2024
GEECEE,Q3FY25,31-DEC-2024,67.71,0.15,0.0,32.29,0.0,0.05,0.0,STABLE,2026-07-08,nse_xbrl,13-JAN-2025
GEECEE,Q4FY25,31-MAR-2025,67.71,0.03,0.0,32.29,0.0,-0.12,0.0,STABLE,2026-07-08,nse_xbrl,05-APR-2025
GEECEE,Q1FY26,30-JUN-2025,67.71,0.03,0.1,32.29,0.0,0.0,0.1,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
GEEKAYWIRE,Q1FY25,30-JUN-2024,59.27,0.0,0.0,40.73,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
GEEKAYWIRE,Q2FY25,30-SEP-2024,58.44,0.09,0.0,41.56,-0.83,0.09,0.0,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
GEEKAYWIRE,Q3FY25,31-DEC-2024,58.44,0.0,0.0,41.56,0.0,-0.09,0.0,STABLE,2026-07-08,nse_xbrl,16-JAN-2025
GEEKAYWIRE,Q4FY25,31-MAR-2025,58.42,0.0,0.01,41.58,-0.02,0.0,0.01,STABLE,2026-07-08,nse_xbrl,07-APR-2025
GEEKAYWIRE,Q1FY26,30-JUN-2025,58.49,0.04,0.03,41.51,0.07,0.04,0.02,STABLE,2026-07-08,nse_xbrl,07-JUL-2025
GEEKAYWIRE,Q2FY26,30-SEP-2025,58.69,0.01,0.03,41.31,0.2,-0.03,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
GEEKAYWIRE,Q3FY26,31-DEC-2025,58.71,0.03,0.03,41.29,0.02,0.02,0.0,STABLE,2026-07-08,nse_xbrl,07-JAN-2026
GEEKAYWIRE,Q4FY26,31-MAR-2026,59.77,0.1399999999999999,0.03,40.23,1.06,0.11,0.0,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,17-APR-2026
GEMAROMA,Q2FY26,25-AUG-2025,55.06,2.93,9.8,44.94,,,,STABLE,2026-07-08,nse_xbrl,26-AUG-2025
GEMAROMA,Q3FY26,31-DEC-2025,55.06,0.79,4.590000000000001,44.940000000000005,0.0,-2.14,-5.21,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
GEMAROMA,Q4FY26,31-MAR-2026,57.010000000000005,1.06,4.81,42.99,1.95,0.27,0.22,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,16-APR-2026
GENCON,Q1FY25,30-JUN-2024,43.3,0.33,0.0,56.7,,,,STABLE,2026-07-08,nse_xbrl,20-JUL-2024
GENCON,Q2FY25,17-AUG-2024,41.24,0.1,0.0,58.76,-2.06,-0.23,0.0,PROMOTER_SELLING,2026-07-08,nse_xbrl,11-SEP-2024
GENCON,Q3FY25,31-DEC-2024,40.3,0.03,0.0,59.7,-0.94,-0.07,0.0,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
GENCON,Q4FY25,31-MAR-2025,40.3,0.08,0.0,59.7,0.0,0.05,0.0,STABLE,2026-07-08,nse_xbrl,19-APR-2025
GENCON,Q1FY26,30-JUN-2025,40.3,0.0,,59.7,0.0,-0.08,,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
GENCON,Q2FY26,30-SEP-2025,40.3,0.01,,59.7,0.0,0.01,,STABLE,2026-07-08,nse_xbrl,21-OCT-2025
GENCON,Q3FY26,31-DEC-2025,40.3,0.3399999999999999,,59.7,0.0,0.33,,STABLE,2026-07-08,nse_xbrl,22-JAN-2026
GENCON,Q4FY26,31-MAR-2026,40.3,0.64,0.08,59.7,0.0,0.3,,STABLE,2026-07-08,nse_xbrl,21-APR-2026
GENESYS,Q1FY25,30-JUN-2024,37.86,8.22,0.07,62.14,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
GENESYS,Q2FY25,30-SEP-2024,37.34,7.97,0.19,62.66,-0.52,-0.25,0.12,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
GENESYS,Q3FY25,31-DEC-2024,33.15,7.77,0.93,66.85,-4.19,-0.2,0.74,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JAN-2025
GENESYS,Q4FY25,31-MAR-2025,33.08,5.11,0.68,66.92,-0.07,-2.66,-0.25,STABLE,2026-07-08,nse_xbrl,17-APR-2025
GENESYS,Q1FY26,17-MAY-2025,31.63,6.29,2.51,68.37,-1.45,1.18,1.83,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,19-MAY-2025
GENESYS,Q2FY26,30-SEP-2025,31.56,4.69,1.47,68.44,-0.07,-1.6,-1.04,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
GENESYS,Q3FY26,31-DEC-2025,31.52,5.33,1.97,68.47999999999999,-0.04,0.64,0.5,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,20-JAN-2026
GENESYS,Q4FY26,31-MAR-2026,31.5,2.34,2.63,68.5,-0.02,-2.99,0.66,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-APR-2026
GENUSPAPER,Q2FY23,30-SEP-2022,50.5,0.05,0.04,49.5,,,,STABLE,2026-07-08,nse_xbrl,19-OCT-2022
GENUSPAPER,Q1FY25,30-JUN-2024,50.51,0.03,0.04,49.49,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
GENUSPAPER,Q2FY25,30-SEP-2024,50.51,0.2,0.04,49.49,0.0,0.17,0.0,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
GENUSPAPER,Q3FY25,31-DEC-2024,50.85,0.0,0.04,49.15,0.34,-0.2,0.0,STABLE,2026-07-08,nse_xbrl,15-JAN-2025
GENUSPAPER,Q4FY25,31-MAR-2025,50.85,0.02,0.04,49.15,0.0,0.02,0.0,STABLE,2026-07-08,nse_xbrl,10-APR-2025
GENUSPAPER,Q1FY26,30-JUN-2025,50.85,0.01,0.04,49.15,0.0,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
GENUSPAPER,Q2FY26,30-SEP-2025,50.84,0.0,0.04,49.16,-0.01,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
GENUSPOWER,Q1FY25,30-JUN-2024,42.66,17.91,4.8,57.34,,,,STABLE,2026-07-08,nse_xbrl,16-JUL-2024
GENUSPOWER,Q2FY25,30-SEP-2024,39.34,22.49,3.55,60.66,-3.32,4.58,-1.25,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,08-OCT-2024
GENUSPOWER,Q3FY25,31-DEC-2024,39.39,22.79,3.57,60.61,0.05,0.3,0.02,STABLE,2026-07-08,nse_xbrl,15-JAN-2025
GENUSPOWER,Q4FY25,31-MAR-2025,39.38,22.38,3.79,60.62,-0.01,-0.41,0.22,STABLE,2026-07-08,nse_xbrl,18-APR-2025
GENUSPOWER,Q1FY26,30-JUN-2025,39.38,20.42,3.67,60.62,0.0,-1.96,-0.12,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
GENUSPOWER,Q2FY26,30-SEP-2025,39.36,18.75,3.35,60.64000000000001,-0.02,-1.67,-0.32,STABLE,2026-07-08,nse_xbrl,16-OCT-2025
GENUSPOWER,Q3FY26,31-DEC-2025,39.34,18.74,3.2099999999999995,60.66,-0.02,-0.01,-0.14,STABLE,2026-07-08,nse_xbrl,19-JAN-2026
GENUSPOWER,Q4FY26,31-MAR-2026,39.34,18.9,3.34,60.63,0.0,0.16,0.13,STABLE,2026-07-08,nse_xbrl,21-APR-2026
GEOJITFSL,Q1FY25,30-JUN-2024,54.59,3.37,0.02,45.41,,,,STABLE,2026-07-08,nse_xbrl,17-JUL-2024
GEOJITFSL,Q2FY25,30-SEP-2024,54.59,3.77,0.06,45.41,0.0,0.4,0.04,STABLE,2026-07-08,nse_xbrl,21-OCT-2024
GEOJITFSL,Q3FY25,31-DEC-2024,55.06,3.31,0.05,44.94,0.47,-0.46,-0.01,STABLE,2026-07-08,nse_xbrl,17-JAN-2025
GEOJITFSL,Q4FY25,31-MAR-2025,55.06,3.42,0.16,44.94,0.0,0.11,0.11,STABLE,2026-07-08,nse_xbrl,16-APR-2025
GEOJITFSL,Q1FY26,30-JUN-2025,52.14,3.53,0.84,47.86,-2.92,0.11,0.68,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-JUL-2025
GEOJITFSL,Q2FY26,30-SEP-2025,51.73,2.96,0.84,48.27,-0.41,-0.57,0.0,STABLE,2026-07-08,nse_xbrl,20-OCT-2025
GEOJITFSL,Q3FY26,31-DEC-2025,38.48,2.58,10.13,61.52,-13.25,-0.38,9.29,DII_ACCUMULATION,2026-07-08,nse_xbrl,12-JAN-2026
GEOJITFSL,Q4FY26,31-MAR-2026,38.48,1.87,9.88,61.52,0.0,-0.71,-0.25,STABLE,2026-07-08,nse_xbrl,16-APR-2026
GESHIP,Q1FY25,30-JUN-2024,30.07,24.51,17.36,69.93,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
GESHIP,Q2FY25,30-SEP-2024,30.07,24.64,15.69,69.93,0.0,0.13,-1.67,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
GESHIP,Q3FY25,31-DEC-2024,30.07,25.05,15.21,69.93,0.0,0.41,-0.48,STABLE,2026-07-08,nse_xbrl,17-JAN-2025
GESHIP,Q4FY25,31-MAR-2025,30.07,25.45,14.9,69.93,0.0,0.4,-0.31,STABLE,2026-07-08,nse_xbrl,09-APR-2025
GESHIP,Q1FY26,30-JUN-2025,30.07,24.64,15.12,69.93,0.0,-0.81,0.22,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
GESHIP,Q2FY26,30-SEP-2025,30.070000000000004,24.88,15.840000000000002,69.93,0.0,0.24,0.72,DII_ACCUMULATION,2026-07-08,nse_xbrl,15-OCT-2025
GESHIP,Q3FY26,31-DEC-2025,30.070000000000004,25.71,16.2,69.93,0.0,0.83,0.36,FII_ACCUMULATION,2026-07-08,nse_xbrl,15-JAN-2026
GESHIP,Q4FY26,31-MAR-2026,30.070000000000004,28.44,15.25,69.93,0.0,2.73,-0.95,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,14-APR-2026
GFLLIMITED,Q1FY25,30-JUN-2024,68.72,0.23,2.06,31.28,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
GFLLIMITED,Q2FY25,30-SEP-2024,68.72,0.27,1.97,31.28,0.0,0.04,-0.09,STABLE,2026-07-08,nse_xbrl,10-OCT-2024
GFLLIMITED,Q3FY25,31-DEC-2024,68.72,0.22,1.97,31.28,0.0,-0.05,0.0,STABLE,2026-07-08,nse_xbrl,14-JAN-2025
GFLLIMITED,Q4FY25,31-MAR-2025,68.72,0.25,1.79,31.28,0.0,0.03,-0.18,STABLE,2026-07-08,nse_xbrl,17-APR-2025
GFLLIMITED,Q1FY26,30-JUN-2025,68.72,0.21,1.54,31.28,0.0,-0.04,-0.25,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
GFLLIMITED,Q2FY26,30-SEP-2025,68.72,0.2299999999999999,1.39,31.28,0.0,0.02,-0.15,STABLE,2026-07-08,nse_xbrl,20-OCT-2025
GFLLIMITED,Q3FY26,31-DEC-2025,68.72,0.2,0.43,31.28,0.0,-0.03,-0.96,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
GFLLIMITED,Q4FY26,31-MAR-2026,68.72,0.16,0.06,31.28,0.0,-0.04,-0.37,STABLE,2026-07-08,nse_xbrl,10-APR-2026
GHCL,Q1FY25,30-JUN-2024,19.04,24.76,9.3,80.96,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
GHCL,Q2FY25,30-SEP-2024,19.04,25.7,9.81,80.96,0.0,0.94,0.51,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,08-OCT-2024
GHCL,Q3FY25,31-DEC-2024,19.04,25.42,10.37,80.96,0.0,-0.28,0.56,DII_ACCUMULATION,2026-07-08,nse_xbrl,09-JAN-2025
GHCL,Q4FY25,31-MAR-2025,19.04,26.07,10.11,80.96,0.0,0.65,-0.26,FII_ACCUMULATION,2026-07-08,nse_xbrl,14-APR-2025
GHCL,Q1FY26,30-JUN-2025,18.97,26.41,10.29,81.03,-0.07,0.34,0.18,STABLE,2026-07-08,nse_xbrl,14-JUL-2025
GHCL,Q2FY26,30-SEP-2025,18.97,25.67,10.53,81.03,0.0,-0.74,0.24,STABLE,2026-07-08,nse_xbrl,10-OCT-2025
GHCL,Q3FY26,12-DEC-2025,19.83,25.180000000000003,9.5,80.17,0.86,-0.49,-1.03,STABLE,2026-07-08,nse_xbrl,18-DEC-2025
GHCL,Q4FY26,31-MAR-2026,19.87,24.66,10.57,80.13,0.04,-0.52,1.07,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,07-APR-2026
GHCLTEXTIL,Q1FY25,30-JUN-2024,19.16,15.69,6.37,80.84,,,,STABLE,2026-07-08,nse_xbrl,11-JUL-2024
GHCLTEXTIL,Q2FY25,30-SEP-2024,19.16,15.95,6.17,80.84,0.0,0.26,-0.2,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
GHCLTEXTIL,Q3FY25,31-DEC-2024,19.16,16.57,6.23,80.84,0.0,0.62,0.06,FII_ACCUMULATION,2026-07-08,nse_xbrl,13-JAN-2025
GHCLTEXTIL,Q4FY25,31-MAR-2025,19.16,15.67,5.98,80.84,0.0,-0.9,-0.25,STABLE,2026-07-08,nse_xbrl,11-APR-2025
GHCLTEXTIL,Q1FY26,30-JUN-2025,19.16,15.65,6.08,80.84,0.0,-0.02,0.1,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
GHCLTEXTIL,Q2FY26,30-SEP-2025,19.16,15.68,5.87,80.84,0.0,0.03,-0.21,STABLE,2026-07-08,nse_xbrl,15-OCT-2025
GHCLTEXTIL,Q3FY26,31-DEC-2025,19.16,13.36,5.87,80.84,0.0,-2.32,0.0,STABLE,2026-07-08,nse_xbrl,18-JAN-2026
GHCLTEXTIL,Q4FY26,31-MAR-2026,19.2,13.43,5.01,80.80000000000001,0.04,0.07,-0.86,STABLE,2026-07-08,nse_xbrl,09-APR-2026
GICHSGFIN,Q1FY25,30-JUN-2024,42.41,2.64,5.9,57.59,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
GICHSGFIN,Q2FY25,30-SEP-2024,42.41,2.91,5.9,57.59,0.0,0.27,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2024
GICHSGFIN,Q3FY25,31-DEC-2024,42.41,2.45,5.9,57.59,0.0,-0.46,0.0,STABLE,2026-07-08,nse_xbrl,15-JAN-2025
GICHSGFIN,Q4FY25,31-MAR-2025,42.41,2.18,5.9,57.59,0.0,-0.27,0.0,STABLE,2026-07-08,nse_xbrl,11-APR-2025
GICHSGFIN,Q1FY26,30-JUN-2025,42.41,2.68,5.52,57.59,0.0,0.5,-0.38,FII_ACCUMULATION,2026-07-08,nse_xbrl,15-JUL-2025
GICHSGFIN,Q2FY26,30-SEP-2025,42.41,2.15,5.52,57.59,0.0,-0.53,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
GICHSGFIN,Q3FY26,31-DEC-2025,42.41,2.08,5.06,57.59,0.0,-0.07,-0.46,STABLE,2026-07-08,nse_xbrl,09-JAN-2026
GICHSGFIN,Q4FY26,31-MAR-2026,42.41,1.81,4.6,57.59,0.0,-0.27,-0.46,STABLE,2026-07-08,nse_xbrl,21-APR-2026
GICL,Q2FY23,30-SEP-2022,74.18,0.0,0.0,25.82,,,,STABLE,2026-07-08,nse_xbrl,21-OCT-2022
GICL,Q2FY25,30-SEP-2024,58.68,0.0,0.0,41.32,,,,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
GICL,Q4FY25,31-MAR-2025,58.99,0.0,0.0,41.01,,,,STABLE,2026-07-08,nse_xbrl,02-APR-2025
GICL,Q1FY26,19-JUN-2025,63.49,0.0,0.0,36.51,4.5,0.0,0.0,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,25-JUN-2025
GICL,Q4FY26,31-MAR-2026,63.49,0.02,,36.51,,,,STABLE,2026-07-08,nse_xbrl,20-APR-2026
GICRE,Q1FY25,30-JUN-2024,85.78,1.05,10.91,14.22,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
GICRE,Q2FY25,30-SEP-2024,82.4,1.34,13.71,17.6,-3.38,0.29,2.8,DII_ACCUMULATION,2026-07-08,nse_xbrl,15-OCT-2024
GICRE,Q3FY25,31-DEC-2024,82.4,1.8,13.7,17.6,0.0,0.46,-0.01,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
GICRE,Q4FY25,31-MAR-2025,82.4,1.93,13.67,17.6,0.0,0.13,-0.03,STABLE,2026-07-08,nse_xbrl,21-APR-2025
GICRE,Q1FY26,30-JUN-2025,82.4,2.11,13.3,17.6,0.0,0.18,-0.37,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
GICRE,Q2FY26,30-SEP-2025,82.39999999999999,2.12,13.1,17.599999999999998,-0.0,0.01,-0.2,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
GICRE,Q3FY26,31-DEC-2025,82.39999999999999,2.12,13.320000000000002,17.599999999999998,0.0,0.0,0.22,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
GICRE,Q4FY26,31-MAR-2026,82.39999999999999,2.06,13.55,17.599999999999998,0.0,-0.06,0.23,STABLE,2026-07-08,nse_xbrl,20-APR-2026
GILLANDERS,Q2FY23,30-SEP-2022,69.08,0.0,0.81,30.92,,,,STABLE,2026-07-08,nse_xbrl,21-OCT-2022
GILLANDERS,Q1FY25,30-JUN-2024,69.08,0.0,0.39,30.92,,,,STABLE,2026-07-08,nse_xbrl,09-JUL-2024
GILLANDERS,Q2FY25,30-SEP-2024,69.08,0.0,0.32,30.92,0.0,0.0,-0.07,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
GILLANDERS,Q3FY25,31-DEC-2024,69.08,0.0,0.32,30.92,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,03-JAN-2025
GILLANDERS,Q4FY25,31-MAR-2025,69.21,0.0,0.32,30.79,0.13,0.0,0.0,STABLE,2026-07-08,nse_xbrl,07-APR-2025
GILLANDERS,Q1FY26,30-JUN-2025,69.05,0.0,0.32,30.95,-0.16,0.0,0.0,STABLE,2026-07-08,nse_xbrl,07-JUL-2025
GILLANDERS,Q2FY26,30-SEP-2025,69.05,0.0,0.32,30.95,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
GILLETTE,Q1FY25,30-JUN-2024,75.0,1.84,12.08,25.0,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
GILLETTE,Q2FY25,30-SEP-2024,75.0,3.26,10.79,25.0,0.0,1.42,-1.29,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-OCT-2024
GILLETTE,Q3FY25,31-DEC-2024,75.0,4.1,9.95,25.0,0.0,0.84,-0.84,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,14-JAN-2025
GILLETTE,Q4FY25,31-MAR-2025,75.0,4.33,9.88,25.0,0.0,0.23,-0.07,STABLE,2026-07-08,nse_xbrl,16-APR-2025
GILLETTE,Q1FY26,30-JUN-2025,75.0,4.83,9.59,25.0,0.0,0.5,-0.29,FII_ACCUMULATION,2026-07-08,nse_xbrl,18-JUL-2025
GILLETTE,Q2FY26,30-SEP-2025,75.0,5.01,9.15,25.0,0.0,0.18,-0.44,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
GILLETTE,Q3FY26,31-DEC-2025,75.0,4.78,8.88,25.0,0.0,-0.23,-0.27,STABLE,2026-07-08,nse_xbrl,19-JAN-2026
GILLETTE,Q4FY26,31-MAR-2026,75.0,4.36,9.25,25.0,0.0,-0.42,0.37,STABLE,2026-07-08,nse_xbrl,20-APR-2026
GINNIFILA,Q1FY25,30-JUN-2024,69.72,0.07,0.0,30.28,,,,STABLE,2026-07-08,nse_xbrl,08-JUL-2024
GINNIFILA,Q2FY25,30-SEP-2024,69.72,0.03,0.0,30.28,0.0,-0.04,0.0,STABLE,2026-07-08,nse_xbrl,11-OCT-2024
GINNIFILA,Q3FY25,31-DEC-2024,69.72,0.13,0.0,30.28,0.0,0.1,0.0,STABLE,2026-07-08,nse_xbrl,13-JAN-2025
GINNIFILA,Q4FY25,31-MAR-2025,69.72,0.02,0.0,30.28,0.0,-0.11,0.0,STABLE,2026-07-08,nse_xbrl,11-APR-2025
GINNIFILA,Q1FY26,30-JUN-2025,69.72,0.26,0.0,30.28,0.0,0.24,0.0,STABLE,2026-07-08,nse_xbrl,19-JUL-2025
GINNIFILA,Q2FY26,30-SEP-2025,69.72,0.1399999999999999,0.0,30.28,0.0,-0.12,0.0,STABLE,2026-07-08,nse_xbrl,10-OCT-2025
GINNIFILA,Q3FY26,31-DEC-2025,69.72,0.24,0.0,30.28,0.0,0.1,0.0,STABLE,2026-07-08,nse_xbrl,07-JAN-2026
GINNIFILA,Q4FY26,31-MAR-2026,69.72,0.1699999999999999,0.0,30.28,0.0,-0.07,0.0,STABLE,2026-07-08,nse_xbrl,10-APR-2026
GIPCL,Q2FY25,30-SEP-2024,55.43,4.49,6.28,44.57,,,,STABLE,2026-07-08,nse_xbrl,08-OCT-2024
GIPCL,Q3FY25,31-DEC-2024,55.43,4.79,6.04,44.57,0.0,0.3,-0.24,STABLE,2026-07-08,nse_xbrl,07-JAN-2025
GIPCL,Q4FY25,27-MAR-2025,56.57,4.26,5.68,43.43,1.14,-0.53,-0.36,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,02-APR-2025
GIPCL,Q1FY26,30-JUN-2025,56.57,4.03,5.6,43.43,0.0,-0.23,-0.08,STABLE,2026-07-08,nse_xbrl,07-JUL-2025
GIPCL,Q2FY26,30-SEP-2025,56.57,3.69,5.15,43.43,0.0,-0.34,-0.45,STABLE,2026-07-08,nse_xbrl,06-OCT-2025
GIPCL,Q3FY26,31-DEC-2025,56.57,2.63,4.96,43.43,0.0,-1.06,-0.19,STABLE,2026-07-08,nse_xbrl,06-JAN-2026
GIPCL,Q4FY26,31-MAR-2026,56.57,2.74,5.07,43.43,0.0,0.11,0.11,STABLE,2026-07-08,nse_xbrl,06-APR-2026
GIPCL,Q1FY27,30-JUN-2026,56.57,2.89,4.99,43.43,0.0,0.15,-0.08,STABLE,2026-07-08,nse_xbrl,08-JUL-2026
GKENERGY,Q2FY26,25-SEP-2025,79.2,2.92,9.0,20.8,,,,STABLE,2026-07-08,nse_xbrl,27-SEP-2025
GKENERGY,Q3FY26,31-DEC-2025,79.2,1.02,8.03,20.8,0.0,-1.9,-0.97,STABLE,2026-07-08,nse_xbrl,14-JAN-2026
GKENERGY,Q4FY26,31-MAR-2026,79.2,0.79,8.290000000000001,20.8,0.0,-0.23,0.26,STABLE,2026-07-08,nse_xbrl,16-APR-2026
GKSL,Q3FY26,29-DEC-2025,71.45,13.089999999999998,7.84,28.55,,,,STABLE,2026-07-08,nse_xbrl,30-DEC-2025
GKSL,Q4FY26,31-MAR-2026,71.45,4.88,0.5599999999999999,28.55,0.0,-8.21,-7.28,STABLE,2026-07-08,nse_xbrl,07-APR-2026
GKWLIMITED,Q1FY25,30-JUN-2024,75.0,3.1,1.26,25.0,,,,STABLE,2026-07-08,nse_xbrl,17-JUL-2024
GKWLIMITED,Q2FY25,30-SEP-2024,75.0,3.1,1.2,25.0,0.0,0.0,-0.06,STABLE,2026-07-08,nse_xbrl,17-OCT-2024
GKWLIMITED,Q3FY25,31-DEC-2024,75.0,3.1,1.02,25.0,0.0,0.0,-0.18,STABLE,2026-07-08,nse_xbrl,10-JAN-2025
GKWLIMITED,Q4FY25,31-MAR-2025,75.0,3.1,1.02,25.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,11-APR-2025
GKWLIMITED,Q1FY26,30-JUN-2025,75.0,3.1,1.02,25.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
GKWLIMITED,Q2FY26,30-SEP-2025,75.0,3.1,1.02,25.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
GKWLIMITED,Q3FY26,31-DEC-2025,75.0,3.1,1.02,25.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,14-JAN-2026
GKWLIMITED,Q4FY26,31-MAR-2026,75.0,3.1,1.02,25.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,16-APR-2026
GLAND,Q1FY25,30-JUN-2024,51.83,6.88,32.83,48.17,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
GLAND,Q2FY25,30-SEP-2024,51.83,4.47,35.37,48.17,0.0,-2.41,2.54,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-OCT-2024
GLAND,Q3FY25,31-DEC-2024,51.83,5.04,34.8,48.17,0.0,0.57,-0.57,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-JAN-2025
GLAND,Q4FY25,31-MAR-2025,51.83,6.9,33.27,48.17,0.0,1.86,-1.53,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,15-APR-2025
GLAND,Q1FY26,30-JUN-2025,51.83,7.39,32.85,48.17,0.0,0.49,-0.42,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
GLAND,Q2FY26,30-SEP-2025,51.83,7.91,32.64,48.17,0.0,0.52,-0.21,FII_ACCUMULATION,2026-07-08,nse_xbrl,15-OCT-2025
GLAND,Q3FY26,31-DEC-2025,51.83,7.580000000000001,32.98,48.17,0.0,-0.33,0.34,STABLE,2026-07-08,nse_xbrl,16-JAN-2026
GLAND,Q4FY26,31-MAR-2026,51.83,7.3,33.35,48.17,0.0,-0.28,0.37,STABLE,2026-07-08,nse_xbrl,17-APR-2026
GLAXO,Q1FY25,30-JUN-2024,75.0,4.02,7.5,25.0,,,,STABLE,2026-07-08,nse_xbrl,05-JUL-2024
GLAXO,Q2FY25,30-SEP-2024,75.0,4.36,7.34,25.0,0.0,0.34,-0.16,STABLE,2026-07-08,nse_xbrl,04-OCT-2024
GLAXO,Q3FY25,31-DEC-2024,75.0,4.5,7.3,25.0,0.0,0.14,-0.04,STABLE,2026-07-08,nse_xbrl,14-JAN-2025
GLAXO,Q4FY25,31-MAR-2025,75.0,4.52,7.79,25.0,0.0,0.02,0.49,STABLE,2026-07-08,nse_xbrl,17-APR-2025
GLAXO,Q1FY26,30-JUN-2025,75.0,4.89,7.7,25.0,0.0,0.37,-0.09,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
GLAXO,Q2FY26,30-SEP-2025,75.0,4.8,7.75,25.0,0.0,-0.09,0.05,STABLE,2026-07-08,nse_xbrl,08-OCT-2025
GLAXO,Q3FY26,31-DEC-2025,75.0,4.64,7.7,25.0,0.0,-0.16,-0.05,STABLE,2026-07-08,nse_xbrl,09-JAN-2026
GLAXO,Q4FY26,31-MAR-2026,75.0,4.62,7.68,25.0,0.0,-0.02,-0.02,STABLE,2026-07-08,nse_xbrl,10-APR-2026
GLENMARK,Q1FY25,30-JUN-2024,46.65,20.98,13.92,53.35,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
GLENMARK,Q2FY25,30-SEP-2024,46.65,23.05,13.21,53.35,0.0,2.07,-0.71,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,18-OCT-2024
GLENMARK,Q3FY25,31-DEC-2024,46.65,23.51,13.85,53.35,0.0,0.46,0.64,DII_ACCUMULATION,2026-07-08,nse_xbrl,20-JAN-2025
