symbol,holding_signal,holding_score,announcement_score,ai_tone_score,management_score,management_label,announcement_types,as_of_date
SAPPHIRE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SARDAEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAREGAMA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SARLAPOLY,STABLE,50.0,80.0,,62.0,POSITIVE,BUYBACK,2026-08-18
SASKEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SATIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SATIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAURASHCEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SBC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SBCL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SBFC,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SBGLP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SBICARD,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SBILIFE,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SBIN,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SCHAEFFLER,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SCHAND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SCHNEIDER,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SCI,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
SCILAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SCODATUBES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SCPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SDBL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SEAMECLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SECMARK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SECURKLOUD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SEDEMAC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SELMC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SENCO,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SENORES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SEPC,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
SERVOTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SESHAPAPER,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SETCO,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SETL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SFL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SGFIN,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
SGIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SGL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SGMART,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SHADOWFAX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHAH,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
SHAHALLOYS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHAILY,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SHAKTIPUMP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHALBY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHALPAINTS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHANTI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHANTIGEAR,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SHANTIGOLD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHARDACROP,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SHARDAMOTR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHAREINDIA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SHILCTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHILPAMED,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHIVATEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHIVAUM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHK,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SHOPERSTOP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHRADHA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHREDIGCEM,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
SHREECEM,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SHREEJISPG,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SHREEPUSHK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHREERAMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHREYANIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHRINGARMS,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SHRIPISTON,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
SHRIRAMFIN,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SHRIRAMPPS,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SHYAMCENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SHYAMMETL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SICALLOG,FII_ACCUMULATION,60.0,45.0,,54.0,NEUTRAL,FUNDRAISE,2026-08-18
SIEMENS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIGIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIGMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIGNATURE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIGNPOST,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
SIKKO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SILGO,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
SILINV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SILLYMONKS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SILVERTUC,FII_ACCUMULATION,60.0,60.0,,60.0,POSITIVE,BONUS|STOCK_SPLIT,2026-08-18
SIMPLEXINF,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SINCLAIR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SINDHUTRAD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SINTERCOM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIRCA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SIS,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SIYSIL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
SJS,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SJVN,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SKFINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SKFINDUS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SKIPPER,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SKMEGGPROD,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
SKYGOLD,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SMARTWORKS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SMCGLOBAL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
SMLMAH,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SMLT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SMSPHARMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SNOWMAN,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SOBHA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOLARA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOLARINDS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOLARWORLD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOLEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOMANYCERA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SOMATEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOMICONVEY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SONACOMS,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
SONAMLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SONATSOFTW,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SOTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SOUTHBANK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SOUTHWEST,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPANDANA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPARC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPCENET,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SPECIALITY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPECTRUM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPENCERS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPIC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPLIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPLPETRO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SPMLINFRA,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
SPORTKING,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SRD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SREEL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SRF,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SRGHFL,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
SRHHYPOLTD,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
SRM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SRTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SSDL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SSWL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STALLION,FII_DII_ACCUMULATION,75.0,45.0,,63.0,POSITIVE,FUNDRAISE,2026-08-18
STANLEY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STAR,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
STARCEMENT,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
STARHEALTH,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
STARPAPER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STARTECK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STCINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STEELCAS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
STEELCITY,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
STEELXIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STOVEKRAFT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STUDDS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
STYL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
STYLAMIND,STRONG_PROMOTER_FII_BUY,90.0,50.0,,74.0,POSITIVE,,2026-08-18
STYRENIX,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
SUBROS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUDARCOLOR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUDARSCHEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUDEEPPHRM,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SUKHJITS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SULA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SUMEETINDS,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
SUMICHEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUMMITSEC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUNCLAY,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SUNDARAM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUNDARMFIN,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SUNDRMFAST,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SUNDROP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUNFLAG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUNPHARMA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SUNTECK,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SUNTV,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
SUPERHOUSE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUPRAJIT,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SUPREME,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUPREMEIND,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SUPREMEINF,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUPRIYA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SURAJEST,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SURAJLTD,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SURAKSHA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SURANASOL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SURANAT&P,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SURYALAXMI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SURYAROSNI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SURYODAY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUTLEJTEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUVEN,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
SUVIDHAA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUYOG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SUZLON,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SWANCORP,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SWARAJENG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SWELECTES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SWIGGY,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
SWSOLAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SYMPHONY,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SYNCOMF,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SYNGENE,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
SYRMA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
TAINWALCHM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TAJGVK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TALBROAUTO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TANLA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TARACHAND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TARAPUR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TARC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TARIL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TARMAT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TARSONS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TASTYBITE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TATACAP,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
TATACHEM,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TATACOMM,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
TATACONSUM,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
TATAELXSI,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
TATAINVEST,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TATAPOWER,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
TATASTEEL,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
TATATECH,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
TATVA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TBOTEK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TBZ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TCC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TCI,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TCIEXP,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TCPLPACK,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
TCS,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
TDPOWERSYS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TEAMGTY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEAMLEASE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TECHM,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
TECHNOE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TECILCHEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEGA,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
TEJASNET,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEMBO,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
TENNIND,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
TERASOFT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEXINFRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEXMOPIPES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TEXRAIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TFCILTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TFL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TGBHOTELS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THANGAMAYL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
THEINVEST,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THEJO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THELEELA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THEMISMED,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THERMAX,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
THOMASCOOK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THOMASCOTT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
THYROCARE,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
TI,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TICL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TIIL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TIINDIA,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
TIJARIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TIL,STRONG_PROMOTER_BUY,70.0,45.0,,60.0,POSITIVE,FUNDRAISE,2026-08-18
TIMETECHNO,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
TIMKEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TINNARUBR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TIPSFILMS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TIPSMUSIC,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TIRUMALCHM,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
TIRUPATIFL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TITAGARH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TITAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TMB,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
TMCV,FII_DII_ACCUMULATION,75.0,70.0,80.0,75.5,HIGH_CONVICTION,DIVIDEND,2026-08-18
TMPV,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
TNPETRO,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
TNPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TNTELE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TOLINS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TORNTPHARM,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
TORNTPOWER,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
TOTAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TOUCHWOOD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TPHQ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TPLPLASTEH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRACXN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRANSRAILL,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
TRAVELFOOD,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TREEHOUSE,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
TREJHARA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TREL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRENT,DII_ACCUMULATION,55.0,67.5,,60.0,POSITIVE,DIVIDEND|BONUS,2026-08-18
TRF,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRIDENT,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TRIGYN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRITURBINE,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
TRIVENI,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TRU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TRUALT,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
TSFINV,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TTKHLTCARE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TTKPRESTIG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TTML,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TURTLEMINT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TVSELECT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TVSHLTD,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
TVSMOTOR,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
