"ISIN","COMPANY_NAME","FACE_VALUE","NSE_SYMBOL","NSE_SERIES","NSE_LISTING_DATE","NSE_DATA_SOURCE","BSE_SYMBOL","BSE_CODE","SctySrs","BSE_LISTING_DATE","BSE_DATA_SOURCE","LISTED_NSE","LISTED_BSE","LAST_UPDATED"
"INE972E01014","DHRUVA CAPITAL SERVICES LTD.","","","","","","DHRUVCA","531237","XT","","","False","True","09-06-2026"
"INE320L01011","DHUNSERI INVESTMENTS LTD.","10","DHUNINV","EQ","18-03-2011","","DHUNINV","533336","B","","","True","True","09-06-2026"
"INE341R01014","Dhunseri Tea & Industries Ltd","10","DTIL","EQ","20-01-2015","","DTIL","538902","B","","","True","True","09-06-2026"
"INE477B01010","Dhunseri Ventures Limited","10","DVL","EQ","11-01-2008","","DVL","523736","B","","","True","True","09-06-2026"
"INE0K5F01014","DHYAANI TRADEVENTTURES LIMITED","","","","","","DHYAANITR","543516","M","","","False","True","09-06-2026"
"INE591D01014","DIAMINES & CHEMICALS LTD.","10","DIAMINESQ","EQ","25-09-2023","","DIAMINESQ","500120","B","","","True","True","09-06-2026"
"INE989C01038","DIAMOND POWER INFRASTRUCTURE L","1","DIACABS","EQ","15-09-2023","","DIACABS","522163","B","","","True","True","09-06-2026"
"INE012E01035","DIANA TEA CO.LTD.","","","","","","DIANATEA","530959","X","","","False","True","09-06-2026"
"INE303A01010","DIC INDIA LTD.","10","DICIND","EQ","30-08-1995","","DICIND","500089","B","","","True","True","09-06-2026"
"INE184O01015","Diffusion Engineers Limited","10","DIFFNKG","EQ","04-10-2024","","DIFFNKG","544264","B","","","True","True","09-06-2026"
"INE0PSC01024","DIGIDRIVE DISTRIBUTORS LIMITED","10","DIGIDRIVE","EQ","10-01-2024","","DIGIDRIVE","544079","B","","","True","True","09-06-2026"
"INE1OOT01028","DIGILOGIC SYSTEMS LIMITED","","","","","","DIGILOGIC","544684","M","","","False","True","09-06-2026"
"INE927C01020","DIGISPICE TECHNOLOGIES LIMITED","3","DIGISPICE","BE","27-05-2008","","DIGISPICE","517214","T","","","True","True","09-06-2026"
"INE0U4701011","Digitide Solutions Limited","10","DIGITIDE","EQ","11-06-2025","","DIGITIDE","544413","B","","","True","True","09-06-2026"
"INE731U01028","DIGJAM LIMITED","10","DIGJAMLMTD","EQ","18-10-2021","","DIGJAMLMTD","539979","B","","","True","True","09-06-2026"
"INE01GR01018","Diksha Greens Limited","","","","","","DGL","542155","MT","","","False","True","09-06-2026"
"INE650C01036","DILIGENT INDUSTRIES LTD.","","","","","","DILIGENT","531153","X","","","False","True","09-06-2026"
"INE016M01021","Diligent Media Corporation Lim","1","DNAMEDIA","EQ","11-12-2017","","DNAMEDIA","540789","B","","","True","True","09-06-2026"
"INE917M01012","Dilip Buildcon Limited","10","DBL","EQ","11-08-2016","","DBL","540047","A","","","True","True","09-06-2026"
"INE0S6R01027","DINDIGUL FARM PRODUCT LIMITED","","","","","","DFPL","544201","MT","","","False","True","09-06-2026"
"INE0MC401013","DIPNA PHARMACHEM LIMITED","","","","","","DPL","543594","M","","","False","True","09-06-2026"
"INE131C01011","DISA INDIA LTD.","10","DISAQ","EQ","20-04-2026","","DISAQ","500068","B","","","True","True","09-06-2026"
"INE836F01026","DISH TV INDIA LTD.","1","DISHTV","BE","18-04-2007","","DISHTV","532839","T","","","True","True","09-06-2026"
"INE193D01019","DISHA RESOURCES LIMITED","","","","","","DRL","531553","XT","","","False","True","09-06-2026"
"INE385W01011","Dishman Carbogen Amcis Limited","2","DCAL","EQ","21-09-2017","","DCAL","540701","B","","","True","True","09-06-2026"
"INE753U01022","DIVGI TORQTRANSFER SYSTEMS LIM","5","DIVGIITTS","EQ","14-03-2023","","DIVGIITTS","543812","B","","","True","True","09-06-2026"
"INE361B01024","DIVIS LABORATORIES LTD.","2","DIVISLAB","EQ","12-03-2003","","DIVISLAB","532488","A","","","True","True","09-06-2026"
"INE410G01010","DIVYASHAKTI LIMITED","","","","","","DIVSHKT","526315","X","","","False","True","09-06-2026"
"INE935N01020","Dixon Technologies (India) Lim","2","DIXON","EQ","18-09-2017","","DIXON","540699","A","","","True","True","09-06-2026"
"INE0B1K01014","DJ Mediaprint & Logistics Limi","10","DJML","EQ","05-12-2022","","DJML","543193","B","","","True","True","09-06-2026"
"INE234E01027","DJS STOCK & SHARES LTD.","","","","","","DJSSS","511636","X","","","False","True","09-06-2026"
"INE271C01023","DLF LTD.","2","DLF","EQ","05-07-2007","","DLF","532868","A","","","True","True","09-06-2026"
"INE250K01012","D-LINK (INDIA) LTD","2","DLINKINDIA","EQ","18-12-2009","","DLINKINDIA","533146","B","","","True","True","09-06-2026"
"INE505A01010","DMCC SPECIALITY CHEMICALS LIMI","10","DMCC","EQ","01-12-2021","","DMCC","506405","B","","","True","True","09-06-2026"
"INE07L501010","DMR ENGINEERING LIMITED","","","","","","DMR","543410","M","","","False","True","09-06-2026"
"INE021O01019","Dodla Dairy Limited","10","DODLA","EQ","28-06-2021","","DODLA","543306","A","","","True","True","09-06-2026"
"INE966A01022","DOLAT ALGOTECH LIMITED","1","DOLATALGO","EQ","12-01-2024","","DOLATALGO","505526","B","","","True","True","09-06-2026"
"INE666Y01010","Dolfin Rubbers Limited","","","","","","DOLFIN","542013","B","","","False","True","09-06-2026"
"INE325C01035","Dollar Industries Limited","2","DOLLAR","EQ","21-04-2017","","DOLLAR","541403","B","","","True","True","09-06-2026"
"INE0QXT01018","Dolphin Kitchen Utensils and A","","","","","","DKUAL","544170","M","","","False","True","09-06-2026"
"INE920A01037","DOLPHIN OFFSHORE ENTERPRISES (","1","DOLPHIN","EQ","21-08-2023","","DOLPHIN","522261","B","","","True","True","09-06-2026"
"INE321T01012","DOMS Industries Limited","10","DOMS","EQ","20-12-2023","","DOMS","544045","A","","","True","True","09-06-2026"
"INE668D01028","DONEAR INDUSTRIES LTD.","2","DONEAR","EQ","20-12-2006","","DONEAR","512519","B","","","True","True","09-06-2026"
"INE871Z01013","DR LALCHANDANI LABS LIMITED","","","","","","DLCL","541299","M","","","False","True","09-06-2026"
"INE943P01029","Dr. Agarwal's Health Care Limi","1","AGARWALEYE","EQ","04-02-2025","","AGARWALEYE","544350","A","","","True","True","09-06-2026"
"INE600L01024","Dr. Lal Pathlabs Limited","10","LALPATHLAB","EQ","23-12-2015","","LALPATHLAB","539524","A","","","True","True","09-06-2026"
"INE934C01018","DR.AGARWALS EYE HOSPITAL LTD.","10","DRAGARWQ","EQ","20-04-2026","","DRAGARWQ","526783","B","","","True","True","09-06-2026"
"INE089A01031","DR.REDDYS LABORATORIES LTD.","1","DRREDDY","EQ","30-05-2003","","DRREDDY","500124","A","","","True","True","09-06-2026"
"INE03RS01027","DRC Systems India Limited","1","DRCSYSTEMS","EQ","10-03-2021","","DRCSYSTEMS","543268","B","","","True","True","09-06-2026"
"INE0JS101016","DREAMFOLKS SERVICES LIMITED","2","DREAMFOLKS","EQ","06-09-2022","","DREAMFOLKS","543591","B","","","True","True","09-06-2026"
"INE506A01018","DREDGING CORPORATION OF INDIA","10","DREDGECORP","EQ","15-01-2004","","DREDGECORP","523618","B","","","True","True","09-06-2026"
"INE0MQD01015","Droneacharya Aerial Innovation","","","","","","DRONACHRYA","543713","M","","","False","True","09-06-2026"
"INE055C01020","DSJ KEEP LEARNING LIMITED","1","KEEPLEARN","EQ","01-03-1995","","KEEPLEARN","526677","B","","","True","True","09-06-2026"
"INE0SUM01015","DSM Fresh Foods Limited","","","","","","ZAPPFRESH","544568","M","","","False","True","09-06-2026"
"INE741L01018","Ducon Infratechnologies Ltd","1","DUCON","BE","09-10-2012","","DUCON","534674","T","","","True","True","09-06-2026"
"INE397G01019","DUKE OFFSHORE LTD.","","","","","","DUKEOFS","531471","XT","","","False","True","09-06-2026"
"INE340F01011","Duncan Engineering Limited","","","","","","DUNCANENG","504908","X","","","False","True","09-06-2026"
"INE138B01018","DUROPACK LTD.","","","","","","DUROPACK","526355","X","","","False","True","09-06-2026"
"INE932D01010","DUROPLY INDUSTRIES LIMITED","","","","","","DUROPLY","516003","X","","","False","True","09-06-2026"
"INE366A01041","DWARIKESH SUGAR INDUSTRIES LTD","1","DWARKESH","EQ","31-12-2004","","DWARKESH","532610","B","","","True","True","09-06-2026"
"INE417B01040","DYNACONS SYSTEMS & SOLUTIONS L","10","DSSL","EQ","01-12-2011","","DSSL","532365","B","","","True","True","09-06-2026"
"INE221B01012","DYNAMATIC TECHNOLOGIES LTD.","10","DYNAMATECH","EQ","14-09-2006","","DYNAMATECH","505242","B","","","True","True","09-06-2026"
"INE600Y01019","Dynamic Cables Limited","10","DYCL","EQ","27-07-2022","","DYCL","540795","B","","","True","True","09-06-2026"
"INE457C01010","DYNAMIC INDUSTRIES LTD.","","","","","","DYNAMIND","524818","X","","","False","True","09-06-2026"
"INE083E01010","DYNAVISION LTD.","","","","","","DYNAVSN","517238","X","","","False","True","09-06-2026"
"INE256H01015","DYNEMIC PRODUCTS LTD.","10","DYNPRO","EQ","19-07-2017","","DYNPRO","532707","B","","","True","True","09-06-2026"
"INE126A01031","E.I.D.-PARRY (INDIA) LTD.","1","EIDPARRY","EQ","10-05-1995","","EIDPARRY","500125","A","","","True","True","09-06-2026"
"INE0O4V01010","Earthstahl & Alloys Limited","","","","","","EARTH","543765","M","","","False","True","09-06-2026"
"INE706N01017","EAST BUILDTECH LTD.","","","","","","EASTBUILD","507917","X","","","False","True","09-06-2026"
"INE191C01023","East India Drums and Barrels M","","","","","","EASTINDIA","523874","XT","","","False","True","09-06-2026"
"INE595R01023","EAST WEST FREIGHT CARRIERS LTD","","","","","","EASTWEST","540006","XT","","","False","True","09-06-2026"
"INE962C01035","EASTERN SILK INDUSTRIES LTD.","2","EASTSILK","BE","03-07-1996","","EASTSILK","590022","T","","","True","True","09-06-2026"
"INE500D01015","EASTERN TREADS LTD.","","","","","","EASTRED","531346","X","","","False","True","09-06-2026"
"INE07O001026","Easy Trip Planners Limited","1","EASEMYTRIP","EQ","19-03-2021","","EASEMYTRIP","543272","A","","","True","True","09-06-2026"
"INE738I01010","ECLERX SERVICES LTD.","10","ECLERX","EQ","31-12-2007","","ECLERX","532927","A","","","True","True","09-06-2026"
"INE638N01012","ECO HOTELS AND RESORTS LIMITED","","","","","","ECOHOTELS","514402","XT","","","False","True","09-06-2026"
"INE316A01038","ECO RECYCLING LTD.","","","","","","ECORECO","530643","T","","","False","True","09-06-2026"
"INE866A01016","ECOBOARD INDUSTRIES LTD.","","","","","","ECOBOAR","523732","X","","","False","True","09-06-2026"
"INE937K01014","Econo Trade (India) Limited","","","","","","ETIL","538708","X","","","False","True","09-06-2026"
"INE423D01010","ECOPLAST LTD.","","","","","","ECOPLAST","526703","X","","","False","True","09-06-2026"
"INE06HJ01020","ECOS (India) Mobility & Hospit","2","ECOSMOBLTY","BE","04-09-2024","","ECOSMOBLTY","544239","T","","","True","True","09-06-2026"
"INE532F01054","EDELWEISS FINANCIAL SERVICES L","1","EDELWEISS","EQ","12-12-2007","","EDELWEISS","532922","A","","","True","True","09-06-2026"
"INE125G01014","Edvenswa Enterprises Limited","","","","","","EDVENSWA","517170","XT","","","False","True","09-06-2026"
"INE468N07BD3","EEL-26-11-27-PVT","","","","","","EEL280324A","975572","F","","","False","True","09-06-2026"
"INE468N07615","EEL-ZC-26-2-27-PVT","","","","","","EELZC27","974634","F","","","False","True","09-06-2026"
"INE886D01026","EFC (I) LIMITED","2","EFCIL","EQ","20-08-2025","","EFCIL","512008","B","","","True","True","09-06-2026"
"INE836K07262","EFCL-20-7-28-PVT","","","","","","EFCL210525","976708","F","","","False","True","09-06-2026"
"INE836K07312","EFCL-30-10-28-PVT","","","","","","EFCL300725","976968","F","","","False","True","09-06-2026"
"INE355H01015","EFORU ENTERTAINMENT LIMITED","","","","","","EFORU","531190","X","","","False","True","09-06-2026"
"INE066A01021","EICHER MOTORS LTD.","1","EICHERMOT","EQ","07-09-2004","","EICHERMOT","505200","A","","","True","True","09-06-2026"
"INE0KSN01014","Eighty Jewellers Limited","","","","","","EIGHTY","543518","MT","","","False","True","09-06-2026"
"INE276C01014","EIH ASSOCIATED HOTELS LTD.","10","EIHAHOTELS","EQ","08-04-2008","","EIHAHOTELS","523127","B","","","True","True","09-06-2026"
"INE230A01023","EIH LTD.","2","EIHOTEL","EQ","08-02-1995","","EIHOTEL","500840","A","","","True","True","09-06-2026"
"INE666Q01016","EIKO LIFESCIENCES LIMITED","","","","","","EIKO","540204","X","","","False","True","09-06-2026"
"INE158B01016","EIMCO ELECON (INDIA) LTD.","10","EIMCOELECO","EQ","17-04-1996","","EIMCOELECO","523708","B","","","True","True","09-06-2026"
"INE005E01013","Ekansh Concepts Limited","","","","","","EKANSH","531364","X","","","False","True","09-06-2026"
"INE0KCM01010","Ekennis Software Service Limit","","","","","","EKENNIS","543475","MT","","","False","True","09-06-2026"
"INE0CPR01018","EKI Energy Services Limited","","","","","","EKI","543284","B","","","False","True","09-06-2026"
"INE158F01017","EL FORGE LTD.","","","","","","ELFORGE","531144","X","","","False","True","09-06-2026"
"INE311H01018","E-Land Apparel Limited","","","","","","ELAND","532820","X","","","False","True","09-06-2026"
"INE594D01018","ELANGO INDUSTRIES LTD.","","","","","","ELANGO","513452","XT","","","False","True","09-06-2026"
"INE280B01018","ELANTAS BECK INDIA LTD.","10","ELANTAS","EQ","20-04-2026","","ELANTAS","500123","B","","","True","True","09-06-2026"
"INE927X01018","ELCID INVESTMENTS LTD.","10","ELCIDIN","EQ","20-04-2026","","ELCIDIN","503681","B","","","True","True","09-06-2026"
"INE668G01021","ELDECO HOUSING & INDUSTRIES LT","2","ELDEHSG","EQ","12-04-2022","","ELDEHSG","523329","B","","","True","True","09-06-2026"
"INE205B01031","ELECON ENGINEERING CO.LTD.","1","ELECON","EQ","29-09-2006","","ELECON","505700","A","","","True","True","09-06-2026"
"INE02YR01019","Electronics Mart India Limited","10","EMIL","EQ","17-10-2022","","EMIL","543626","A","","","True","True","09-06-2026"
"INE086A01029","ELECTROSTEEL CASTINGS LTD.","1","ELECTCAST","EQ","20-06-2003","","ELECTCAST","500128","A","","","True","True","09-06-2026"
"INE822G01016","ELECTROTHERM (INDIA) LTD.","10","ELECTHERM","EQ","20-08-2007","","ELECTHERM","526608","B","","","True","True","09-06-2026"
"INE152E01013","ELEGANT FLORICULTURE & AGROTEC","","","","","","ELEFLOR","526473","X","","","False","True","09-06-2026"
"INE095B01010","ELEGANT MARBLES & GRANI INDUST","","","","","","ELEMARB","526705","X","","","False","True","09-06-2026"
"INE1FEW01013","Elfin Agro India Limited","","","","","","ELFIN","544724","MT","","","False","True","09-06-2026"
"INE285A01027","ELGI EQUIPMENTS LTD.","1","ELGIEQUIP","EQ","22-11-1995","","ELGIEQUIP","522074","A","","","True","True","09-06-2026"
"INE050401020","Elin Electronics Limited","5","ELIN","EQ","30-12-2022","","ELIN","543725","B","","","True","True","09-06-2026"
"INE669R01026","ELITECON INTERNATIONAL LIMITED","1","ELITECON","EQ","20-04-2026","","ELITECON","539533","B","","","True","True","09-06-2026"
"INE785D01012","Elixir Capital Limited","","","","","","ELIXIR","531278","X","","","False","True","09-06-2026"
"INE236E01022","ELLENBARRIE INDUSTRIAL GASES L","2","ELLEN","EQ","01-07-2025","","ELLEN","544421","B","","","True","True","09-06-2026"
"INE033C01019","ELNET TECHNOLOGIES LTD.","","","","","","ELNET","517477","X","","","False","True","09-06-2026"
"INE579B01039","ELPRO INTERNATIONAL LTD.","1","ELPROINTL","EQ","20-04-2026","","ELPROINTL","504000","B","","","True","True","09-06-2026"
"INE279D01016","EMA INDIA LTD.","","","","","","EMAINDIA","522027","XT","","","False","True","09-06-2026"
"INE548C01032","EMAMI LTD.","1","EMAMILTD","EQ","03-08-2006","","EMAMILTD","531162","A","","","True","True","09-06-2026"
"INE830C01026","EMAMI PAPER MILLS LTD.","2","EMAMIPAP","EQ","30-05-2019","","EMAMIPAP","533208","B","","","True","True","09-06-2026"
"INE778K01012","EMAMI REALTY LIMITED","2","EMAMIREAL","BE","28-07-2010","","EMAMIREAL","533218","T","","","True","True","09-06-2026"
"INE069I01010","EMBASSY DEVELOPMENTS LIMITED","2","EMBDL","EQ","23-03-2007","","EMBDL","532832","A","","","True","True","09-06-2026"
"INE041025011","Embassy Office Parks REIT","","","","","","EMBASSY","542602","IF","","","False","True","09-06-2026"
"INE168P01015","Emcure Pharmaceuticals Limited","10","EMCURE","EQ","10-07-2024","","EMCURE","544210","A","","","True","True","09-06-2026"
"INE030Q01015","Emerald Finance Limited","","","","","","EMERALD","538882","X","","","False","True","09-06-2026"
"INE044N01021","Emerald Leisures Limited","","","","","","EMERALL","507265","X","","","False","True","09-06-2026"
"INE668L01013","EMERGENT INDUSTRIAL SOLUTIONS","","","","","","EMERGENT","506180","XT","","","False","True","09-06-2026"
"INE1OSW01015","EMIAC TECHNOLOGIES LIMITED","","","","","","EMIAC","544747","M","","","False","True","09-06-2026"
"INE296H01011","EMKAY GLOBAL FINANCIAL SERVICE","10","EMKAY","EQ","28-04-2006","","EMKAY","532737","B","","","True","True","09-06-2026"
"INE753K01015","EMMBI INDUSTRIES LTD","10","EMMBI","EQ","24-02-2010","","EMMBI","533161","B","","","True","True","09-06-2026"
"INE634B01016","EMMESSAR BIOTECH & NUTRITION L","","","","","","EMMESSA","524768","X","","","False","True","09-06-2026"
"INE0SDC01012","EMMFORCE AUTOTECH LIMITED","","","","","","EMMFORCE","544166","M","","","False","True","09-06-2026"
"INE1C6T01020","Emmvee Photovoltaic Power Limi","2","EMMVEE","EQ","18-11-2025","","EMMVEE","544608","B","","","True","True","09-06-2026"
"INE515H01014","EMPIRE INDUSTRIES LTD.","","","","","","EMPIND","509525","X","","","False","True","09-06-2026"
"INE507F01023","EMPOWER INDIA LTD.","1","EMPOWER","BE","20-04-2026","","EMPOWER","504351","T","","","True","True","09-06-2026"
"INE554H01021","EMROCK CORPORATION LIMITED","","","","","","EMROCK","531676","XT","","","False","True","09-06-2026"
"INE0OV601013","EMS LIMITED","10","EMSLIMITED","EQ","21-09-2023","","EMSLIMITED","543983","B","","","True","True","09-06-2026"
"INE01QM01018","eMudhra Limited","5","EMUDHRA","EQ","01-06-2022","","EMUDHRA","543533","B","","","True","True","09-06-2026"
"INE993I01029","Enbee Trade &amp; Finance Ltd","","","","","","ENBETRD","512441","X","","","False","True","09-06-2026"
"INE913H01037","Endurance Technologies Limited","10","ENDURANCE","EQ","19-10-2016","","ENDURANCE","540153","A","","","True","True","09-06-2026"
"INE306C01019","ENERGY DEVELOPMENT COMPANY LTD","10","ENERGYDEV","EQ","02-11-2007","","ENERGYDEV","532219","B","","","True","True","09-06-2026"
"INE05KD23015","Energy Infrastructure Trust","","","","","","ENERGYINF","542543","IF","","","False","True","09-06-2026"
"INE510A01028","ENGINEERS INDIA LTD.","5","ENGINERSIN","EQ","20-08-1997","","ENGINERSIN","532178","A","","","True","True","09-06-2026"
"INE130L01014","ENKEI WHEELS (INDIA) LTD.","","","","","","ENKEIWHEL","533477","X","","","False","True","09-06-2026"
