symbol,sector,pe_ratio,pb_ratio,roe_pct,pe_score,roe_score,growth_score,valuation_score,valuation_label,revenue_ttm_cr,profit_ttm_cr,yoy_revenue_pct,yoy_profit_pct,as_of_date
GOENKA,,,,-310.53,50.0,0.0,100.0,40.0,MODERATE,0.19,-0.59,,,2024-09-30
GOKEX,TEXTILES,31.01,,5.1,72.33349689967436,20.4,100.0,57.09,FAIR_VALUE,987.77,50.34,,,2024-12-31
GOKUL,FMCG,34.86,,0.31,68.89860373823437,1.24,100.0,48.06,MODERATE,1862.73,5.72,,,2024-12-31
GOKULAGRO,FMCG,10.63,,1.47,90.51612615425793,5.88,100.0,58.56,FAIR_VALUE,9800.7,143.96,,,2024-12-31
GOLDIAM,FMCG,32.99,,17.25,70.56698041664808,69.0,100.0,75.83,CHEAP_QUALITY,416.6,71.88,,,2024-12-31
GOLDTECH,IT,,,22.46,50.0,89.84,100.0,75.94,CHEAP_QUALITY,42.3,9.5,,,2024-12-31
GOODLUCK,METAL,28.8,,4.57,74.3052147923451,18.28,100.0,57.03,FAIR_VALUE,1918.19,87.73,,,2024-12-31
GOPAL,FMCG,49.7,,4.3,55.658651915956646,17.2,100.0,49.14,MODERATE,796.21,34.21,,,2024-12-31
GOYALALUM,METAL,28.63,,4.53,74.45688539947362,18.12,100.0,57.03,FAIR_VALUE,19.86,0.9,,,2024-12-31
GPIL,METAL,25.81,,11.87,76.97283311772316,47.48,100.0,69.78,FAIR_VALUE,2565.17,304.43,,,2024-12-31
GPPL,INFRASTRUCTURE,20.84,,35.69,81.40696792612749,100.0,100.0,92.56,CHEAP_QUALITY,489.93,174.86,,,2024-12-31
GPTHEALTH,HEALTHCARE,22.55,,13.02,79.88134005442298,52.07999999999999,100.0,72.78,FAIR_VALUE,207.87,27.07,,,2024-12-31
GPTINFRA,INFRASTRUCTURE,22.87,,6.32,79.59584244100459,25.28,100.0,61.95,FAIR_VALUE,565.6,35.76,,,2024-12-31
GRANULES,PHARMA,74.9,,9.32,33.1757148592586,37.28,100.0,48.18,MODERATE,1410.19,131.5,,,2024-12-31
GRAPHITE,CAPITAL_GOODS,,,14.84,50.0,59.36,100.0,63.74,FAIR_VALUE,1166.0,173.0,,,2024-12-31
GRASIM,CEMENT,72.08,,4.31,35.69166257750814,17.24,100.0,41.17,MODERATE,68355.7,2944.45,,,2024-12-31
GRAVITA,METAL,37.38,,7.8,66.65031003256456,31.2,100.0,59.14,FAIR_VALUE,1923.84,149.98,,,2024-12-31
GREAVESCOT,CAPITAL_GOODS,,,-2.03,50.0,0.0,100.0,40.0,MODERATE,705.31,-14.33,,,2024-09-30
GREENLAM,INFRASTRUCTURE,32.92,,4.45,70.62943301958336,17.8,100.0,55.37,FAIR_VALUE,1120.71,49.88,,,2024-12-31
GREENPANEL,REALTY,43.56,,3.88,61.13663737342196,15.52,100.0,50.66,MODERATE,696.31,27.01,,,2024-12-31
GREENPLY,REALTY,43.96,,3.34,60.77976535664897,13.36,100.0,49.66,MODERATE,1254.93,41.93,,,2024-12-31
GREENPOWER,POWER,93.42,,36.09,16.65254048266941,100.0,100.0,66.66,FAIR_VALUE,17.65,6.37,,,2024-12-31
GRINDWELL,CAPITAL_GOODS,67.49,,13.1,39.78676896997815,52.400000000000006,100.0,56.87,FAIR_VALUE,1355.19,177.59,,,2024-12-31
GRINFRA,INFRASTRUCTURE,11.46,,13.88,89.77561671945399,55.52,100.0,78.12,CHEAP_QUALITY,1394.33,193.57,,,2024-09-30
GRMOVER,AGRICULTURE,10.03,,3.65,91.05143417941741,14.6,100.0,62.26,FAIR_VALUE,371.24,13.54,,,2024-12-31
GROBTEA,FMCG,2.18,,30.71,98.05504750858724,100.0,100.0,99.22,CHEAP_QUALITY,78.41,24.08,,,2024-12-31
GRPLTD,CHEMICALS,73.11,,2.61,34.77271713431771,10.44,100.0,38.09,MODERATE,263.91,6.89,,,2024-12-31
GRSE,DEFENCE,79.7,,8.08,28.893250657982783,32.32,100.0,44.49,MODERATE,2423.93,195.96,,,2024-12-31
GRWRHITECH,CAPITAL_GOODS,47.0,,15.19,58.067538029174294,60.760000000000005,100.0,67.53,FAIR_VALUE,1086.95,165.07,,,2024-12-31
GSFC,CHEMICALS,5.32,,11.32,95.2536021769193,45.28,100.0,76.21,CHEAP_QUALITY,2635.17,298.23,,,2024-09-30
GSLSU,REALTY,,,-22.62,50.0,0.0,100.0,40.0,MODERATE,46.06,-10.42,,,2024-12-31
GSPL,,14.3,,8.72,87.2418254003658,34.88,100.0,68.85,FAIR_VALUE,8699.11,758.6,,,2024-12-31
GSS,,98.38,,0.3,12.227327474684401,1.2,100.0,25.37,EXPENSIVE_OR_WEAK,33.64,0.1,,,2024-09-30
GTECJAINX,,,,-208.76,50.0,0.0,100.0,40.0,MODERATE,1.37,-2.86,,,2024-12-31
GTL,TELECOM,,,-26.87,50.0,0.0,100.0,40.0,MODERATE,120.92,-32.49,,,2024-12-31
GTLINFRA,FINANCIAL_SERVICES,,,-62.86,50.0,0.0,100.0,40.0,MODERATE,674.85,-424.2,,,2024-12-31
GTPL,MEDIA,13.99,,1.34,87.51840121336485,5.36,100.0,57.15,FAIR_VALUE,1742.83,23.37,,,2024-12-31
GUFICBIO,PHARMA,49.58,,9.97,55.765713520988534,39.88,100.0,58.26,FAIR_VALUE,411.97,41.07,,,2024-12-31
GUJALKALI,CHEMICALS,,,-1.09,50.0,0.0,100.0,40.0,MODERATE,1029.41,-11.23,,,2024-12-31
GUJAPOLLO,CHEMICALS,29.42,,44.33,73.75206316634697,100.0,100.0,89.5,CHEAP_QUALITY,16.06,7.12,,,2024-12-31
GUJGASLTD,ENERGY,21.25,,6.4,81.0411741089352,25.6,100.0,62.66,FAIR_VALUE,8281.16,529.73,,,2024-12-31
GUJRAFFIA,CHEMICALS,77.71,,1.3,30.66868894142839,5.2,100.0,34.35,EXPENSIVE_OR_WEAK,11.57,0.15,,,2024-12-31
GULFOILLUB,ENERGY,14.31,,10.41,87.23290359994647,41.64,100.0,71.55,FAIR_VALUE,1754.2,182.61,,,2024-12-31
GULFPETRO,,8.9,,4.41,92.0595976268011,17.64,100.0,63.88,FAIR_VALUE,260.99,11.52,,,2024-12-31
GULPOLY,AGRICULTURE,73.76,,0.76,34.19280010706161,3.04,100.0,34.89,EXPENSIVE_OR_WEAK,1050.24,7.97,,,2024-12-31
GVKPIL,,,,147.57,50.0,100.0,100.0,80.0,CHEAP_QUALITY,534.11,788.16,,,2024-12-31
GVPTECH,IT,,,-103.12,50.0,0.0,100.0,40.0,MODERATE,0.64,-0.66,,,2024-12-31
GVT&D,CAPITAL_GOODS,220.4,,13.17,0.0,52.68000000000001,100.0,41.07,MODERATE,2181.42,287.3,,,2024-12-31
HAL,DEFENCE,49.65,,22.81,55.70326091805327,91.24,100.0,78.78,CHEAP_QUALITY,12933.6,2950.28,,,2024-12-31
HAPPSTMNDS,IT,38.27,,8.95,65.85626979524469,35.8,100.0,60.66,FAIR_VALUE,747.88,66.96,,,2024-12-31
HAPPYFORGE,CAPITAL_GOODS,53.31,,19.0,52.437881964580455,76.0,100.0,71.38,FAIR_VALUE,715.46,135.92,,,2024-12-31
HARDWYN,REALTY,75.16,,8.6,32.94374804835617,34.4,100.0,46.94,MODERATE,46.39,3.99,,,2024-12-31
HARIOMPIPE,METAL,22.78,,4.39,79.67613864477852,17.56,100.0,58.89,FAIR_VALUE,614.17,26.98,,,2024-12-31
HARRMALAYA,CHEMICALS,12.04,,5.48,89.25815229513316,21.92,100.0,64.47,FAIR_VALUE,279.54,15.31,,,2024-12-31
HARSHA,CAPITAL_GOODS,34.35,,8.05,69.35361555961993,32.2,100.0,60.62,FAIR_VALUE,691.52,55.65,,,2024-12-31
HATHWAY,MEDIA,19.11,,16.08,82.95043939867065,64.32,100.0,78.91,CHEAP_QUALITY,301.58,48.48,,,2024-12-31
HATSUN,FMCG,97.16,,2.58,13.315787125842004,10.32,100.0,29.45,EXPENSIVE_OR_WEAK,4081.85,105.26,,,2024-12-31
HAVELLS,CAPITAL_GOODS,66.64,,5.79,40.54512200562074,23.16,100.0,45.48,MODERATE,9428.29,545.73,,,2024-12-31
HAVISHA,FINANCIAL_SERVICES,,,-8.14,50.0,0.0,100.0,40.0,MODERATE,8.48,-0.69,,,2024-12-31
HBLENGINE,CAPITAL_GOODS,87.91,,14.34,21.568452513717272,57.36,100.0,51.57,MODERATE,450.56,64.61,,,2024-12-31
HBLPOWER,,56.46,,15.47,49.627514832493205,61.88,100.0,64.6,FAIR_VALUE,520.48,80.5,,,2024-09-30
HBSL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,-2.36,-11.31,,,2024-12-31
HCC,INFRASTRUCTURE,,,1.04,50.0,4.16,100.0,41.66,MODERATE,2413.72,25.01,,,2024-12-31
HCG,HEALTHCARE,170.95,,2.56,0.0,10.24,100.0,24.1,EXPENSIVE_OR_WEAK,1111.09,28.43,,,2024-12-31
HCL-INSYS,IT,,,-115.46,50.0,0.0,100.0,40.0,MODERATE,6.79,-7.84,,,2024-09-30
HCLTECH,IT,21.54,,26.04,80.78244189677477,100.0,100.0,92.31,CHEAP_QUALITY,25889.0,6742.0,,,2024-12-31
HDFCAMC,FINANCIAL_SERVICES,23.27,,66.85,79.23897042423161,100.0,100.0,91.7,CHEAP_QUALITY,1821.84,1217.97,,,2024-12-31
HEADSUP,TEXTILES,14.48,,371.43,87.08123299281795,100.0,100.0,94.83,CHEAP_QUALITY,0.14,0.52,,,2024-12-31
HECPROJECT,INFRASTRUCTURE,24.18,,5.59,78.42708658607307,22.36,100.0,60.31,FAIR_VALUE,47.58,2.66,,,2024-12-31
HEG,CAPITAL_GOODS,30.1,,15.84,73.1453807378329,63.35999999999999,100.0,74.6,FAIR_VALUE,1045.99,165.68,,,2024-12-31
HEIDELBERG,CEMENT,105.13,,1.63,6.205112191640283,6.52,100.0,25.09,EXPENSIVE_OR_WEAK,1004.23,16.4,,,2024-12-31
HEMIPROP,REALTY,,,-927.66,50.0,0.0,100.0,40.0,MODERATE,0.47,-4.36,,,2024-12-31
HERANBA,CHEMICALS,,,3.5,50.0,14.000000000000002,100.0,45.6,MODERATE,778.71,27.29,,,2024-12-31
HERCULES,,15.23,,,86.4120979613686,100.0,100.0,94.56,CHEAP_QUALITY,,16.8,,,2024-12-31
HERITGFOOD,FMCG,16.61,,4.46,85.18088950350182,17.84,100.0,61.21,FAIR_VALUE,2053.46,91.68,,,2024-12-31
HEROMOTOCO,AUTO,22.53,,10.17,79.89918365526162,40.68,100.0,68.23,FAIR_VALUE,10482.93,1066.47,,,2024-09-30
HESTERBIO,PHARMA,66.85,,10.11,40.35776419681493,40.44,100.0,52.32,MODERATE,136.33,13.78,,,2024-12-31
HEUBACHIND,,13.36,,8.26,88.08047463978231,33.04,100.0,68.45,FAIR_VALUE,431.4,35.63,,,2024-12-31
HEXATRADEX,FINANCIAL_SERVICES,,,-1489.22,50.0,0.0,100.0,40.0,MODERATE,3.06,-45.57,,,2024-09-30
HEXT,IT,24.52,,10.17,78.12374537181603,40.68,100.0,67.52,FAIR_VALUE,3154.4,320.7,,,2024-12-31
HFCL,TELECOM,103.8,,6.93,7.391711647410459,27.72,100.0,34.04,EXPENSIVE_OR_WEAK,2105.56,145.91,,,2024-12-31
HGINFRA,INFRASTRUCTURE,8.08,,9.1,92.7911852611857,36.4,100.0,71.68,FAIR_VALUE,1264.84,115.12,,,2024-12-31
HGS,IT,,,-2.75,50.0,0.0,100.0,40.0,MODERATE,2151.2,-59.11,,,2024-12-31
HIKAL,PHARMA,39.82,,3.84,64.47339073024936,15.36,100.0,51.93,MODERATE,447.7,17.2,,,2024-12-31
HIL,,,,-4.41,50.0,0.0,100.0,40.0,MODERATE,805.25,-35.48,,,2024-12-31
HILTON,,23.36,,1.29,79.1586742204577,5.16,100.0,53.73,MODERATE,84.04,1.08,,,2024-12-31
HIMATSEIDE,TEXTILES,13.24,,3.14,88.1875362448142,12.560000000000002,100.0,60.3,FAIR_VALUE,1385.83,43.54,,,2024-12-31
HINDALCO,METAL,31.66,,7.29,71.75357987241826,29.160000000000004,100.0,60.37,FAIR_VALUE,46038.0,3354.0,,,2024-12-31
HINDCOMPOS,AUTO,15.32,,12.76,86.33180175759469,51.04,100.0,74.95,FAIR_VALUE,158.78,20.26,,,2024-12-31
HINDCON,,23.06,,6.94,79.42632823303744,27.76,100.0,62.87,FAIR_VALUE,28.23,1.96,,,2024-12-31
HINDCOPPER,METAL,147.28,,19.45,0.0,77.8,100.0,51.12,MODERATE,845.96,164.54,,,2024-12-31
HINDMOTORS,,26.06,,594.2,76.74978810724005,100.0,100.0,90.7,CHEAP_QUALITY,1.38,8.2,,,2024-12-31
HINDNATGLS,,,,0.63,50.0,2.52,100.0,41.01,MODERATE,851.8,5.4,,,2024-12-31
HINDOILEXP,ENERGY,19.63,,22.43,82.48650577686577,89.72,100.0,88.88,CHEAP_QUALITY,241.32,54.13,,,2024-12-31
HINDPETRO,CHEMICALS,15.63,,1.18,86.05522594459562,4.72,100.0,56.31,FAIR_VALUE,227306.34,2686.32,,,2024-12-31
HINDUNILVR,FMCG,44.34,,18.16,60.440736940714636,72.64,100.0,73.23,FAIR_VALUE,30916.0,5613.0,,,2024-12-31
HINDWAREAP,REALTY,,,-2.72,50.0,0.0,100.0,40.0,MODERATE,1224.06,-33.28,,,2024-12-31
HINDZINC,METAL,22.79,,29.44,79.66721684435919,100.0,100.0,91.87,CHEAP_QUALITY,16798.0,4945.0,,,2024-12-31
HIRECT,CAPITAL_GOODS,49.62,,5.93,55.73002631931124,23.72,100.0,51.78,MODERATE,168.94,10.01,,,2024-12-31
HISARMETAL,METAL,21.41,,1.59,80.898425302226,6.36,100.0,54.9,MODERATE,121.95,1.94,,,2024-12-31
HITECH,METAL,20.37,,2.52,81.82629254583576,10.08,100.0,56.76,FAIR_VALUE,761.02,19.15,,,2024-12-31
HITECHCORP,,56.91,,1.5,49.226033813623594,6.0,100.0,42.09,MODERATE,269.51,4.04,,,2024-12-31
HITECHGEAR,,53.28,,3.72,52.464647365838424,14.88,100.0,46.94,MODERATE,441.53,16.41,,,2024-12-31
HLEGLAS,CAPITAL_GOODS,63.34,,4.45,43.48931614399786,17.8,100.0,44.52,MODERATE,231.03,10.28,,,2024-12-31
HLVLTD,HOSPITALITY,17.94,,13.61,83.99429004773164,54.44,100.0,75.37,CHEAP_QUALITY,101.1,13.76,,,2024-12-31
HMAAGRO,AGRICULTURE,13.37,,1.46,88.071552839363,5.84,100.0,57.56,FAIR_VALUE,1454.98,21.18,,,2024-12-31
HMT,,,,-110.72,50.0,0.0,100.0,40.0,MODERATE,70.78,-78.37,,,2024-12-31
HMVL,MEDIA,9.99,,8.62,91.0871213810947,34.48,100.0,70.23,FAIR_VALUE,369.46,31.86,,,2024-12-31
HNDFDS,FMCG,57.63,,4.05,48.58366418343222,16.2,100.0,45.91,MODERATE,1396.47,56.62,,,2024-12-31
HOMEFIRST,FINANCIAL_SERVICES,26.84,,24.34,76.05388767453272,97.36,100.0,89.37,CHEAP_QUALITY,778.86,189.61,,,2024-12-31
HONASA,FMCG,999.54,,0.76,0.0,3.04,100.0,21.22,EXPENSIVE_OR_WEAK,979.33,7.45,,,2024-12-31
HONAUT,CAPITAL_GOODS,71.07,,11.69,36.59276441985993,46.76,100.0,53.34,MODERATE,2114.68,247.15,,,2024-12-31
HONDAPOWER,CAPITAL_GOODS,40.03,,7.24,64.28603292144355,28.96,100.0,57.3,FAIR_VALUE,381.38,27.63,,,2024-12-31
HOVS,,20.02,,18.63,82.13855556051212,74.52,100.0,82.66,CHEAP_QUALITY,11.38,2.12,,,2024-12-31
HPAL,CHEMICALS,19.21,,6.67,82.8612213944774,26.68,100.0,63.82,FAIR_VALUE,125.6,8.38,,,2024-12-31
HPIL,CHEMICALS,75.78,,2.36,32.39059642235803,9.44,100.0,36.73,MODERATE,40.76,0.96,,,2024-12-31
HPL,CAPITAL_GOODS,29.28,,4.87,73.8769683722175,19.48,100.0,57.34,FAIR_VALUE,814.8,39.67,,,2024-12-31
HSCL,CHEMICALS,60.12,,12.16,46.36213587902039,48.64,100.0,58.0,FAIR_VALUE,2277.58,276.85,,,2024-12-31
HTMEDIA,MEDIA,,,-1.05,50.0,0.0,100.0,40.0,MODERATE,913.55,-9.57,,,2024-12-31
HUBTOWN,REALTY,22.18,,19.41,80.21144666993798,77.64,100.0,83.14,CHEAP_QUALITY,98.94,19.2,,,2024-09-30
HUDCO,REALTY,13.97,,26.63,87.5362448142035,100.0,100.0,95.01,CHEAP_QUALITY,2760.23,735.03,,,2024-12-31
HUHTAMAKI,CHEMICALS,31.78,,1.84,71.64651826738636,7.359999999999999,100.0,51.6,MODERATE,1271.61,23.4,,,2024-12-31
HYBRIDFIN,,23.1,,46.25,79.39064103136013,100.0,100.0,91.76,CHEAP_QUALITY,3.07,1.42,,,2024-12-31
HYUNDAI,AUTO,31.43,,7.43,71.95878128206272,29.719999999999995,100.0,60.67,FAIR_VALUE,33117.7,2461.88,,,2024-12-31
ICDSLTD,FINANCIAL_SERVICES,,,-12.5,50.0,0.0,100.0,40.0,MODERATE,1.04,-0.13,,,2024-12-31
ICEMAKE,CAPITAL_GOODS,80.84,,3.55,27.876165410179777,14.2,100.0,36.83,MODERATE,213.94,7.6,,,2024-12-31
ICICIBANK,BANKING,18.15,,24.3,83.80693223892581,97.2,100.0,92.4,CHEAP_QUALITY,223089.78,54207.7,,,2026-03-31
ICIL,TEXTILES,27.64,,7.18,75.34014364098675,28.720000000000002,100.0,61.62,FAIR_VALUE,2187.4,157.01,,,2024-12-31
ICRA,FINANCIAL_SERVICES,31.93,,32.12,71.51269126109649,100.0,100.0,88.61,CHEAP_QUALITY,246.99,79.33,,,2024-12-31
IDEA,TELECOM,,,-62.52,50.0,0.0,100.0,40.0,MODERATE,22049.5,-13785.2,,,2024-12-31
IDEAFORGE,,,,-69.0,50.0,0.0,100.0,40.0,MODERATE,54.71,-37.75,,,2024-12-31
IEL,,,,-53.09,50.0,0.0,100.0,40.0,MODERATE,26.56,-14.1,,,2024-12-31
IEX,FINANCIAL_SERVICES,25.73,,79.43,77.04420752107775,100.0,100.0,90.82,CHEAP_QUALITY,271.45,215.62,,,2024-12-31
IFBAGRO,,33.88,,1.66,69.77294017932817,6.64,100.0,50.57,MODERATE,803.96,13.37,,,2024-12-31
IFBIND,FMCG,41.97,,2.45,62.55520364009457,9.8,100.0,48.94,MODERATE,1269.52,31.09,,,2024-12-31
IFCI,FINANCIAL_SERVICES,,,16.39,50.0,65.56,100.0,66.22,FAIR_VALUE,1074.69,176.15,,,2024-12-31
IFGLEXPOR,CAPITAL_GOODS,,,1.25,50.0,5.0,100.0,42.0,MODERATE,789.96,9.9,,,2024-12-31
IGARASHI,AUTO,55.8,,3.03,50.216353660168636,12.12,100.0,44.93,MODERATE,426.88,12.95,,,2024-12-31
IGIL,FMCG,31.04,,42.94,72.30673149841638,100.0,100.0,88.92,CHEAP_QUALITY,265.0,113.78,,,2024-12-31
IGL,ENERGY,6.34,,11.11,94.3435785341482,44.44,100.0,75.51,CHEAP_QUALITY,4088.4,454.17,,,2024-09-30
IGPL,CHEMICALS,13.42,,4.49,88.02694383726636,17.96,100.0,62.39,FAIR_VALUE,582.96,26.17,,,2024-09-30
IIFL,FINANCIAL_SERVICES,,,-0.23,50.0,0.0,100.0,40.0,MODERATE,5014.48,-11.36,,,2024-12-31
IIFLCAPS,FINANCIAL_SERVICES,13.23,,33.85,88.19645804523353,100.0,100.0,95.28,CHEAP_QUALITY,582.59,197.23,,,2024-12-31
IIFLSEC,,12.43,,31.82,88.9102020787795,100.0,100.0,95.56,CHEAP_QUALITY,645.37,205.34,,,2024-09-30
IITL,FINANCIAL_SERVICES,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,-4.19,-5.51,,,2024-12-31
IKIO,CHEMICALS,28.3,,8.4,74.75130481331132,33.6,100.0,63.34,FAIR_VALUE,246.55,20.72,,,2024-12-31
IKS,IT,53.83,,19.73,51.97394834277558,78.92,100.0,72.36,FAIR_VALUE,657.16,129.68,,,2024-12-31
IL&FSENGG,,,,-6.88,50.0,0.0,100.0,40.0,MODERATE,133.8,-9.21,,,2024-12-31
IMAGICAA,HOSPITALITY,202.96,,3.51,0.0,14.04,100.0,25.62,EXPENSIVE_OR_WEAK,91.86,3.22,,,2024-12-31
IMFA,METAL,13.66,,18.1,87.81282062720257,72.4,100.0,84.09,CHEAP_QUALITY,691.92,125.21,,,2024-09-30
IMPAL,AUTO,17.79,,9.71,84.1281170540215,38.84,100.0,69.19,FAIR_VALUE,398.21,38.67,,,2024-12-31
IMPEXFERRO,,,,-83.61,50.0,0.0,100.0,40.0,MODERATE,24.47,-20.46,,,2024-03-31
INCREDIBLE,METAL,15.05,,1.47,86.57269036891645,5.88,100.0,56.98,FAIR_VALUE,343.04,5.03,,,2024-12-31
INDBANK,FINANCIAL_SERVICES,16.8,,32.49,85.01137529553463,100.0,100.0,94.0,CHEAP_QUALITY,13.76,4.47,,,2024-12-31
INDGN,HEALTHCARE,28.62,,15.23,74.46580719989294,60.919999999999995,100.0,74.15,FAIR_VALUE,720.4,109.7,,,2024-12-31
INDHOTEL,HOSPITALITY,70.11,,28.83,37.4492572601151,100.0,100.0,74.98,FAIR_VALUE,2508.94,723.23,,,2024-12-31
INDIACEM,CEMENT,,,-10.99,50.0,0.0,100.0,40.0,MODERATE,1972.61,-216.83,,,2024-12-31
INDIAGLYCO,FMCG,13.44,,2.34,88.00910023642771,9.36,100.0,58.95,FAIR_VALUE,2424.01,56.81,,,2024-12-31
INDIAMART,RETAIL,21.14,,38.86,81.13931391354777,100.0,100.0,92.46,CHEAP_QUALITY,347.7,135.1,,,2024-09-30
INDIANCARD,TEXTILES,4.22,,69.55,96.235000223045,100.0,100.0,98.49,CHEAP_QUALITY,11.23,7.81,,,2024-09-30
INDIANHUME,CAPITAL_GOODS,31.35,,3.76,72.03015568541731,15.039999999999997,100.0,54.83,MODERATE,734.99,27.63,,,2024-12-31
INDIASHLTR,FINANCIAL_SERVICES,22.22,,31.73,80.1757594682607,100.0,100.0,92.07,CHEAP_QUALITY,586.81,186.21,,,2024-12-31
INDIGO,AVIATION,21.18,,11.08,81.10362671187046,44.32,100.0,70.17,FAIR_VALUE,22110.7,2448.8,,,2024-12-31
INDIGOPNTS,CHEMICALS,41.42,,9.05,63.04590266315743,36.2,100.0,59.7,FAIR_VALUE,642.15,58.11,,,2024-12-31
INDLMETER,,,,-343.1,50.0,0.0,100.0,40.0,MODERATE,1.16,-3.98,,,2024-12-31
INDNIPPON,CAPITAL_GOODS,30.49,,8.74,72.79743052147924,34.96,100.0,63.1,FAIR_VALUE,424.52,37.12,,,2024-12-31
INDOAMIN,,20.44,,4.75,81.76383994290047,19.0,100.0,60.31,FAIR_VALUE,528.08,25.11,,,2024-12-31
INDOBORAX,CHEMICALS,33.27,,24.21,70.31717000490698,96.84,100.0,86.86,CHEAP_QUALITY,75.38,18.25,,,2024-12-31
INDOCO,PHARMA,,,-6.92,50.0,0.0,100.0,40.0,MODERATE,410.55,-28.4,,,2024-12-31
INDOFARM,AUTO,37.97,,4.16,66.12392380782443,16.64,100.0,53.11,MODERATE,182.26,7.58,,,2024-12-31
INDORAMA,TEXTILES,,,-1.44,50.0,0.0,100.0,40.0,MODERATE,2116.16,-30.49,,,2024-12-31
INDOSOLAR,,0.18,,15.1,99.83940759245216,60.4,100.0,84.1,CHEAP_QUALITY,130.57,19.72,,,2024-12-31
INDOSTAR,FINANCIAL_SERVICES,74.94,,7.43,33.14002765758131,29.719999999999995,100.0,45.14,MODERATE,373.23,27.72,,,2024-12-31
INDOTECH,,35.45,,11.43,68.37221751349422,45.72,100.0,65.64,FAIR_VALUE,323.57,36.99,,,2024-12-31
INDOTHAI,FINANCIAL_SERVICES,12.5,,48.71,88.84774947584422,100.0,100.0,95.54,CHEAP_QUALITY,9.32,4.54,,,2024-09-30
INDOUS,PHARMA,10.14,,19.67,90.95329437480484,78.68,100.0,87.85,CHEAP_QUALITY,22.17,4.36,,,2024-09-30
INDOWIND,,7.92,,33.06,92.9339340678949,100.0,100.0,97.17,CHEAP_QUALITY,13.34,4.41,,,2024-09-30
INDRAMEDCO,HEALTHCARE,23.64,,11.15,78.9088638087166,44.6,100.0,69.4,FAIR_VALUE,674.75,75.21,,,2024-12-31
INDSWFTLAB,PHARMA,,,0.12,50.0,0.48,100.0,40.19,MODERATE,8.66,0.01,,,2024-12-31
INDSWFTLTD,,,,-0.54,50.0,0.0,100.0,40.0,MODERATE,256.48,-1.39,,,2024-12-31
INDTERRAIN,TEXTILES,,,-13.8,50.0,0.0,100.0,40.0,MODERATE,182.71,-25.22,,,2024-12-31
INDUSFILA,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.53,,,2024-12-31
INDUSTOWER,TELECOM,8.29,,41.48,92.60382745237989,100.0,100.0,97.04,CHEAP_QUALITY,15012.7,6226.7,,,2024-12-31
INFIBEAM,,21.15,,5.36,81.13039211312844,21.44,100.0,61.03,FAIR_VALUE,2087.0,111.87,,,2024-12-31
INFOBEAN,IT,9.74,,10.13,91.31016639157782,40.52,100.0,72.73,FAIR_VALUE,194.6,19.72,,,2024-12-31
INFOMEDIA,MEDIA,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-1.76,,,2024-12-31
INFY,IT,15.22,,16.33,86.42101976178793,65.32,100.0,80.7,CHEAP_QUALITY,41764.0,6822.0,,,2024-12-31
INGERRAND,CAPITAL_GOODS,51.48,,19.51,54.07057144131686,78.04,100.0,72.84,FAIR_VALUE,707.42,138.01,,,2024-12-31
INNOVACAP,PHARMA,40.49,,10.91,63.875630102154624,43.64,100.0,63.01,FAIR_VALUE,634.66,69.21,,,2024-12-31
INNOVANA,IT,14.14,,40.94,87.38457420707499,100.0,100.0,94.95,CHEAP_QUALITY,28.92,11.84,,,2024-12-31
INOXGREEN,POWER,292.06,,10.98,0.0,43.92,100.0,37.57,MODERATE,55.18,6.06,,,2024-09-30
INOXINDIA,CAPITAL_GOODS,82.42,,16.85,26.466520943926486,67.4,100.0,57.55,FAIR_VALUE,640.19,107.88,,,2024-12-31
INOXWIND,CAPITAL_GOODS,31.73,,12.32,71.69112726948299,49.28,100.0,68.39,FAIR_VALUE,732.24,90.2,,,2024-09-30
INSECTICID,CHEMICALS,12.2,,8.01,89.11540348842396,32.04,100.0,68.46,FAIR_VALUE,984.8,78.86,,,2024-12-31
INSPIRISYS,,15.31,,10.37,86.340723558014,41.48,100.0,71.13,FAIR_VALUE,163.66,16.97,,,2024-12-31
INTELLECT,IT,40.31,,10.56,64.03622250970245,42.24,100.0,62.51,FAIR_VALUE,1167.76,123.27,,,2024-12-31
INTENTECH,IT,11.61,,11.97,89.64178971316412,47.88,100.0,75.01,CHEAP_QUALITY,41.85,5.01,,,2024-09-30
INTERARCH,INFRASTRUCTURE,32.85,,7.11,70.69188562251863,28.439999999999998,100.0,59.65,FAIR_VALUE,686.89,48.87,,,2024-12-31
INTLCONV,CAPITAL_GOODS,5.4,,82.33,95.1822277735647,100.0,100.0,98.07,CHEAP_QUALITY,56.86,46.81,,,2024-12-31
INVENTURE,FINANCIAL_SERVICES,,,-6.21,50.0,0.0,100.0,40.0,MODERATE,26.39,-1.64,,,2024-12-31
IOC,CHEMICALS,,,-0.23,50.0,0.0,100.0,40.0,MODERATE,198615.8,-448.78,,,2024-09-30
IOLCP,PHARMA,11.14,,3.64,90.06111433287238,14.56,100.0,61.85,FAIR_VALUE,525.75,19.15,,,2024-09-30
