symbol,sector,as_of_date,bull_run_score,label,label_enc,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
JINDALSTEL,METAL,2026-08-17,49.98,WATCHLIST,3,63.4,39.98,50.0,50.0,0.9,8.57,-9.41,14.22,0.707,8.77,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,3.0,0.6269,0.092,0.1913,62.69,9.2,19.13,7.0,1.0,0.0,0.0,,,1382.0,8.0,6.0,0.688,0.0,0.0,0.0,44.66,1.0,,,0.0,0.0,48.06,18.81,7.6,6.5,3.421979920844684,7.89,2.0,,,-0.83,0.0,1.0,26.05,2.0,-6.8068,1.0,0.0801,15.49,35.95,1.0,33.0,0.71,11.34,42.1,0.0,0.18,0.04,1.0,,50.0,1.0,-35.4,4.0,2.0,3.0,0.0
TORNTPHARM,PHARMA,2026-08-17,49.97,WATCHLIST,3,58.83,34.05,50.0,44.44,0.9,-1.76,11.22,35.93,0.512,0.26,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,3.0,0.6831,0.1618,0.0906,68.31,16.18,9.06,7.0,2.0,0.0,0.0,1.0,,790.0,4.0,5.0,0.5,0.0,0.0,0.0,49.83,1.0,,,,,,33.71,8.32,8.1,4.4275973362163406,19.64,2.0,,,14.76,2.0,1.0,62.4,1.0,11.4927,2.0,0.9283,7.58,21.7,0.0,56.6,0.57,1.01,62.6,0.0,0.05,-0.08,1.0,,58.0,2.0,-24.8,35.0,33.0,2.0,1.0
KOHINOOR,AGRICULTURE,2026-08-17,49.94,WATCHLIST,3,74.5,40.11,50.0,50.0,0.9,15.08,13.81,-19.31,4.282,10.55,-16.75,2.0,5042.53,17375.36,53827.27,-44888.44,-161165.73,-514862.89,-36.54,-14.25,37.62,-37.45,13.18,2,0.0,0.3767,0.0003,0.0,37.67,0.03,0.0,,,,,,,205.0,1.0,3.0,0.4,0.0,0.0,0.0,37.53,1.0,,,0.0,0.0,48.06,-9.54,-20.0,-20.0,,-0.38,1.0,,,10.02,1.0,,51.11,1.0,0.0385,1.0,0.5755,13.63,13.21,0.0,37.8,4.24,17.85,46.5,0.0,-0.08,0.0,1.0,,50.0,1.0,23.8,18.0,21.0,5.0,1.0
SANDHAR,HOSPITALITY,2026-08-17,49.92,WATCHLIST,3,74.37,39.46,50.0,38.89,0.9,2.65,24.41,46.87,0.4,4.87,-16.86,2.0,34729.76,142069.25,387894.97,-306800.24,-1281516.62,-3725060.72,-28.46,22.29,37.62,-37.45,13.18,2,0.0,0.7038,0.0076,0.1739,70.38,0.76,17.39,,1.0,0.0,0.0,0.5,,485.0,3.0,5.0,0.533,0.0,0.0,0.0,39.69,1.0,,,,,,10.22,12.12,17.01,3.6125382208572137,3.08,1.0,,,12.43,1.0,,61.01,1.0,-7.8302,1.0,0.7431,8.64,34.36,1.0,55.1,0.4,5.42,39.9,0.0,-0.4,1.51,3.0,,53.0,1.0,-15.7,43.0,48.0,5.0,0.0
IOLCP,PHARMA,2026-08-17,49.9,WATCHLIST,3,67.54,34.05,50.0,38.89,0.9,-1.7,52.24,75.61,0.597,0.32,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,0.0,0.5748,0.0172,0.0002,62.28,4.87,0.43,,1.0,0.0,0.0,0.5,,570.0,4.0,4.0,0.643,0.0,0.0,0.0,49.83,1.0,,,,,,9.73,6.81,-0.45,2.4965057856313524,3.64,2.0,,,58.16,1.0,,69.05,1.0,0.2961,2.0,1.1864,14.62,40.04,1.0,40.1,0.67,1.07,40.3,4.8,3.15,0.41,7.0,,70.0,2.0,-24.8,43.0,53.0,4.0,1.0
AKCAPIT,FINANCIAL_SERVICES,2026-08-17,49.9,WATCHLIST,3,52.06,38.17,50.0,50.0,0.9,-1.34,9.89,,0.683,0.0,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,,,,,,,,,,,,,,,,,,,,41.51,1.0,,,,,,,,,,,,,,,1.0,,59.95,1.0,0.4558,1.0,0.7689,7.32,32.07,1.0,48.9,0.74,1.43,74.6,,,,,,,,,10.0,21.0,4.0,0.0
SEIL,HEALTHCARE,2026-08-17,49.88,WATCHLIST,3,58.31,40.84,50.0,50.0,0.9,3.15,2.91,,0.85,2.37,3.63,2.0,57701.01,133978.67,357991.56,-511071.14,-1235115.83,-3465063.98,-19.95,16.25,37.62,-37.45,13.18,2,1.0,,,,,,,,,,,,,,,,,,,,49.83,1.0,,,,,,,,,,,,,,,1.0,,60.08,1.0,1.2574,2.0,0.817,24.94,18.9,0.0,67.5,0.87,5.92,64.7,,,,,,,,-24.8,10.0,21.0,4.0,0.0
MMWL,OTHER,2026-08-17,49.88,WATCHLIST,3,48.98,42.21,50.0,50.0,0.9,,3.33,,0.428,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,20.9,0.17,,81.9,,,,,,,,,,,,
AUTOBEES,OTHER,2026-08-17,49.87,WATCHLIST,3,77.87,42.21,50.0,50.0,0.9,9.78,13.23,16.52,0.574,7.95,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.84,1.0,-0.0078,0.0,0.585,5.87,10.66,0.0,30.9,,,,,,,,,,,,,,,
RICOAUTO,AUTO,2026-08-17,49.87,WATCHLIST,3,76.04,37.52,47.09,38.89,0.9,5.53,16.74,50.78,0.534,3.27,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.5034,0.0214,0.0009,50.34,2.14,0.09,,1.0,0.0,0.0,0.5,0.0,485.0,4.0,4.0,0.8,0.0,0.0,0.0,50.03,1.0,,,,,49.46,8.57,7.27,8.02,5.491867315015168,0.33,1.0,,,8.38,1.0,,53.68,1.0,-0.9077,0.0,0.5193,24.76,31.36,1.0,55.3,0.55,8.3,31.9,0.0,0.13,0.09,1.0,,50.0,1.0,-24.8,18.0,3.0,2.0,0.0
GREENLAM,INFRASTRUCTURE,2026-08-17,49.86,WATCHLIST,3,61.02,40.08,50.0,38.89,0.9,0.96,8.4,8.48,0.167,5.36,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,0.0,0.5098,0.0178,0.1397,50.98,1.78,13.97,,1.0,0.0,0.0,0.5,,965.0,9.0,5.0,0.737,0.0,0.0,0.0,44.77,1.0,,,,,,11.88,8.62,17.86,3.5240048109237025,4.45,2.0,,,4.84,1.0,,62.85,1.0,0.5468,1.0,0.7288,19.01,32.7,1.0,26.7,0.15,3.73,52.0,0.0,0.04,-0.51,1.0,,50.0,1.0,-35.4,16.0,36.0,4.0,0.0
CARTRADE,RETAIL,2026-08-17,49.85,WATCHLIST,3,64.14,39.26,50.0,50.0,0.9,-0.56,53.27,17.38,0.156,0.47,-15.36,2.0,91411.65,367381.64,963951.85,-807499.57,-3404793.37,-9519794.68,-19.88,38.82,37.62,-37.45,13.18,2,1.0,0.0,0.6014,0.1207,0.0,60.14000000000001,12.07,3.0,,,,,,430.0,2.0,4.0,0.583,0.0,0.0,0.0,45.05,1.0,,,0.0,0.0,47.51,37.91,8.18,28.7,4.508879525669805,23.08,2.0,,,19.19,1.0,,74.21,0.0,17.3137,1.0,0.785,47.88,57.28,1.0,39.3,0.15,2.21,43.9,0.0,-4.45,2.09,2.0,,44.0,1.0,23.8,50.0,32.0,2.0,0.0
INDIGO,AVIATION,2026-08-17,49.84,WATCHLIST,3,55.41,43.39,50.0,50.0,0.9,0.19,22.26,-12.8,0.399,0.0,-12.38,2.0,3167.39,27516.95,103801.54,-27954.27,-279930.12,-1026901.46,-27.12,-20.65,37.62,-37.45,13.18,2,3.0,0.4157,0.2164,0.3118,41.57,21.64,31.180000000000003,5.0,,,,,,1070.0,5.0,7.0,0.679,0.0,0.0,0.0,44.66,1.0,0.0,,,,50.0,27.41,15.7,63.4,3.099190981922221,11.08,2.0,,,8.42,1.0,1.0,72.16,0.0,50.0,1.0,0.9112,27.23,38.53,1.0,42.2,0.4,2.96,45.7,-0.01,-3.35,3.05,2.0,,44.0,1.0,19.4,34.0,39.0,4.0,0.0
ASTRAL,CAPITAL_GOODS,2026-08-17,49.82,WATCHLIST,3,69.26,37.1,50.0,38.89,0.9,11.71,-0.81,10.66,0.345,14.15,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,2.0,0.5422,0.145,0.2129,54.22,14.499999999999998,21.29,6.0,1.0,0.0,0.0,0.5,,720.0,5.0,5.0,0.571,0.0,0.0,0.0,49.88,1.0,,,0.0,0.0,48.06,18.13,16.74,15.86,4.393831680123644,8.0,1.0,,,2.02,1.0,1.0,26.32,2.0,-19.2671,0.0,-0.2562,15.5,17.03,0.0,58.4,0.33,14.48,37.8,0.0,-0.71,1.75,2.0,,44.0,1.0,-35.4,-5.0,0.0,0.0,1.0
ASAHIINDIA,AUTO,2026-08-17,49.79,WATCHLIST,3,69.2,37.52,50.0,38.89,0.9,3.71,13.61,6.61,1.234,1.45,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.5157,0.0485,0.0536,51.57000000000001,4.8500000000000005,5.36,3.0,1.0,0.0,0.0,0.5,,330.0,2.0,4.0,0.667,0.0,0.0,0.0,50.03,1.0,,,,,,19.71,11.27,14.22,3.9594789465844413,8.72,2.0,,,2.33,1.0,,45.85,1.0,-4.206,0.0,0.1644,8.73,18.82,0.0,48.2,1.16,6.48,45.8,0.0,-0.03,0.1,1.0,,50.0,1.0,-24.8,83.0,90.0,5.0,1.0
SYNCOMF,PHARMA,2026-08-17,49.78,WATCHLIST,3,73.79,34.05,50.0,50.0,0.9,11.09,10.29,,0.786,13.11,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,1.0,0.5057,0.0021,0.0,50.57000000000001,0.21,0.0,,,,,,,615.0,3.0,6.0,0.882,0.0,0.0,0.0,49.83,1.0,,,,,,14.72,16.24,65.3,3.3484995926617063,10.49,2.0,,,10.53,1.0,,51.2,1.0,-0.038,1.0,0.5268,8.38,10.88,0.0,33.9,0.73,13.86,34.1,0.0,-0.05,0.0,1.0,,50.0,1.0,-24.8,20.0,20.0,4.0,1.0
VLSFINANCE,FINANCIAL_SERVICES,2026-08-17,49.77,WATCHLIST,3,66.21,38.17,50.0,72.22,0.9,2.03,7.59,12.77,1.107,3.37,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,52.02,1.99,0.04,56.38,1.4,0.09,,1.0,1.0,0.0,3.5,,360.0,2.0,3.0,0.667,0.0,0.0,0.0,41.51,1.0,,,,,,80.0,11.85,23.88,1.682688374173693,64.54,3.0,,,0.24,2.0,,65.46,1.0,2.7251,1.0,0.9433,17.77,28.41,1.0,39.3,1.19,4.8,54.3,4.36,0.1,-0.23,6.0,,62.0,2.0,,10.0,0.0,0.0,1.0
SBIN,BANKING,2026-08-17,49.75,WATCHLIST,3,69.7,38.23,50.0,38.89,0.9,2.91,10.17,31.36,0.631,3.24,-13.68,2.0,144881.75,677784.91,2222631.52,-1279730.35,-6531305.0,-22016841.66,-47.74,-7.92,37.62,-37.45,13.18,2,3.0,0.5552,0.1141,0.2624,55.52,11.41,26.24,8.0,1.0,0.0,0.0,0.5,,1297.0,8.0,7.0,0.513,0.0,0.0,0.0,44.66,1.0,,,0.0,0.0,48.06,,,,,,,,,2.25,1.0,1.0,54.65,1.0,3.1369,1.0,0.6446,10.25,15.38,0.0,50.6,0.64,5.68,51.0,0.02,1.07,-0.93,2.0,,52.0,1.0,100.0,77.0,59.0,4.0,0.0
EVIETF,OTHER,2026-08-17,49.75,WATCHLIST,3,77.34,42.21,50.0,50.0,0.9,8.58,14.43,13.18,0.767,6.75,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,1.0,-0.0175,0.0,0.6167,5.75,25.93,1.0,27.5,,,,,,,,,,,,,,,
ICIL,TEXTILES,2026-08-17,49.74,WATCHLIST,3,66.02,38.69,50.0,50.0,0.9,-1.86,33.94,61.39,0.813,0.1,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,1.0,0.5874,0.0985,0.0572,58.74,9.85,5.72,,,,,,,765.0,5.0,6.0,0.667,0.0,0.0,2.0,45.61,1.0,,,,,,13.95,15.46,10.12,3.3548043420924447,7.18,2.0,,,26.36,1.0,,75.4,0.0,6.893,1.0,0.9435,43.5,47.69,1.0,58.9,0.78,0.91,36.0,0.0,-0.01,-0.31,1.0,,50.0,1.0,,15.0,0.0,2.0,1.0
KECL,OTHER,2026-08-17,49.74,WATCHLIST,3,55.38,42.21,50.0,50.0,0.9,,,17.87,0.67,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,760.0,1.0,5.0,0.727,0.0,0.0,0.0,,,,,,,,6.1,10.89,13.29,4.351696284866048,2.01,1.0,,,,1.0,,79.45,0.0,4.7757,1.0,0.8862,50.0,45.78,1.0,45.4,0.53,,49.6,,,,,,,,,,,,
HINDCOPPER,METAL,2026-08-17,49.73,WATCHLIST,3,81.86,39.98,50.0,44.44,0.9,18.23,0.42,147.7,3.221,18.43,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,3.0,0.6614,0.0634,0.0539,66.14,6.34,5.390000000000001,5.0,2.0,0.0,0.0,1.0,,345.0,1.0,3.0,0.462,0.0,0.0,0.0,44.66,1.0,,,,,,37.65,9.6,2.54,4.999102378282531,19.45,1.0,,,13.19,1.0,,40.54,1.0,-0.6589,1.0,0.2955,11.85,28.09,1.0,41.6,2.99,21.0,29.3,0.0,-0.22,-0.18,1.0,,58.0,2.0,-35.4,71.0,46.0,3.0,1.0
KRBL,AGRICULTURE,2026-08-17,49.72,WATCHLIST,3,73.38,40.11,50.0,38.89,0.9,10.21,16.78,-11.49,1.81,5.68,-16.75,2.0,5042.53,17375.36,53827.27,-44888.44,-161165.73,-514862.89,-36.54,-14.25,37.62,-37.45,13.18,2,1.0,0.6017,0.0776,0.0071,60.17,7.76,0.7100000000000001,,1.0,0.0,0.0,0.5,,570.0,4.0,5.0,0.75,0.0,0.0,0.0,45.05,1.0,,,,,,12.09,12.3,9.73,2.9580304063699794,7.97,2.0,,,10.0,1.0,,53.71,1.0,0.6756,1.0,0.6065,18.95,21.52,0.0,39.6,1.75,12.98,44.1,0.0,0.19,0.04,1.0,,50.0,1.0,23.8,64.0,79.0,5.0,1.0
SONAMLTD,CAPITAL_GOODS,2026-08-17,49.72,WATCHLIST,3,62.22,37.1,50.0,38.89,0.9,-1.12,12.93,15.52,1.816,1.32,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,0.0,0.5755,0.0026,,57.55,0.26,,,1.0,0.0,0.0,0.5,,350.0,4.0,3.0,0.357,0.0,0.0,0.0,49.88,1.0,,,,,,16.79,,8.4,3.436564525499447,6.95,2.0,,,16.34,1.0,,40.94,1.0,-0.4772,1.0,0.1569,13.87,17.07,0.0,47.9,1.77,1.65,62.9,0.28,0.24,,1.0,,50.0,1.0,-35.4,6.0,29.0,4.0,0.0
HIRECT,CAPITAL_GOODS,2026-08-17,49.72,WATCHLIST,3,50.66,37.1,50.0,61.11,0.9,-2.31,33.0,-20.44,0.351,0.13,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,43.98,6.03,0.02,43.93,6.38,0.13,,1.0,0.0,1.0,2.5,,1469.0,8.0,8.0,0.694,2.0,0.0,0.0,49.88,1.0,,,,,,10.73,24.05,12.89,3.9243467551169777,5.93,1.0,,,42.61,2.0,,59.27,1.0,-7.1681,1.0,0.7562,10.34,32.81,1.0,59.5,0.36,0.46,33.9,0.0,0.17,0.0,1.0,,56.0,2.0,-35.4,35.0,30.0,4.0,0.0
KPRMILL,TEXTILES,2026-08-17,49.71,WATCHLIST,3,67.1,38.69,50.0,44.44,0.9,0.34,22.97,15.88,0.918,2.3,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,2.0,0.6752,0.0663,0.1947,67.52,6.63,19.47,4.0,2.0,0.0,0.0,1.0,,400.0,3.0,4.0,0.412,0.0,0.0,0.0,46.22,1.0,,,,,,20.26,12.0,12.07,3.9263203101289705,13.23,2.0,,,16.76,1.0,,62.03,1.0,4.4202,1.0,0.8099,22.53,44.22,1.0,52.1,0.91,3.11,43.9,0.0,0.14,0.29,1.0,,58.0,2.0,,55.0,18.0,3.0,1.0
BHARTIARTL,TELECOM,2026-08-17,49.69,WATCHLIST,3,61.94,38.32,50.0,38.89,0.9,2.47,3.35,3.39,0.83,6.26,-19.38,2.0,72258.31,204730.41,685189.37,-639157.47,-1929081.55,-6641571.58,-42.12,-10.86,37.62,-37.45,13.18,2,3.0,0.4887,0.278,0.2065,50.07,26.52,20.76,5.0,1.0,0.0,0.0,0.5,,1185.0,7.0,8.0,0.591,0.0,0.0,0.0,45.8,1.0,,,,,49.46,67.12,11.5,2.33,3.845455761156033,21.14,3.0,,,1.41,1.0,1.0,49.93,1.0,0.697,1.0,0.5614,8.71,15.79,0.0,44.7,0.82,5.24,65.6,1.2,-1.28,0.11,6.0,,44.0,1.0,19.4,57.0,32.0,3.0,1.0
ATLANTAELE,OTHER,2026-08-17,49.68,WATCHLIST,3,58.01,42.21,50.0,50.0,0.9,2.42,3.2,,3.106,0.59,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,87.27000000000001,2.4,4.32,,,,,,,765.0,6.0,4.0,0.8,2.0,0.0,0.0,,,,,,,,,,,,,,,,48.02,1.0,,54.14,1.0,-28.0527,0.0,0.5091,28.67,47.78,1.0,36.7,2.98,5.19,48.0,0.0,0.0,0.16,1.0,,50.0,1.0,,20.0,0.0,2.0,0.0
AUTOIETF,OTHER,2026-08-17,49.65,WATCHLIST,3,76.92,42.21,50.0,50.0,0.9,9.79,13.18,16.88,0.344,7.96,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.12,1.0,0.0048,1.0,0.6076,5.69,18.97,0.0,31.1,,,,,,,,,,,,,,,
3MINDIA,DIVERSIFIED,2026-08-17,49.65,WATCHLIST,3,56.82,42.07,50.0,38.89,0.9,-1.51,11.73,14.78,0.771,-1.26,-15.02,2.0,1052.51,3936.51,20014.3,-9362.88,-35899.45,-179309.77,-33.52,-25.38,37.62,-37.45,13.18,2,2.0,0.75,0.0352,0.0833,75.0,3.52,8.33,5.0,1.0,0.0,0.0,0.5,,450.0,1.0,3.0,0.692,0.0,0.0,0.0,46.22,0.65,,,,,,15.68,31.82,11.35,4.3288895362607525,11.25,1.0,,,2.63,2.0,,53.26,1.0,50.0,1.0,0.6362,9.23,16.44,0.0,54.7,0.76,1.26,36.4,0.0,0.02,-0.06,1.0,,50.0,1.0,100.0,23.0,8.0,2.0,0.0
AFIL,OTHER,2026-08-17,49.64,WATCHLIST,3,56.66,42.21,50.0,50.0,0.9,,,34.29,0.596,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,565.0,2.0,6.0,0.462,0.0,0.0,0.0,,,,,,,,74.12,8.86,56.32,0.6575200029167941,32.78,3.0,,,,1.0,,77.21,0.0,0.1548,1.0,0.7919,50.0,43.29,1.0,40.4,0.61,,69.1,,,,,,,,,,,,
IDEAFORGE,OTHER,2026-08-17,49.64,WATCHLIST,3,53.59,42.21,50.0,50.0,0.9,,-2.88,68.33,0.488,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,700.0,6.0,5.0,0.478,0.0,0.0,0.0,,,,,,,,-50.0,-11.11,-20.0,,-30.0,1.0,,,,1.0,,70.49,0.0,5.8808,1.0,0.7624,50.0,48.69,1.0,41.2,0.14,,51.0,,,,,,,,,,,,
CPL,OTHER,2026-08-17,49.62,WATCHLIST,3,52.11,42.21,50.0,50.0,0.9,,,,2.371,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,520.0,5.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.37,,33.2,,,,,,,,,,,,
WIPL,REALTY,2026-08-17,49.62,WATCHLIST,3,66.98,40.96,50.0,38.89,0.9,1.95,8.63,7.63,2.641,3.69,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,0.0,0.3706,,0.0267,37.06,,2.67,,1.0,0.0,0.0,0.5,,125.0,1.0,2.0,0.667,0.0,0.0,0.0,41.82,1.0,,,,,,6.83,12.55,8.65,3.6891294228691436,3.03,1.0,,,6.47,1.0,,77.23,0.0,2.3539,1.0,0.9034,25.37,34.4,1.0,40.5,3.61,4.72,80.4,0.0,0.0,0.0,1.0,,50.0,1.0,-35.4,18.0,0.0,2.0,1.0
EVINDIA,OTHER,2026-08-17,49.6,WATCHLIST,3,76.69,42.21,50.0,50.0,0.9,8.39,13.96,13.06,0.804,6.56,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.81,1.0,-0.0138,0.0,0.6216,5.8,17.25,0.0,28.7,,,,,,,,,,,,,,,
ABMINTLLTD,TEXTILES,2026-08-17,49.57,WATCHLIST,3,75.83,38.69,50.0,50.0,0.9,38.32,,,1.227,40.28,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,0.0,0.747,,,74.7,,,,,,,,,180.0,1.0,2.0,0.5,0.0,0.0,0.0,45.61,1.0,,,,,,-11.69,-20.0,-17.79,,-12.35,1.0,,,,1.0,,45.01,1.0,-0.1816,1.0,0.3031,19.73,19.03,0.0,33.4,1.12,41.09,77.0,0.0,0.0,0.0,1.0,,50.0,1.0,,42.0,36.0,2.0,0.0
WEWORK,REALTY,2026-08-17,49.57,WATCHLIST,3,54.99,40.96,50.0,50.0,0.9,-2.78,42.63,,0.667,-1.04,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.4942,0.2037,0.2561,49.42,20.37,25.61,,,,,,,422.0,2.0,4.0,0.292,1.0,0.0,0.0,45.05,1.0,,,0.0,0.0,48.06,,,,,,,,,20.34,2.0,,70.91,0.0,-0.6204,1.0,1.3172,9.68,52.63,1.0,23.6,0.98,-0.01,52.5,-0.38,-7.2,6.55,2.0,,44.0,1.0,-35.4,42.0,17.0,2.0,0.0
FINEORG,CHEMICALS,2026-08-17,49.56,WATCHLIST,3,59.52,32.75,50.0,38.89,0.9,0.64,10.34,9.65,0.631,-0.32,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,2.0,0.75,0.044,0.1165,75.0,4.4,11.65,,1.0,0.0,0.0,0.5,,400.0,2.0,4.0,0.7,0.0,0.0,0.0,46.22,1.0,,,,,,24.96,16.89,16.21,3.727378753264546,18.05,2.0,,,11.74,1.0,,66.44,1.0,36.1173,1.0,0.8331,20.84,30.71,1.0,54.5,0.58,3.41,58.7,0.0,-0.03,-0.15,1.0,,50.0,1.0,-35.4,0.0,15.0,1.0,0.0
LTFOODS,AGRICULTURE,2026-08-17,49.55,WATCHLIST,3,62.43,40.11,50.0,44.44,0.9,9.0,1.91,-4.66,0.26,4.47,-16.75,2.0,5042.53,17375.36,53827.27,-44888.44,-161165.73,-514862.89,-36.54,-14.25,37.62,-37.45,13.18,2,2.0,0.5101,0.0874,0.103,51.01,8.74,10.3,3.0,2.0,0.0,0.0,1.0,,995.0,9.0,4.0,0.636,0.0,0.0,0.0,46.22,1.0,,,0.0,0.0,48.06,11.57,16.15,17.12,3.1276373444339294,6.75,2.0,,,5.62,1.0,,36.9,1.0,0.1541,1.0,-0.0275,6.71,19.73,0.0,45.0,0.24,11.77,45.7,0.0,-0.18,0.67,3.0,,61.0,2.0,23.8,99.0,59.0,4.0,1.0
