sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
General Industrials,14975.0,93.0,2015-11-30,CAPITAL_GOODS,CDSL,"November 30, 2015"
Construction Materials,35745.0,-701.0,2015-11-30,CEMENT,CDSL,"November 30, 2015"
Chemicals & Petrochemicals,22001.0,-237.0,2015-11-30,CHEMICALS,CDSL,"November 30, 2015"
Forest Materials,1150.0,-4.0,2015-11-30,COMMODITIES,CDSL,"November 30, 2015"
Diversified,5405.0,-114.0,2015-11-30,DIVERSIFIED,CDSL,"November 30, 2015"
Others,287711.0,469.0,2015-11-30,DIVERSIFIED,CDSL,"November 30, 2015"
Coal,18844.0,127.0,2015-11-30,ENERGY,CDSL,"November 30, 2015"
Oil & Gas,99642.0,-893.0,2015-11-30,ENERGY,CDSL,"November 30, 2015"
Total  Financial Services,396403.0,-694.0,2015-11-30,FINANCIAL_SERVICES,CDSL,"November 30, 2015"
"Food, Beverages & Tobacco",95449.0,-365.0,2015-11-30,FMCG,CDSL,"November 30, 2015"
Household & Personal Products,66463.0,-370.0,2015-11-30,FMCG,CDSL,"November 30, 2015"
Healthcare Equipment & Supplies,46.0,-5.0,2015-11-30,HEALTHCARE,CDSL,"November 30, 2015"
Healthcare Services,8813.0,4.0,2015-11-30,HEALTHCARE,CDSL,"November 30, 2015"
Utilities,59528.0,-183.0,2015-11-30,INFRASTRUCTURE,CDSL,"November 30, 2015"
Hardware Technology & Equipment,77.0,5.0,2015-11-30,IT,CDSL,"November 30, 2015"
Software & Services,251352.0,-975.0,2015-11-30,IT,CDSL,"November 30, 2015"
Transportation,37077.0,-649.0,2015-11-30,LOGISTICS,CDSL,"November 30, 2015"
Media,28787.0,-349.0,2015-11-30,MEDIA,CDSL,"November 30, 2015"
Metals & Mining,20840.0,-614.0,2015-11-30,METAL,CDSL,"November 30, 2015"
Pharmaceuticals & Biotechnology,164297.0,-2249.0,2015-11-30,PHARMA,CDSL,"November 30, 2015"
Realty,14345.0,-198.0,2015-11-30,REALTY,CDSL,"November 30, 2015"
Commercial Services & Supplies,4765.0,-44.0,2015-11-30,SERVICES,CDSL,"November 30, 2015"
Diversified Consumer Services,361.0,-23.0,2015-11-30,SERVICES,CDSL,"November 30, 2015"
"Hotels, Restaurants & Tourism",7561.0,-328.0,2015-11-30,SERVICES,CDSL,"November 30, 2015"
Retailing,7843.0,-19.0,2015-11-30,SERVICES,CDSL,"November 30, 2015"
Telecom Services,41979.0,-302.0,2015-11-30,TELECOM,CDSL,"November 30, 2015"
Telecommunications Equipment,239.0,-1.0,2015-11-30,TELECOM,CDSL,"November 30, 2015"
"Textiles, Apparels & Accessories",30584.0,19.0,2015-11-30,TEXTILES,CDSL,"November 30, 2015"
Automobiles & Auto Components,121208.0,4227.0,2015-12-15,AUTO,CDSL,"December 15, 2015"
Capital Goods,100956.0,-634.0,2015-12-15,CAPITAL_GOODS,CDSL,"December 15, 2015"
Consumer Durables,4769.0,21.0,2015-12-15,CAPITAL_GOODS,CDSL,"December 15, 2015"
General Industrials,14129.0,-153.0,2015-12-15,CAPITAL_GOODS,CDSL,"December 15, 2015"
Construction Materials,35210.0,-582.0,2015-12-15,CEMENT,CDSL,"December 15, 2015"
Chemicals & Petrochemicals,21182.0,-432.0,2015-12-15,CHEMICALS,CDSL,"December 15, 2015"
Forest Materials,1103.0,-5.0,2015-12-15,COMMODITIES,CDSL,"December 15, 2015"
Diversified,5022.0,-69.0,2015-12-15,DIVERSIFIED,CDSL,"December 15, 2015"
Others,274203.0,-778.0,2015-12-15,DIVERSIFIED,CDSL,"December 15, 2015"
Coal,17782.0,35.0,2015-12-15,ENERGY,CDSL,"December 15, 2015"
Oil & Gas,97900.0,-1244.0,2015-12-15,ENERGY,CDSL,"December 15, 2015"
Total  Financial Services,387042.0,-1887.0,2015-12-15,FINANCIAL_SERVICES,CDSL,"December 15, 2015"
"Food, Beverages & Tobacco",90626.0,-1214.0,2015-12-15,FMCG,CDSL,"December 15, 2015"
Household & Personal Products,69286.0,-72.0,2015-12-15,FMCG,CDSL,"December 15, 2015"
Healthcare Equipment & Supplies,38.0,-7.0,2015-12-15,HEALTHCARE,CDSL,"December 15, 2015"
Healthcare Services,9302.0,26.0,2015-12-15,HEALTHCARE,CDSL,"December 15, 2015"
Utilities,56761.0,-217.0,2015-12-15,INFRASTRUCTURE,CDSL,"December 15, 2015"
Hardware Technology & Equipment,69.0,2.0,2015-12-15,IT,CDSL,"December 15, 2015"
Software & Services,248652.0,-1410.0,2015-12-15,IT,CDSL,"December 15, 2015"
Transportation,34729.0,-544.0,2015-12-15,LOGISTICS,CDSL,"December 15, 2015"
Media,28371.0,-55.0,2015-12-15,MEDIA,CDSL,"December 15, 2015"
Metals & Mining,21061.0,-410.0,2015-12-15,METAL,CDSL,"December 15, 2015"
Pharmaceuticals & Biotechnology,162481.0,-3575.0,2015-12-15,PHARMA,CDSL,"December 15, 2015"
Realty,13504.0,-204.0,2015-12-15,REALTY,CDSL,"December 15, 2015"
Commercial Services & Supplies,4748.0,-23.0,2015-12-15,SERVICES,CDSL,"December 15, 2015"
Diversified Consumer Services,402.0,-34.0,2015-12-15,SERVICES,CDSL,"December 15, 2015"
"Hotels, Restaurants & Tourism",7435.0,-131.0,2015-12-15,SERVICES,CDSL,"December 15, 2015"
Retailing,7338.0,113.0,2015-12-15,SERVICES,CDSL,"December 15, 2015"
Telecom Services,38967.0,-668.0,2015-12-15,TELECOM,CDSL,"December 15, 2015"
Telecommunications Equipment,228.0,-2.0,2015-12-15,TELECOM,CDSL,"December 15, 2015"
"Textiles, Apparels & Accessories",29705.0,112.0,2015-12-15,TEXTILES,CDSL,"December 15, 2015"
Automobiles & Auto Components,123091.0,2093.0,2015-12-31,AUTO,CDSL,"December 31, 2015"
Capital Goods,103816.0,-547.0,2015-12-31,CAPITAL_GOODS,CDSL,"December 31, 2015"
Consumer Durables,5029.0,25.0,2015-12-31,CAPITAL_GOODS,CDSL,"December 31, 2015"
General Industrials,14832.0,-321.0,2015-12-31,CAPITAL_GOODS,CDSL,"December 31, 2015"
Construction Materials,35752.0,-301.0,2015-12-31,CEMENT,CDSL,"December 31, 2015"
Chemicals & Petrochemicals,21944.0,-332.0,2015-12-31,CHEMICALS,CDSL,"December 31, 2015"
Forest Materials,1177.0,-1.0,2015-12-31,COMMODITIES,CDSL,"December 31, 2015"
Diversified,5489.0,-5.0,2015-12-31,DIVERSIFIED,CDSL,"December 31, 2015"
Others,285608.0,404.0,2015-12-31,DIVERSIFIED,CDSL,"December 31, 2015"
Coal,18438.0,-268.0,2015-12-31,ENERGY,CDSL,"December 31, 2015"
Oil & Gas,102114.0,-557.0,2015-12-31,ENERGY,CDSL,"December 31, 2015"
Total  Financial Services,404346.0,-897.0,2015-12-31,FINANCIAL_SERVICES,CDSL,"December 31, 2015"
"Food, Beverages & Tobacco",91448.0,-1110.0,2015-12-31,FMCG,CDSL,"December 31, 2015"
Household & Personal Products,68949.0,465.0,2015-12-31,FMCG,CDSL,"December 31, 2015"
Healthcare Equipment & Supplies,27.0,-16.0,2015-12-31,HEALTHCARE,CDSL,"December 31, 2015"
Healthcare Services,9825.0,85.0,2015-12-31,HEALTHCARE,CDSL,"December 31, 2015"
Utilities,62724.0,234.0,2015-12-31,INFRASTRUCTURE,CDSL,"December 31, 2015"
Hardware Technology & Equipment,68.0,-5.0,2015-12-31,IT,CDSL,"December 31, 2015"
Software & Services,254154.0,-50.0,2015-12-31,IT,CDSL,"December 31, 2015"
Transportation,34941.0,-212.0,2015-12-31,LOGISTICS,CDSL,"December 31, 2015"
Media,30559.0,-20.0,2015-12-31,MEDIA,CDSL,"December 31, 2015"
Metals & Mining,22053.0,-203.0,2015-12-31,METAL,CDSL,"December 31, 2015"
Pharmaceuticals & Biotechnology,170947.0,-607.0,2015-12-31,PHARMA,CDSL,"December 31, 2015"
Realty,14293.0,-82.0,2015-12-31,REALTY,CDSL,"December 31, 2015"
Commercial Services & Supplies,4791.0,9.0,2015-12-31,SERVICES,CDSL,"December 31, 2015"
Diversified Consumer Services,385.0,-24.0,2015-12-31,SERVICES,CDSL,"December 31, 2015"
"Hotels, Restaurants & Tourism",7735.0,-68.0,2015-12-31,SERVICES,CDSL,"December 31, 2015"
Retailing,7634.0,54.0,2015-12-31,SERVICES,CDSL,"December 31, 2015"
Telecom Services,42574.0,-594.0,2015-12-31,TELECOM,CDSL,"December 31, 2015"
Telecommunications Equipment,231.0,-14.0,2015-12-31,TELECOM,CDSL,"December 31, 2015"
"Textiles, Apparels & Accessories",30357.0,49.0,2015-12-31,TEXTILES,CDSL,"December 31, 2015"
Automobiles & Auto Components,112728.0,-326.0,2016-01-15,AUTO,CDSL,"January 15, 2016"
Capital Goods,92269.0,-854.0,2016-01-15,CAPITAL_GOODS,CDSL,"January 15, 2016"
Consumer Durables,4530.0,-119.0,2016-01-15,CAPITAL_GOODS,CDSL,"January 15, 2016"
General Industrials,13364.0,-239.0,2016-01-15,CAPITAL_GOODS,CDSL,"January 15, 2016"
Construction Materials,32682.0,-287.0,2016-01-15,CEMENT,CDSL,"January 15, 2016"
Chemicals & Petrochemicals,20265.0,-245.0,2016-01-15,CHEMICALS,CDSL,"January 15, 2016"
Forest Materials,789.0,0.0,2016-01-15,COMMODITIES,CDSL,"January 15, 2016"
Diversified,5388.0,341.0,2016-01-15,DIVERSIFIED,CDSL,"January 15, 2016"
Others,253944.0,-233.0,2016-01-15,DIVERSIFIED,CDSL,"January 15, 2016"
Coal,17687.0,-309.0,2016-01-15,ENERGY,CDSL,"January 15, 2016"
Oil & Gas,105647.0,666.0,2016-01-15,ENERGY,CDSL,"January 15, 2016"
Total  Financial Services,374633.0,631.0,2016-01-15,FINANCIAL_SERVICES,CDSL,"January 15, 2016"
"Food, Beverages & Tobacco",86424.0,-625.0,2016-01-15,FMCG,CDSL,"January 15, 2016"
Household & Personal Products,66257.0,369.0,2016-01-15,FMCG,CDSL,"January 15, 2016"
Healthcare Equipment & Supplies,12.0,-31.0,2016-01-15,HEALTHCARE,CDSL,"January 15, 2016"
Healthcare Services,9276.0,118.0,2016-01-15,HEALTHCARE,CDSL,"January 15, 2016"
Utilities,59603.0,541.0,2016-01-15,INFRASTRUCTURE,CDSL,"January 15, 2016"
Hardware Technology & Equipment,57.0,-1.0,2016-01-15,IT,CDSL,"January 15, 2016"
Software & Services,248862.0,-185.0,2016-01-15,IT,CDSL,"January 15, 2016"
Transportation,31541.0,-110.0,2016-01-15,LOGISTICS,CDSL,"January 15, 2016"
Media,27643.0,-268.0,2016-01-15,MEDIA,CDSL,"January 15, 2016"
Metals & Mining,19125.0,-164.0,2016-01-15,METAL,CDSL,"January 15, 2016"
Pharmaceuticals & Biotechnology,158680.0,1123.0,2016-01-15,PHARMA,CDSL,"January 15, 2016"
Realty,12746.0,-257.0,2016-01-15,REALTY,CDSL,"January 15, 2016"
Commercial Services & Supplies,4320.0,-86.0,2016-01-15,SERVICES,CDSL,"January 15, 2016"
Diversified Consumer Services,318.0,-5.0,2016-01-15,SERVICES,CDSL,"January 15, 2016"
"Hotels, Restaurants & Tourism",6665.0,-193.0,2016-01-15,SERVICES,CDSL,"January 15, 2016"
Retailing,7066.0,9.0,2016-01-15,SERVICES,CDSL,"January 15, 2016"
Telecom Services,36503.0,-305.0,2016-01-15,TELECOM,CDSL,"January 15, 2016"
Telecommunications Equipment,262.0,32.0,2016-01-15,TELECOM,CDSL,"January 15, 2016"
"Textiles, Apparels & Accessories",28919.0,-44.0,2016-01-15,TEXTILES,CDSL,"January 15, 2016"
Automobiles & Auto Components,113413.0,-668.0,2016-01-31,AUTO,CDSL,"January 31, 2016"
Capital Goods,90922.0,-1629.0,2016-01-31,CAPITAL_GOODS,CDSL,"January 31, 2016"
Consumer Durables,4652.0,-81.0,2016-01-31,CAPITAL_GOODS,CDSL,"January 31, 2016"
General Industrials,12982.0,-205.0,2016-01-31,CAPITAL_GOODS,CDSL,"January 31, 2016"
Construction Materials,34170.0,-180.0,2016-01-31,CEMENT,CDSL,"January 31, 2016"
Chemicals & Petrochemicals,20889.0,-300.0,2016-01-31,CHEMICALS,CDSL,"January 31, 2016"
Forest Materials,772.0,0.0,2016-01-31,COMMODITIES,CDSL,"January 31, 2016"
Diversified,2923.0,257.0,2016-01-31,DIVERSIFIED,CDSL,"January 31, 2016"
Others,255109.0,-2613.0,2016-01-31,DIVERSIFIED,CDSL,"January 31, 2016"
Coal,17457.0,-551.0,2016-01-31,ENERGY,CDSL,"January 31, 2016"
Oil & Gas,101893.0,236.0,2016-01-31,ENERGY,CDSL,"January 31, 2016"
Total  Financial Services,381190.0,-556.0,2016-01-31,FINANCIAL_SERVICES,CDSL,"January 31, 2016"
"Food, Beverages & Tobacco",85249.0,-760.0,2016-01-31,FMCG,CDSL,"January 31, 2016"
Household & Personal Products,65669.0,-180.0,2016-01-31,FMCG,CDSL,"January 31, 2016"
Healthcare Equipment & Supplies,10.0,-18.0,2016-01-31,HEALTHCARE,CDSL,"January 31, 2016"
Healthcare Services,9970.0,102.0,2016-01-31,HEALTHCARE,CDSL,"January 31, 2016"
Utilities,61497.0,-76.0,2016-01-31,INFRASTRUCTURE,CDSL,"January 31, 2016"
Hardware Technology & Equipment,47.0,-6.0,2016-01-31,IT,CDSL,"January 31, 2016"
Software & Services,256076.0,-1258.0,2016-01-31,IT,CDSL,"January 31, 2016"
Transportation,31240.0,-175.0,2016-01-31,LOGISTICS,CDSL,"January 31, 2016"
Media,28552.0,-247.0,2016-01-31,MEDIA,CDSL,"January 31, 2016"
Metals & Mining,19316.0,-397.0,2016-01-31,METAL,CDSL,"January 31, 2016"
Pharmaceuticals & Biotechnology,165773.0,-539.0,2016-01-31,PHARMA,CDSL,"January 31, 2016"
Realty,12448.0,-427.0,2016-01-31,REALTY,CDSL,"January 31, 2016"
Commercial Services & Supplies,4148.0,-122.0,2016-01-31,SERVICES,CDSL,"January 31, 2016"
Diversified Consumer Services,332.0,-2.0,2016-01-31,SERVICES,CDSL,"January 31, 2016"
"Hotels, Restaurants & Tourism",6725.0,-263.0,2016-01-31,SERVICES,CDSL,"January 31, 2016"
Retailing,7065.0,-18.0,2016-01-31,SERVICES,CDSL,"January 31, 2016"
Telecom Services,33593.0,-535.0,2016-01-31,TELECOM,CDSL,"January 31, 2016"
Telecommunications Equipment,287.0,54.0,2016-01-31,TELECOM,CDSL,"January 31, 2016"
"Textiles, Apparels & Accessories",29101.0,27.0,2016-01-31,TEXTILES,CDSL,"January 31, 2016"
Automobiles & Auto Components,108916.0,-535.0,2016-02-15,AUTO,CDSL,"February 15, 2016"
Capital Goods,87711.0,-1423.0,2016-02-15,CAPITAL_GOODS,CDSL,"February 15, 2016"
Consumer Durables,4385.0,49.0,2016-02-15,CAPITAL_GOODS,CDSL,"February 15, 2016"
General Industrials,11684.0,-209.0,2016-02-15,CAPITAL_GOODS,CDSL,"February 15, 2016"
Construction Materials,33853.0,103.0,2016-02-15,CEMENT,CDSL,"February 15, 2016"
Chemicals & Petrochemicals,19884.0,-42.0,2016-02-15,CHEMICALS,CDSL,"February 15, 2016"
Forest Materials,719.0,1.0,2016-02-15,COMMODITIES,CDSL,"February 15, 2016"
Diversified,2796.0,-71.0,2016-02-15,DIVERSIFIED,CDSL,"February 15, 2016"
Others,241546.0,-3566.0,2016-02-15,DIVERSIFIED,CDSL,"February 15, 2016"
Coal,17539.0,-417.0,2016-02-15,ENERGY,CDSL,"February 15, 2016"
Oil & Gas,92402.0,-601.0,2016-02-15,ENERGY,CDSL,"February 15, 2016"
Total  Financial Services,353425.0,-828.0,2016-02-15,FINANCIAL_SERVICES,CDSL,"February 15, 2016"
"Food, Beverages & Tobacco",80813.0,-943.0,2016-02-15,FMCG,CDSL,"February 15, 2016"
Household & Personal Products,65904.0,-90.0,2016-02-15,FMCG,CDSL,"February 15, 2016"
Healthcare Equipment & Supplies,8.0,-2.0,2016-02-15,HEALTHCARE,CDSL,"February 15, 2016"
Healthcare Services,9773.0,109.0,2016-02-15,HEALTHCARE,CDSL,"February 15, 2016"
Utilities,57410.0,-139.0,2016-02-15,INFRASTRUCTURE,CDSL,"February 15, 2016"
Hardware Technology & Equipment,29.0,-17.0,2016-02-15,IT,CDSL,"February 15, 2016"
Software & Services,242427.0,421.0,2016-02-15,IT,CDSL,"February 15, 2016"
Transportation,28394.0,-237.0,2016-02-15,LOGISTICS,CDSL,"February 15, 2016"
Media,26112.0,36.0,2016-02-15,MEDIA,CDSL,"February 15, 2016"
Metals & Mining,19036.0,-393.0,2016-02-15,METAL,CDSL,"February 15, 2016"
Pharmaceuticals & Biotechnology,156724.0,-539.0,2016-02-15,PHARMA,CDSL,"February 15, 2016"
Realty,11317.0,-179.0,2016-02-15,REALTY,CDSL,"February 15, 2016"
Commercial Services & Supplies,3909.0,57.0,2016-02-15,SERVICES,CDSL,"February 15, 2016"
Diversified Consumer Services,284.0,1.0,2016-02-15,SERVICES,CDSL,"February 15, 2016"
"Hotels, Restaurants & Tourism",5636.0,-130.0,2016-02-15,SERVICES,CDSL,"February 15, 2016"
Retailing,6565.0,23.0,2016-02-15,SERVICES,CDSL,"February 15, 2016"
Telecom Services,35056.0,-694.0,2016-02-15,TELECOM,CDSL,"February 15, 2016"
Telecommunications Equipment,249.0,15.0,2016-02-15,TELECOM,CDSL,"February 15, 2016"
"Textiles, Apparels & Accessories",28416.0,295.0,2016-02-15,TEXTILES,CDSL,"February 15, 2016"
Automobiles & Auto Components,103123.0,-1294.0,2016-02-29,AUTO,CDSL,"February 29, 2016"
Capital Goods,83130.0,-1191.0,2016-02-29,CAPITAL_GOODS,CDSL,"February 29, 2016"
Consumer Durables,4309.0,31.0,2016-02-29,CAPITAL_GOODS,CDSL,"February 29, 2016"
General Industrials,12055.0,728.0,2016-02-29,CAPITAL_GOODS,CDSL,"February 29, 2016"
Construction Materials,32772.0,134.0,2016-02-29,CEMENT,CDSL,"February 29, 2016"
Chemicals & Petrochemicals,19012.0,154.0,2016-02-29,CHEMICALS,CDSL,"February 29, 2016"
Forest Materials,690.0,7.0,2016-02-29,COMMODITIES,CDSL,"February 29, 2016"
Diversified,2608.0,-28.0,2016-02-29,DIVERSIFIED,CDSL,"February 29, 2016"
Others,228165.0,-1109.0,2016-02-29,DIVERSIFIED,CDSL,"February 29, 2016"
Coal,16934.0,65.0,2016-02-29,ENERGY,CDSL,"February 29, 2016"
Oil & Gas,92519.0,-299.0,2016-02-29,ENERGY,CDSL,"February 29, 2016"
Total  Financial Services,345909.0,-1951.0,2016-02-29,FINANCIAL_SERVICES,CDSL,"February 29, 2016"
"Food, Beverages & Tobacco",79795.0,-1118.0,2016-02-29,FMCG,CDSL,"February 29, 2016"
Household & Personal Products,65722.0,252.0,2016-02-29,FMCG,CDSL,"February 29, 2016"
Healthcare Equipment & Supplies,7.0,-1.0,2016-02-29,HEALTHCARE,CDSL,"February 29, 2016"
Healthcare Services,10013.0,116.0,2016-02-29,HEALTHCARE,CDSL,"February 29, 2016"
Utilities,54925.0,918.0,2016-02-29,INFRASTRUCTURE,CDSL,"February 29, 2016"
Hardware Technology & Equipment,27.0,-9.0,2016-02-29,IT,CDSL,"February 29, 2016"
Software & Services,237205.0,564.0,2016-02-29,IT,CDSL,"February 29, 2016"
Transportation,28196.0,-155.0,2016-02-29,LOGISTICS,CDSL,"February 29, 2016"
Media,25040.0,-41.0,2016-02-29,MEDIA,CDSL,"February 29, 2016"
Metals & Mining,18979.0,-113.0,2016-02-29,METAL,CDSL,"February 29, 2016"
Pharmaceuticals & Biotechnology,154808.0,-764.0,2016-02-29,PHARMA,CDSL,"February 29, 2016"
Realty,10673.0,-73.0,2016-02-29,REALTY,CDSL,"February 29, 2016"
Commercial Services & Supplies,3649.0,53.0,2016-02-29,SERVICES,CDSL,"February 29, 2016"
Diversified Consumer Services,270.0,19.0,2016-02-29,SERVICES,CDSL,"February 29, 2016"
"Hotels, Restaurants & Tourism",5264.0,-134.0,2016-02-29,SERVICES,CDSL,"February 29, 2016"
Retailing,6451.0,194.0,2016-02-29,SERVICES,CDSL,"February 29, 2016"
Telecom Services,34153.0,-717.0,2016-02-29,TELECOM,CDSL,"February 29, 2016"
Telecommunications Equipment,235.0,8.0,2016-02-29,TELECOM,CDSL,"February 29, 2016"
"Textiles, Apparels & Accessories",26377.0,234.0,2016-02-29,TEXTILES,CDSL,"February 29, 2016"
Automobiles & Auto Components,110259.0,-579.0,2016-03-15,AUTO,CDSL,"March 15, 2016"
Capital Goods,90853.0,-57.0,2016-03-15,CAPITAL_GOODS,CDSL,"March 15, 2016"
Consumer Durables,4686.0,87.0,2016-03-15,CAPITAL_GOODS,CDSL,"March 15, 2016"
General Industrials,12952.0,831.0,2016-03-15,CAPITAL_GOODS,CDSL,"March 15, 2016"
Construction Materials,36006.0,339.0,2016-03-15,CEMENT,CDSL,"March 15, 2016"
Chemicals & Petrochemicals,20990.0,248.0,2016-03-15,CHEMICALS,CDSL,"March 15, 2016"
Forest Materials,741.0,-3.0,2016-03-15,COMMODITIES,CDSL,"March 15, 2016"
Diversified,2703.0,-96.0,2016-03-15,DIVERSIFIED,CDSL,"March 15, 2016"
Others,252134.0,2034.0,2016-03-15,DIVERSIFIED,CDSL,"March 15, 2016"
Coal,15693.0,-320.0,2016-03-15,ENERGY,CDSL,"March 15, 2016"
Oil & Gas,99418.0,893.0,2016-03-15,ENERGY,CDSL,"March 15, 2016"
Total  Financial Services,370484.0,1535.0,2016-03-15,FINANCIAL_SERVICES,CDSL,"March 15, 2016"
"Food, Beverages & Tobacco",83187.0,-484.0,2016-03-15,FMCG,CDSL,"March 15, 2016"
Household & Personal Products,67324.0,-57.0,2016-03-15,FMCG,CDSL,"March 15, 2016"
Healthcare Equipment & Supplies,7.0,-1.0,2016-03-15,HEALTHCARE,CDSL,"March 15, 2016"
Healthcare Services,9343.0,48.0,2016-03-15,HEALTHCARE,CDSL,"March 15, 2016"
Utilities,59333.0,1256.0,2016-03-15,INFRASTRUCTURE,CDSL,"March 15, 2016"
Hardware Technology & Equipment,31.0,0.0,2016-03-15,IT,CDSL,"March 15, 2016"
Software & Services,247905.0,17.0,2016-03-15,IT,CDSL,"March 15, 2016"
Transportation,31296.0,343.0,2016-03-15,LOGISTICS,CDSL,"March 15, 2016"
Media,26519.0,52.0,2016-03-15,MEDIA,CDSL,"March 15, 2016"
Metals & Mining,22222.0,419.0,2016-03-15,METAL,CDSL,"March 15, 2016"
Pharmaceuticals & Biotechnology,157622.0,-260.0,2016-03-15,PHARMA,CDSL,"March 15, 2016"
Realty,12099.0,72.0,2016-03-15,REALTY,CDSL,"March 15, 2016"
Commercial Services & Supplies,3955.0,-45.0,2016-03-15,SERVICES,CDSL,"March 15, 2016"
Diversified Consumer Services,264.0,19.0,2016-03-15,SERVICES,CDSL,"March 15, 2016"
"Hotels, Restaurants & Tourism",5711.0,-53.0,2016-03-15,SERVICES,CDSL,"March 15, 2016"
Retailing,7108.0,279.0,2016-03-15,SERVICES,CDSL,"March 15, 2016"
Telecom Services,35453.0,-498.0,2016-03-15,TELECOM,CDSL,"March 15, 2016"
Telecommunications Equipment,230.0,0.0,2016-03-15,TELECOM,CDSL,"March 15, 2016"
"Textiles, Apparels & Accessories",28515.0,318.0,2016-03-15,TEXTILES,CDSL,"March 15, 2016"
Automobiles & Auto Components,115238.0,1541.0,2016-03-31,AUTO,CDSL,"March 31, 2016"
Capital Goods,96322.0,1625.0,2016-03-31,CAPITAL_GOODS,CDSL,"March 31, 2016"
Consumer Durables,4771.0,27.0,2016-03-31,CAPITAL_GOODS,CDSL,"March 31, 2016"
General Industrials,13448.0,93.0,2016-03-31,CAPITAL_GOODS,CDSL,"March 31, 2016"
Construction Materials,40257.0,1047.0,2016-03-31,CEMENT,CDSL,"March 31, 2016"
Chemicals & Petrochemicals,22248.0,177.0,2016-03-31,CHEMICALS,CDSL,"March 31, 2016"
Forest Materials,812.0,35.0,2016-03-31,COMMODITIES,CDSL,"March 31, 2016"
Diversified,2667.0,-207.0,2016-03-31,DIVERSIFIED,CDSL,"March 31, 2016"
Others,265908.0,3827.0,2016-03-31,DIVERSIFIED,CDSL,"March 31, 2016"
Coal,15796.0,-139.0,2016-03-31,ENERGY,CDSL,"March 31, 2016"
Oil & Gas,105103.0,3003.0,2016-03-31,ENERGY,CDSL,"March 31, 2016"
Total  Financial Services,382190.0,4586.0,2016-03-31,FINANCIAL_SERVICES,CDSL,"March 31, 2016"
"Food, Beverages & Tobacco",86659.0,427.0,2016-03-31,FMCG,CDSL,"March 31, 2016"
Household & Personal Products,69367.0,42.0,2016-03-31,FMCG,CDSL,"March 31, 2016"
Healthcare Equipment & Supplies,6.0,-2.0,2016-03-31,HEALTHCARE,CDSL,"March 31, 2016"
Healthcare Services,9233.0,49.0,2016-03-31,HEALTHCARE,CDSL,"March 31, 2016"
Utilities,61485.0,799.0,2016-03-31,INFRASTRUCTURE,CDSL,"March 31, 2016"
Hardware Technology & Equipment,33.0,0.0,2016-03-31,IT,CDSL,"March 31, 2016"
Software & Services,264466.0,1841.0,2016-03-31,IT,CDSL,"March 31, 2016"
Transportation,33678.0,495.0,2016-03-31,LOGISTICS,CDSL,"March 31, 2016"
Media,27190.0,423.0,2016-03-31,MEDIA,CDSL,"March 31, 2016"
Metals & Mining,23805.0,1033.0,2016-03-31,METAL,CDSL,"March 31, 2016"
Pharmaceuticals & Biotechnology,151899.0,-524.0,2016-03-31,PHARMA,CDSL,"March 31, 2016"
Realty,12766.0,249.0,2016-03-31,REALTY,CDSL,"March 31, 2016"
Commercial Services & Supplies,4256.0,37.0,2016-03-31,SERVICES,CDSL,"March 31, 2016"
Diversified Consumer Services,268.0,5.0,2016-03-31,SERVICES,CDSL,"March 31, 2016"
"Hotels, Restaurants & Tourism",6389.0,73.0,2016-03-31,SERVICES,CDSL,"March 31, 2016"
Retailing,7145.0,164.0,2016-03-31,SERVICES,CDSL,"March 31, 2016"
Telecom Services,36794.0,-82.0,2016-03-31,TELECOM,CDSL,"March 31, 2016"
Telecommunications Equipment,220.0,-4.0,2016-03-31,TELECOM,CDSL,"March 31, 2016"
"Textiles, Apparels & Accessories",28369.0,501.0,2016-03-31,TEXTILES,CDSL,"March 31, 2016"
Automobiles & Auto Components,120484.0,1124.0,2016-04-15,AUTO,CDSL,"April 15, 2016"
Capital Goods,101124.0,1528.0,2016-04-15,CAPITAL_GOODS,CDSL,"April 15, 2016"
Consumer Durables,4866.0,-134.0,2016-04-15,CAPITAL_GOODS,CDSL,"April 15, 2016"
General Industrials,13856.0,167.0,2016-04-15,CAPITAL_GOODS,CDSL,"April 15, 2016"
Construction Materials,41588.0,944.0,2016-04-15,CEMENT,CDSL,"April 15, 2016"
Chemicals & Petrochemicals,23558.0,76.0,2016-04-15,CHEMICALS,CDSL,"April 15, 2016"
Forest Materials,899.0,52.0,2016-04-15,COMMODITIES,CDSL,"April 15, 2016"
