rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
475,DLF,REALTY,671.0,58.1,MEDIUM,strong uptrend,none flagged -- normal market risk applies,49.0,60.0,-15.6,STRONG_UPTREND,214.83,NEUTRAL,2026-08-18
476,CANHLIFE,FINANCIAL_SERVICES,148.9,58.0,MEDIUM,uptrend,none flagged -- normal market risk applies,47.0,59.6,-10.7,UPTREND,40.94,NEUTRAL,2026-08-18
477,RAINBOW,HEALTHCARE,1478.5,58.0,MEDIUM,uptrend,none flagged -- normal market risk applies,48.7,60.0,-8.2,UPTREND,15.35,NEUTRAL,2026-08-18
478,NAHARSPING,OTHER,296.7,58.0,MEDIUM,broad composite strength only,thin liquidity -- use TWAP slices,47.1,59.4,-15.0,INSUFFICIENT_DATA,2.06,NEUTRAL,2026-08-18
479,3MINDIA,DIVERSIFIED,34910.0,58.0,MEDIUM,uptrend,none flagged -- normal market risk applies,49.6,60.1,-8.2,UPTREND,14.68,NEUTRAL,2026-08-18
480,HIRECT,CAPITAL_GOODS,1258.6,57.9,WATCH,uptrend,none flagged -- normal market risk applies,49.7,59.9,-10.0,UPTREND,16.97,NEUTRAL,2026-08-18
481,CAPLIPOINT,PHARMA,2522.0,57.9,WATCH,uptrend,none flagged -- normal market risk applies,48.9,59.9,-6.6,UPTREND,28.42,NEUTRAL,2026-08-18
482,GCSL,FINANCIAL_SERVICES,492.4,57.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.7,57.0,-9.3,INSUFFICIENT_DATA,29.37,NEUTRAL,2026-08-18
483,ESABINDIA,CAPITAL_GOODS,6289.0,57.7,WATCH,strong uptrend,none flagged -- normal market risk applies,51.0,60.7,-14.1,STRONG_UPTREND,5.57,NEUTRAL,2026-08-18
484,GUJALKALI,CHEMICALS,680.45,57.7,WATCH,strong uptrend; ML bull score 73,none flagged -- normal market risk applies,48.3,72.7,-16.5,STRONG_UPTREND,10.83,NEUTRAL,2026-08-18
485,AYE,FINANCIAL_SERVICES,169.77,57.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,50.4,61.4,-14.0,INSUFFICIENT_DATA,35.08,NEUTRAL,2026-08-18
486,JYOTICNC,CAPITAL_GOODS,857.95,57.6,WATCH,strong uptrend,none flagged -- normal market risk applies,50.3,60.8,-18.8,STRONG_UPTREND,89.51,NEUTRAL,2026-08-18
487,METROPOLIS,HEALTHCARE,550.75,57.6,WATCH,institutional buying (deals),none flagged -- normal market risk applies,55.0,50.6,-9.6,CONSOLIDATING,13.67,NEUTRAL,2026-08-18
488,GNRL,ENERGY,103.69,57.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,50.0,64.3,-14.2,INSUFFICIENT_DATA,1.72,NEUTRAL,2026-08-18
489,INDNIPPON,CAPITAL_GOODS,1138.5,57.6,WATCH,uptrend,none flagged -- normal market risk applies,47.7,59.8,-10.9,UPTREND,4.5,NEUTRAL,2026-08-18
490,SUNPHARMA,PHARMA,1882.0,57.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.7,59.1,-8.1,CONSOLIDATING,450.46,NEUTRAL,2026-08-18
491,DPABHUSHAN,FMCG,1403.8,57.6,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,50.0,60.0,-15.9,UPTREND,7.9,NEUTRAL,2026-08-18
492,YATHARTH,HEALTHCARE,842.85,57.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.3,59.7,-8.3,CONSOLIDATING,25.17,NEUTRAL,2026-08-18
493,CASTROLIND,ENERGY,187.55,57.5,WATCH,strong uptrend,none flagged -- normal market risk applies,46.4,59.3,-11.0,STRONG_UPTREND,58.87,NEUTRAL,2026-08-18
494,NMDC,METAL,85.5,57.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.8,59.8,-12.3,CONSOLIDATING,149.4,NEUTRAL,2026-08-18
495,ADANIENSOL,POWER,1589.1,57.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.4,60.8,-11.2,CONSOLIDATING,360.2,NEUTRAL,2026-08-18
496,ATLANTAELE,OTHER,1788.2,57.4,WATCH,strong uptrend,none flagged -- normal market risk applies,49.7,62.6,-13.1,STRONG_UPTREND,30.01,NEUTRAL,2026-08-18
497,NOVARTIND,PHARMA,1589.1,57.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.5,60.2,-10.7,INSUFFICIENT_DATA,5.14,NEUTRAL,2026-08-18
498,KRBL,AGRICULTURE,395.7,57.4,WATCH,strong uptrend,none flagged -- normal market risk applies,49.7,60.1,-17.4,STRONG_UPTREND,19.8,NEUTRAL,2026-08-18
499,NIACL,FINANCIAL_SERVICES,183.64,57.3,WATCH,strong uptrend,none flagged -- normal market risk applies,48.8,60.4,-15.8,STRONG_UPTREND,49.12,NEUTRAL,2026-08-18
500,MUNJALSHOW,AUTO,136.62,57.2,WATCH,uptrend,thin liquidity -- use TWAP slices,47.4,59.8,-9.5,UPTREND,1.46,NEUTRAL,2026-08-18
501,BDL,DEFENCE,1380.0,57.2,WATCH,strong uptrend,none flagged -- normal market risk applies,49.1,60.2,-16.6,STRONG_UPTREND,200.72,NEUTRAL,2026-08-18
502,WEWORK,REALTY,707.8,57.2,WATCH,uptrend,none flagged -- normal market risk applies,49.6,59.9,-10.9,UPTREND,21.09,NEUTRAL,2026-08-18
503,SKFINDUS,CAPITAL_GOODS,2724.6,57.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,50.3,61.0,-10.4,INSUFFICIENT_DATA,10.08,NEUTRAL,2026-08-18
504,AEGISVOPAK,ENERGY,269.5,57.0,WATCH,uptrend,none flagged -- normal market risk applies,47.6,60.1,-13.5,UPTREND,41.7,NEUTRAL,2026-08-18
505,JINDALSTEL,METAL,1116.1,56.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,50.0,59.2,-14.6,DOWNTREND,101.61,NEUTRAL,2026-08-18
506,SHINDL,CAPITAL_GOODS,161.84,56.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,48.4,59.0,-10.1,INSUFFICIENT_DATA,2.04,NEUTRAL,2026-08-18
507,PLAZACABLE,OTHER,53.57,56.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,46.7,58.8,-17.6,INSUFFICIENT_DATA,1.42,NEUTRAL,2026-08-18
508,PAISALO,FINANCIAL_SERVICES,67.59,56.8,WATCH,uptrend,none flagged -- normal market risk applies,46.7,59.9,-12.7,UPTREND,72.94,NEUTRAL,2026-08-18
509,KFINTECH,METAL,973.0,56.8,WATCH,strong uptrend,none flagged -- normal market risk applies,49.3,60.2,-19.9,STRONG_UPTREND,127.58,NEUTRAL,2026-08-18
510,SEIL,HEALTHCARE,211.03,56.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.9,60.8,-12.1,INSUFFICIENT_DATA,6.55,NEUTRAL,2026-08-18
511,KPRMILL,TEXTILES,1135.6,56.7,WATCH,strong uptrend,none flagged -- normal market risk applies,49.7,63.1,-14.9,STRONG_UPTREND,37.99,NEUTRAL,2026-08-18
512,CARTRADE,RETAIL,2796.9,56.7,WATCH,strong uptrend,none flagged -- normal market risk applies,49.8,60.4,-15.0,STRONG_UPTREND,173.06,NEUTRAL,2026-08-18
513,MPHASIS,IT,2510.0,56.7,WATCH,strong uptrend,none flagged -- normal market risk applies,48.6,60.0,-17.4,STRONG_UPTREND,158.94,NEUTRAL,2026-08-18
514,AAREYDRUGS,OTHER,85.58,56.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,48.4,38.9,-10.8,INSUFFICIENT_DATA,1.85,NEUTRAL,2026-08-18
515,MAZDOCK,DEFENCE,2569.7,56.7,WATCH,strong uptrend,none flagged -- normal market risk applies,49.4,60.2,-16.1,STRONG_UPTREND,230.01,NEUTRAL,2026-08-18
516,DCBBANK,BANKING,184.09,56.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.9,59.7,-10.6,CONSOLIDATING,29.71,NEUTRAL,2026-08-18
517,DEVYANI,HOSPITALITY,143.65,56.6,WATCH,strong uptrend,none flagged -- normal market risk applies,49.4,61.0,-24.8,STRONG_UPTREND,118.14,NEUTRAL,2026-08-18
518,EQUITASBNK,BANKING,74.92,56.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.8,60.0,-10.7,CONSOLIDATING,24.61,NEUTRAL,2026-08-18
519,ASIANPAINT,CHEMICALS,2687.5,56.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.1,59.9,-10.0,CONSOLIDATING,273.97,NEUTRAL,2026-08-18
520,PRESTIGE,REALTY,1591.9,56.5,WATCH,uptrend,none flagged -- normal market risk applies,47.5,60.0,-11.8,UPTREND,97.15,NEUTRAL,2026-08-18
521,BEL,DEFENCE,412.45,56.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.8,59.5,-12.9,DOWNTREND,531.92,NEUTRAL,2026-08-18
522,TECHNVISN,IT,5045.1,56.4,WATCH,ML bull score 72; volatility squeeze (breakout setup),thin liquidity -- use TWAP slices,49.2,72.0,-18.6,INSUFFICIENT_DATA,1.44,NEUTRAL,2026-08-18
523,GOCLCORP,CHEMICALS,408.0,56.4,WATCH,strong uptrend,none flagged -- normal market risk applies,50.7,61.0,-11.3,STRONG_UPTREND,6.48,NEUTRAL,2026-08-18
524,LUMAXIND,AUTO,5792.0,56.4,WATCH,strong uptrend,none flagged -- normal market risk applies,50.3,61.1,-16.5,STRONG_UPTREND,14.2,NEUTRAL,2026-08-18
525,TIMEX,FMCG,541.3,56.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.8,60.4,-12.4,INSUFFICIENT_DATA,19.85,NEUTRAL,2026-08-18
526,SHYAMMETL,METAL,986.9,56.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.3,59.0,-9.5,CONSOLIDATING,45.19,NEUTRAL,2026-08-18
527,ASTRAMICRO,DEFENCE,1707.1,56.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.7,61.0,-12.9,CONSOLIDATING,107.16,NEUTRAL,2026-08-18
528,SMARTWORKS,REALTY,494.95,56.2,WATCH,strong uptrend; ML bull score 75,none flagged -- normal market risk applies,50.3,74.8,-20.0,STRONG_UPTREND,10.54,NEUTRAL,2026-08-18
529,PETRONET,ENERGY,281.8,56.2,WATCH,strong uptrend,none flagged -- normal market risk applies,48.1,59.7,-13.7,STRONG_UPTREND,50.52,NEUTRAL,2026-08-18
530,AURUM,IT,229.12,56.1,WATCH,strong uptrend,none flagged -- normal market risk applies,47.9,59.6,-13.4,STRONG_UPTREND,6.06,NEUTRAL,2026-08-18
531,BRITANNIA,FMCG,5521.0,56.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.1,59.9,-12.9,DOWNTREND,181.29,NEUTRAL,2026-08-18
532,JUBLFOOD,HOSPITALITY,511.5,56.0,WATCH,strong uptrend,none flagged -- normal market risk applies,47.3,60.1,-23.4,STRONG_UPTREND,193.31,NEUTRAL,2026-08-18
533,RPGLIFE,PHARMA,2741.3,56.0,WATCH,uptrend,none flagged -- normal market risk applies,45.6,59.4,-11.0,UPTREND,5.44,NEUTRAL,2026-08-18
534,ZEEL,MEDIA,104.87,56.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.6,59.9,-13.9,CONSOLIDATING,355.03,NEUTRAL,2026-08-18
535,LLOYDSENT,CAPITAL_GOODS,75.65,56.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.2,58.1,-10.7,CONSOLIDATING,29.91,NEUTRAL,2026-08-18
536,BIOCON,PHARMA,412.0,55.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,58.6,-7.9,CONSOLIDATING,161.6,NEUTRAL,2026-08-18
537,SAMBHV,METAL,119.88,55.9,WATCH,strong uptrend,none flagged -- normal market risk applies,47.1,59.8,-15.2,STRONG_UPTREND,19.96,NEUTRAL,2026-08-18
538,YESBANK,BANKING,22.92,55.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.6,59.7,-11.1,CONSOLIDATING,125.87,NEUTRAL,2026-08-18
539,UDS,OTHER,211.72,55.7,WATCH,strong uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,49.0,60.7,-20.0,STRONG_UPTREND,7.8,NEUTRAL,2026-08-18
540,GENUSPOWER,INFRASTRUCTURE,318.25,55.6,WATCH,strong uptrend,none flagged -- normal market risk applies,45.5,58.0,-12.3,STRONG_UPTREND,46.82,NEUTRAL,2026-08-18
541,PATELRMART,RETAIL,229.1,55.6,WATCH,strong uptrend,thin liquidity -- use TWAP slices,50.1,60.7,-14.9,STRONG_UPTREND,1.83,NEUTRAL,2026-08-18
542,RUDRA,OTHER,23.8,55.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,45.5,59.8,-19.9,INSUFFICIENT_DATA,1.42,NEUTRAL,2026-08-18
543,CARBORUNIV,CAPITAL_GOODS,1122.7,55.6,WATCH,strong uptrend,none flagged -- normal market risk applies,49.4,62.6,-14.1,STRONG_UPTREND,20.71,NEUTRAL,2026-08-18
544,MAHABANK,BANKING,81.1,55.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.5,61.1,-14.2,CONSOLIDATING,89.07,NEUTRAL,2026-08-18
545,ULTRACEMCO,CEMENT,11681.0,55.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.6,59.1,-10.9,DOWNTREND,328.01,NEUTRAL,2026-08-18
546,JKPAPER,CHEMICALS,380.75,55.4,WATCH,uptrend,none flagged -- normal market risk applies,46.8,60.0,-14.4,UPTREND,42.83,NEUTRAL,2026-08-18
547,GROWW,FINANCIAL_SERVICES,198.69,55.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.1,58.9,-12.6,INSUFFICIENT_DATA,402.7,NEUTRAL,2026-08-18
548,TIPSMUSIC,MEDIA,656.25,55.4,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,46.9,59.6,-11.4,CONSOLIDATING,69.33,NEUTRAL,2026-08-18
549,RGL,FMCG,121.9,55.4,WATCH,strong uptrend,none flagged -- normal market risk applies,48.4,60.9,-17.6,STRONG_UPTREND,11.08,NEUTRAL,2026-08-18
550,CUB,BANKING,215.2,55.3,WATCH,uptrend,none flagged -- normal market risk applies,46.0,59.4,-12.3,UPTREND,87.49,NEUTRAL,2026-08-18
551,PHOENIXLTD,REALTY,1929.8,55.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.3,59.6,-11.1,CONSOLIDATING,116.15,NEUTRAL,2026-08-18
552,CUMMINSIND,CAPITAL_GOODS,5450.0,55.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.7,60.0,-10.7,CONSOLIDATING,241.91,NEUTRAL,2026-08-18
553,TINNARUBR,REALTY,1030.3,55.2,WATCH,uptrend; ML bull score 77; volatility squeeze (breakout setup),none flagged -- normal market risk applies,48.7,77.5,-22.1,UPTREND,26.01,NEUTRAL,2026-08-18
554,SAIL,METAL,173.6,55.1,WATCH,strong uptrend,none flagged -- normal market risk applies,47.3,60.2,-17.2,STRONG_UPTREND,298.16,NEUTRAL,2026-08-18
555,HAVELLS,CAPITAL_GOODS,1299.0,55.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.2,59.9,-19.9,DOWNTREND,125.74,NEUTRAL,2026-08-18
556,ONEPOINT,IT,57.21,55.1,WATCH,strong uptrend,none flagged -- normal market risk applies,47.3,59.5,-13.1,STRONG_UPTREND,7.45,NEUTRAL,2026-08-18
557,BASF,CHEMICALS,4041.2,55.1,WATCH,strong uptrend,none flagged -- normal market risk applies,46.8,60.0,-16.3,STRONG_UPTREND,34.84,NEUTRAL,2026-08-18
558,GPPL,INFRASTRUCTURE,159.57,55.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.1,60.1,-20.2,DOWNTREND,29.14,NEUTRAL,2026-08-18
559,BEML,AUTO,1908.5,55.0,WATCH,strong uptrend,none flagged -- normal market risk applies,48.6,59.9,-16.1,STRONG_UPTREND,79.78,NEUTRAL,2026-08-18
560,MARKOLINES,INFRASTRUCTURE,171.65,55.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.3,59.6,-10.5,CONSOLIDATING,3.54,NEUTRAL,2026-08-18
561,SANGAMIND,TEXTILES,592.45,55.0,WATCH,uptrend,thin liquidity -- use TWAP slices,47.4,60.0,-11.9,UPTREND,1.77,NEUTRAL,2026-08-18
562,BANSALWIRE,METAL,323.75,55.0,WATCH,strong uptrend,none flagged -- normal market risk applies,49.0,60.4,-13.4,STRONG_UPTREND,8.24,NEUTRAL,2026-08-18
563,JNKINDIA,CAPITAL_GOODS,476.35,54.9,WATCH,strong uptrend,none flagged -- normal market risk applies,47.8,60.2,-14.6,STRONG_UPTREND,17.85,NEUTRAL,2026-08-18
564,CARYSIL,FMCG,1155.8,54.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.1,59.8,-9.8,CONSOLIDATING,12.18,NEUTRAL,2026-08-18
565,SKIPPER,CAPITAL_GOODS,530.7,54.8,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,46.7,58.2,-10.5,CONSOLIDATING,29.98,NEUTRAL,2026-08-18
566,SANDHAR,HOSPITALITY,632.55,54.8,WATCH,ML bull score 78; volatility squeeze (breakout setup),none flagged -- normal market risk applies,49.9,77.9,-17.1,CONSOLIDATING,18.7,NEUTRAL,2026-08-18
567,BORANA,TEXTILES,321.1,54.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,48.8,59.4,-10.8,INSUFFICIENT_DATA,1.16,NEUTRAL,2026-08-18
568,EXPLEOSOL,IT,923.05,54.7,WATCH,strong uptrend,none flagged -- normal market risk applies,47.0,60.0,-21.4,STRONG_UPTREND,40.11,NEUTRAL,2026-08-18
569,TEXINFRA,CAPITAL_GOODS,107.85,54.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,46.6,57.6,-8.6,CONSOLIDATING,1.37,NEUTRAL,2026-08-18
570,SMCGLOBAL,FINANCIAL_SERVICES,80.41,54.7,WATCH,strong uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,48.3,55.2,-15.3,STRONG_UPTREND,5.34,NEUTRAL,2026-08-18
571,KISSHT,IT,304.6,54.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.0,58.1,-13.3,INSUFFICIENT_DATA,52.1,NEUTRAL,2026-08-18
572,PICCADIL,FMCG,695.45,54.7,WATCH,uptrend,none flagged -- normal market risk applies,46.2,59.4,-14.1,UPTREND,33.0,NEUTRAL,2026-08-18
573,BHARTIHEXA,TELECOM,1641.0,54.7,WATCH,strong uptrend,none flagged -- normal market risk applies,46.1,60.0,-16.1,STRONG_UPTREND,31.76,NEUTRAL,2026-08-18
574,COROMANDEL,INFRASTRUCTURE,2097.9,54.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.3,59.7,-16.0,DOWNTREND,25.45,NEUTRAL,2026-08-18
575,RICOAUTO,AUTO,132.9,54.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.9,61.5,-15.9,CONSOLIDATING,42.13,NEUTRAL,2026-08-18
576,AFFLE,IT,1703.9,54.6,WATCH,strong uptrend,none flagged -- normal market risk applies,48.8,60.3,-22.0,STRONG_UPTREND,84.62,NEUTRAL,2026-08-18
577,MCLEODRUSS,OTHER,44.85,54.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.6,58.9,-20.8,INSUFFICIENT_DATA,3.01,NEUTRAL,2026-08-18
578,SIRCA,CHEMICALS,439.45,54.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.7,59.8,-18.5,DOWNTREND,16.86,NEUTRAL,2026-08-18
579,STOVEKRAFT,FMCG,748.5,54.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.3,59.9,-11.9,CONSOLIDATING,26.42,NEUTRAL,2026-08-18
580,GRINDWELL,CAPITAL_GOODS,2163.5,54.6,WATCH,strong uptrend,none flagged -- normal market risk applies,44.7,59.4,-11.9,STRONG_UPTREND,9.73,NEUTRAL,2026-08-18
581,TBZ,FMCG,243.7,54.6,WATCH,uptrend,none flagged -- normal market risk applies,44.1,59.8,-17.6,UPTREND,46.4,NEUTRAL,2026-08-18
582,SHRINGARMS,FMCG,227.24,54.5,WATCH,strong uptrend,none flagged -- normal market risk applies,47.3,59.7,-14.7,STRONG_UPTREND,11.84,NEUTRAL,2026-08-18
583,HOMEFIRST,FINANCIAL_SERVICES,1179.9,54.5,WATCH,uptrend,none flagged -- normal market risk applies,45.1,59.4,-10.5,UPTREND,19.05,NEUTRAL,2026-08-18
584,JTLIND,METAL,75.33,54.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.0,59.7,-13.6,CONSOLIDATING,17.31,NEUTRAL,2026-08-18
585,NIVABUPA,FINANCIAL_SERVICES,82.71,54.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.0,59.3,-9.5,CONSOLIDATING,13.97,NEUTRAL,2026-08-18
586,APEX,FMCG,422.55,54.4,WATCH,strong uptrend,none flagged -- normal market risk applies,45.6,60.1,-17.9,STRONG_UPTREND,24.38,NEUTRAL,2026-08-18
587,MANCREDIT,FINANCIAL_SERVICES,236.73,54.4,WATCH,strong uptrend,none flagged -- normal market risk applies,47.9,62.2,-17.6,STRONG_UPTREND,9.52,NEUTRAL,2026-08-18
588,VERANDA,HEALTHCARE,235.1,54.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.2,60.7,-13.7,CONSOLIDATING,13.56,NEUTRAL,2026-08-18
589,TEGA,FINANCIAL_SERVICES,1744.0,54.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,48.3,59.7,-17.9,DOWNTREND,33.15,NEUTRAL,2026-08-18
590,PLASTIBLEN,CHEMICALS,191.8,54.3,WATCH,uptrend,thin liquidity -- use TWAP slices,45.8,59.2,-11.3,UPTREND,1.37,NEUTRAL,2026-08-18
591,PARKHOSPS,HEALTHCARE,276.65,54.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.5,51.9,-9.3,INSUFFICIENT_DATA,18.04,NEUTRAL,2026-08-18
592,GPTHEALTH,HEALTHCARE,153.32,54.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.6,60.0,-12.4,CONSOLIDATING,3.91,NEUTRAL,2026-08-18
593,FOSECOIND,CHEMICALS,5641.0,54.3,WATCH,strong uptrend,none flagged -- normal market risk applies,47.9,60.0,-17.6,STRONG_UPTREND,3.4,NEUTRAL,2026-08-18
594,BAJAJHLDNG,FINANCIAL_SERVICES,11379.0,54.2,WATCH,strong uptrend,none flagged -- normal market risk applies,50.4,60.2,-18.0,STRONG_UPTREND,61.58,NEUTRAL,2026-08-18
595,PFIZER,PHARMA,4829.1,54.1,WATCH,strong uptrend,none flagged -- normal market risk applies,46.1,59.7,-13.4,STRONG_UPTREND,18.26,NEUTRAL,2026-08-18
596,ORCHPHARMA,PHARMA,998.35,54.1,WATCH,uptrend,none flagged -- normal market risk applies,47.9,59.9,-11.9,UPTREND,7.74,NEUTRAL,2026-08-18
597,MCX,FINANCIAL_SERVICES,2933.1,54.1,WATCH,strong uptrend,none flagged -- normal market risk applies,43.4,58.4,-15.7,STRONG_UPTREND,640.39,NEUTRAL,2026-08-18
598,CESC,POWER,170.22,54.0,WATCH,strong uptrend,none flagged -- normal market risk applies,46.0,59.9,-16.8,STRONG_UPTREND,22.11,NEUTRAL,2026-08-18
599,BATLIBOI,CAPITAL_GOODS,87.85,54.0,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,47.4,60.6,-17.5,INSUFFICIENT_DATA,1.43,NEUTRAL,2026-08-18
600,PNGJL,FMCG,610.4,53.9,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,47.8,60.0,-17.1,UPTREND,56.51,NEUTRAL,2026-08-18
601,WESTLIFE,HOSPITALITY,579.6,53.9,WATCH,strong uptrend,none flagged -- normal market risk applies,49.2,61.3,-25.2,STRONG_UPTREND,19.37,NEUTRAL,2026-08-18
602,DHANBANK,BANKING,32.39,53.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.2,59.0,-12.1,CONSOLIDATING,5.99,NEUTRAL,2026-08-18
603,JUBLCPL,CHEMICALS,2342.4,53.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,49.5,60.3,-22.3,INSUFFICIENT_DATA,7.46,NEUTRAL,2026-08-18
604,JSL,METAL,744.0,53.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.1,58.1,-15.8,DOWNTREND,29.13,NEUTRAL,2026-08-18
605,ITDC,CAPITAL_GOODS,698.3,53.7,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,44.0,59.6,-15.0,UPTREND,31.97,NEUTRAL,2026-08-18
606,ZFCVINDIA,FINANCIAL_SERVICES,2623.7,53.7,WATCH,strong uptrend,none flagged -- normal market risk applies,47.6,53.9,-13.8,STRONG_UPTREND,37.51,NEUTRAL,2026-08-18
607,PRIMESECU,FINANCIAL_SERVICES,283.3,53.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,49.4,59.8,-12.8,DOWNTREND,1.5,NEUTRAL,2026-08-18
608,SUNFLAG,METAL,360.75,53.6,WATCH,uptrend,none flagged -- normal market risk applies,46.8,59.8,-15.7,UPTREND,8.75,NEUTRAL,2026-08-18
609,KRYSTAL,OTHER,620.4,53.6,WATCH,strong uptrend,thin liquidity -- use TWAP slices,46.8,59.9,-15.0,STRONG_UPTREND,1.73,NEUTRAL,2026-08-18
610,63MOONS,IT,780.25,53.6,WATCH,uptrend,none flagged -- normal market risk applies,46.7,60.0,-22.6,UPTREND,128.03,NEUTRAL,2026-08-18
611,CANBK,BANKING,131.1,53.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.8,58.9,-19.5,DOWNTREND,269.46,NEUTRAL,2026-08-18
612,JKIPL,OTHER,97.1,53.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,44.8,59.4,-22.3,INSUFFICIENT_DATA,2.63,NEUTRAL,2026-08-18
613,GULPOLY,AGRICULTURE,192.06,53.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.4,60.4,-15.6,CONSOLIDATING,26.16,NEUTRAL,2026-08-18
614,BALUFORGE,CAPITAL_GOODS,513.35,53.4,WATCH,strong uptrend,none flagged -- normal market risk applies,46.5,60.9,-26.4,STRONG_UPTREND,61.79,NEUTRAL,2026-08-18
615,GARFIBRES,TEXTILES,748.45,53.3,WATCH,uptrend,none flagged -- normal market risk applies,50.8,60.1,-13.3,UPTREND,5.22,NEUTRAL,2026-08-18
616,MOL,CHEMICALS,62.97,53.3,WATCH,strong uptrend,none flagged -- normal market risk applies,47.1,60.2,-28.2,STRONG_UPTREND,23.84,NEUTRAL,2026-08-18
