symbol,close,atr_14,mp_pp,mp_r1,mp_r2,mp_r3,mp_s1,mp_s2,mp_s3,wp_pp,wp_r1,wp_r2,wp_s1,wp_s2,fib_786,fib_618,fib_500,fib_382,fib_236,swing_high_1,swing_high_2,swing_low_1,swing_low_2,vol_poc,prev_week_h,prev_week_l,prev_month_h,prev_month_l,round_res,round_sup,stop_1atr,stop_2atr,target_1atr,target_2atr,conf_res_1,conf_res_1_score,conf_res_1_tags,conf_res_2,conf_res_2_score,conf_res_2_tags,conf_sup_1,conf_sup_1_score,conf_sup_1_tags,conf_sup_2,conf_sup_2_score,conf_sup_2_tags,entry_zone_low,entry_zone_high,stop_loss,as_of_date
FINOPB,143.29,7.2,126.61,139.84,151.93,165.16,114.52,101.29,89.2,149.8,154.7,162.8,141.7,136.8,159.03,197.5,224.51,251.53,284.96,339.0,326.7,110.03,113.39,152.15,157.9,144.9,138.71,113.39,150.0,125.0,136.09,128.9,150.49,157.68,150.97,8,W-Pivot|Round|M-R2|Vol POC,154.7,2,W-R1,140.66,6,M-R1|20 DMA|W-S1,125.81,4,Round|M-Pivot,139.69,145.45,138.55,2026-06-30
FINPIPE,174.87,5.42,182.26,204.36,222.49,244.59,164.13,142.03,123.9,179.32,183.53,190.82,172.03,167.82,163.58,176.17,185.02,193.87,204.81,222.5,221.0,147.54,160.17,192.92,186.6,175.1,200.4,160.17,175.0,150.0,169.45,164.04,180.29,185.7,177.97,8,Fib 61.8%|200 DMA|W-Pivot,183.6,7,M-Pivot|W-R1|Fib 50%,163.86,4,Fib 78.6%|M-S1,173.26,3,W-S1|20 DMA,172.16,176.49,164.04,2026-06-30
FIRSTCRY,223.29,6.79,229.32,242.57,259.65,272.9,212.24,198.99,181.91,223.15,233.81,244.65,212.31,201.65,256.62,295.54,322.88,350.21,384.03,438.7,399.9,207.05,207.25,246.83,234.0,212.5,246.4,216.07,225.0,200.0,216.5,209.7,230.08,236.88,245.11,8,M-R1|W-R2|Prev-Mo Hi|Vol POC,229.2,4,50 DMA|M-Pivot,212.35,6,M-S1|W-S1|Prev-Wk Lo,207.12,6,Swing Lo|52W Low|Swing Lo,219.89,225.33,209.7,2026-06-30
FIRSTLEASE,11.5,0.99,14.52,16.28,19.57,21.33,11.23,9.47,6.18,12.27,13.38,14.37,11.28,10.17,23.4,33.02,39.78,46.53,54.89,68.4,66.0,12.75,12.85,18.02,13.25,11.15,17.8,12.75,15.0,10.0,10.51,9.51,12.49,13.49,12.78,5,Swing Lo|Prev-Mo Lo|Swing Lo,14.45,4,W-R2|M-Pivot,11.2,8,52W Low|Prev-Wk Lo|M-S1|W-S1,9.47,2,M-S2,11.0,11.8,11.03,2013-12-09
FIRSTWIN,2.6,0.11,3.28,3.32,3.33,3.37,3.27,3.23,3.22,2.77,2.83,2.87,2.73,2.67,2.88,3.66,4.2,4.74,5.41,6.5,5.75,1.9,2.05,2.13,2.8,2.7,3.3,3.25,5.0,0.0,2.49,2.37,2.71,2.83,2.75,4,W-S1|W-Pivot,2.81,3,Prev-Wk Hi|W-R1,1.9,4,Swing Lo|52W Low,2.13,3,Vol POC,2.54,2.63,2.37,2018-02-20
FISCHER,41.72,2.11,37.08,40.83,43.52,47.27,34.39,30.64,27.95,36.24,38.23,39.5,34.97,32.98,51.09,66.82,77.88,88.93,102.6,124.7,121.7,31.05,32.01,34.27,37.51,34.25,39.77,33.33,45.0,40.0,39.61,37.5,43.83,45.94,51.12,4,Fib 78.6%|200 DMA,43.52,2,M-R2,37.3,4,M-Pivot|Prev-Wk Hi,40.83,3,M-R1,40.67,42.35,37.5,2026-06-30
FISHFALCON,0.6,0.08,0.7,0.85,1.1,1.25,0.45,0.3,0.05,0.6,0.6,0.6,0.6,0.6,1.15,1.62,1.95,2.28,2.69,3.35,2.3,0.55,0.6,1.5,0.6,0.6,0.95,0.55,5.0,0.0,0.52,0.44,0.68,0.76,0.7,3,M-Pivot,0.85,3,M-R1,0.55,5,Swing Lo|52W Low|Prev-Mo Lo,0.45,3,M-S1,0.56,0.62,0.54,1997-10-14
FIVESTAR,505.1,22.15,454.68,495.82,546.48,587.62,404.02,362.88,312.22,502.18,515.57,534.13,483.62,470.23,435.8,512.46,566.3,620.14,686.76,666.0,606.9,338.15,343.25,468.39,520.75,488.8,505.35,413.55,550.0,500.0,482.95,460.79,527.25,549.41,516.26,6,Fib 61.8%|W-R1|Prev-Wk Hi,548.24,3,M-R2|Round,497.91,9,200 DMA|M-R1|Round|W-Pivot,468.48,6,20 DMA|Vol POC|50 DMA|W-S2,494.02,511.75,490.44,2026-06-30
FKONCO,132.5,0.98,131.23,133.47,135.03,137.27,129.67,127.43,125.87,131.85,132.6,133.55,130.9,130.15,107.12,117.14,124.17,131.21,139.92,154.0,152.6,94.35,96.6,129.78,132.8,131.1,132.8,129.0,150.0,125.0,131.52,130.54,133.48,134.46,133.53,8,Prev-Mo Hi|Prev-Wk Hi|M-R1|W-R2|M-R2,137.27,1,M-R3,130.23,20,M-S2|Prev-Mo Lo|M-S1|Vol POC|W-S2|W-S1|Prev-Wk Lo|Fib 38.2%|M-Pivot|W-Pivot,125.01,4,Fib 50%|Round|M-S3,132.01,132.79,130.51,2014-01-02
FLAIR,260.0,10.39,306.62,326.98,365.37,385.73,268.23,247.87,209.48,272.03,279.27,293.33,257.97,250.73,280.01,296.47,308.02,319.58,333.88,357.0,348.8,260.1,270.2,319.31,286.1,264.8,345.0,286.25,275.0,250.0,249.61,239.23,270.39,280.77,267.74,6,Prev-Wk Lo|M-S1|Swing Lo,274.58,4,W-Pivot|Round|20 DMA,258.51,4,W-S1|52W Low,249.53,4,M-S2|Round|W-S2,254.81,263.12,254.63,2026-06-30
FLATPROD,17.95,1.3,20.23,23.97,28.73,32.47,15.47,11.73,6.97,18.92,21.33,24.67,15.58,13.17,14.64,17.89,20.18,22.46,25.28,29.85,25.0,10.5,11.0,24.82,22.25,16.5,25.0,16.5,20.0,15.0,16.65,15.36,19.25,20.54,20.14,6,Round|Fib 50%|M-Pivot,22.36,3,Prev-Wk Hi|Fib 38.2%,15.53,5,M-S1|W-S1,17.89,3,Fib 61.8%,17.3,18.34,15.36,2001-06-12
FLEX,215.3,6.87,216.97,233.93,242.42,259.38,208.48,191.52,183.03,217.1,220.3,226.2,211.2,208.0,88.33,122.36,146.25,170.14,199.71,247.5,240.0,45.0,47.75,109.81,223.0,213.9,225.45,200.0,225.0,200.0,208.43,201.56,222.17,229.04,217.03,5,M-Pivot|W-Pivot,221.65,3,W-R1|Prev-Wk Hi,209.23,6,W-S2|M-S1|W-S1,199.9,3,Fib 23.6%|Prev-Mo Lo|Round,211.86,217.36,206.09,2007-04-16
FLEXCHEM,29.95,1.46,20.38,22.12,23.73,25.47,18.77,17.03,15.42,25.95,29.25,30.9,24.3,21.0,22.39,27.85,31.67,35.5,40.24,45.0,43.9,15.45,16.3,30.07,27.6,22.65,22.0,18.65,30.0,25.0,28.49,27.03,31.41,32.87,30.07,3,Vol POC,31.67,2,Fib 50%,27.73,4,Prev-Wk Hi|Fib 61.8%,29.25,2,W-R1,29.22,30.39,27.31,2006-12-14
FLEXENGG,60.75,2.94,37.38,42.02,44.63,49.27,34.77,30.13,27.52,52.15,58.75,62.05,48.85,42.25,31.61,37.93,42.38,46.82,52.31,45.5,43.15,23.55,24.55,57.31,55.45,45.55,40.0,32.75,70.0,60.0,57.81,54.88,63.69,66.62,61.62,3,52W High|W-R2,70.0,1,Round,57.31,3,Vol POC,58.75,2,W-R1,59.28,61.63,56.45,2006-12-14
FLEXIADD,9.58,0.15,9.85,10.29,10.8,11.24,9.34,8.9,8.39,9.75,9.84,9.98,9.61,9.52,9.41,9.94,10.32,10.69,11.15,11.11,10.98,8.73,9.38,9.72,9.9,9.67,10.35,9.4,10.0,5.0,9.43,9.28,9.73,9.88,9.73,15,W-S1|Prev-Wk Lo|20 DMA|Vol POC|50 DMA|W-Pivot|W-R1|M-Pivot,9.96,6,Prev-Wk Hi|Fib 61.8%|W-R2|Round,9.41,8,M-S1|Swing Lo|Prev-Mo Lo|Fib 78.6%|W-S2,8.73,4,Swing Lo|52W Low,9.51,9.62,9.28,2026-06-30
FLEXITUFF,6.87,0.4,7.0,7.58,8.28,8.86,6.3,5.72,5.02,7.09,7.64,8.26,6.47,5.92,10.81,14.8,17.6,20.41,23.88,57.77,49.05,5.72,6.04,6.47,7.7,6.53,7.69,6.41,10.0,5.0,6.47,6.07,7.27,7.67,7.65,7,M-R1|W-R1|Prev-Mo Hi|Prev-Wk Hi,6.95,4,20 DMA|M-Pivot,6.47,7,Prev-Mo Lo|W-S1|Vol POC|Prev-Wk Lo,6.3,3,M-S1,6.67,6.99,6.37,2026-06-16
FLFL,4.75,0.38,5.35,5.45,5.5,5.6,5.3,5.2,5.15,5.47,5.68,6.02,5.13,4.92,18.63,29.61,37.33,45.04,54.58,70.0,62.45,4.65,5.05,5.66,5.8,5.25,5.4,5.25,5.0,0.0,4.37,3.99,5.13,5.51,5.16,5,W-S1|M-S3|M-S2,5.27,5,Prev-Mo Lo|Prev-Wk Lo|M-S1,4.65,4,Swing Lo|52W Low,,0,,4.56,4.86,4.58,2023-03-31
FLOATGLASS,39.8,2.36,34.3,37.5,40.2,43.4,31.6,28.4,25.7,34.67,36.33,38.12,32.88,31.22,18.85,23.4,26.6,29.8,33.75,37.0,28.85,13.05,14.05,35.06,36.45,33.0,37.0,31.1,40.0,35.0,37.44,35.08,42.16,44.52,40.12,5,Round|52W High|M-R2,43.4,1,M-R3,34.76,9,M-Pivot|W-Pivot|Round|Vol POC,37.17,6,Swing Hi|Prev-Mo Hi|M-R1,38.62,40.51,35.08,2003-09-10
FLUOROCHEM,3964.0,111.46,3617.37,3889.63,4150.27,4422.53,3356.73,3084.47,2823.83,3883.03,3974.17,4039.13,3818.07,3726.93,3146.31,3326.64,3453.3,3579.96,3736.68,3928.4,3878.0,2916.6,2925.1,3640.57,3948.0,3791.9,3878.0,3345.1,4000.0,3750.0,3852.54,3741.09,4075.46,4186.91,4000.82,6,W-R1|52W High|Round|W-R2,4150.27,2,M-R2,3900.84,11,Swing Hi|Prev-Mo Hi|W-Pivot|M-R1|Swing Hi|Prev-Wk Hi,3612.63,8,Fib 38.2%|M-Pivot|Vol POC,3908.27,3997.44,3842.33,2026-06-30
FMCGADD,49.0,0.73,49.84,50.31,51.15,51.62,49.0,48.53,47.69,49.71,50.32,50.99,49.04,48.43,48.56,49.1,49.48,49.86,50.33,51.09,,47.87,,49.59,50.38,49.1,50.67,49.36,50.0,45.0,48.27,47.53,49.73,50.47,49.56,18,Fib 61.8%|Prev-Wk Lo|Prev-Mo Lo|Fib 50%|Vol POC|W-Pivot|M-Pivot|Fib 38.2%|Round,50.7,15,M-R1|W-R1|Fib 23.6%|Prev-Wk Hi|Prev-Mo Hi|W-R2|Swing Hi|52W High|M-R2,48.16,9,M-S3|Swing Lo|52W Low|W-S2|M-S2|Fib 78.6%,45.0,1,Round,48.63,49.22,47.53,2026-06-30
FMCGIETF,52.35,0.81,53.94,55.37,58.08,59.51,51.23,49.8,47.09,53.21,53.98,55.04,52.15,51.38,51.49,53.8,55.42,57.05,59.05,62.3,61.74,48.55,50.91,56.46,54.27,52.44,56.66,52.52,60.0,50.0,51.54,50.73,53.16,53.97,53.6,13,Prev-Mo Lo|W-Pivot|50 DMA|Fib 61.8%|M-Pivot|W-R1|Prev-Wk Hi,55.35,9,W-R2|M-R1|Fib 50%|200 DMA,51.25,7,Swing Lo|M-S1|W-S2|Fib 78.6%,48.55,4,Swing Lo|52W Low,51.95,52.59,50.73,2026-06-30
FMGOETZE,444.15,15.66,441.7,465.1,510.4,533.8,396.4,373.0,327.7,459.37,469.73,486.92,442.18,431.82,412.33,454.99,484.95,514.91,551.98,611.9,577.4,358.0,410.0,395.82,476.55,449.0,487.0,418.3,450.0,425.0,428.49,412.83,459.81,475.47,450.67,9,50 DMA|Prev-Wk Lo|Round|200 DMA|Fib 61.8%,462.24,5,W-Pivot|M-R1,441.76,6,20 DMA|M-Pivot|W-S1,431.82,1,W-S2,436.32,448.85,435.13,2026-06-30
FMNL,10.75,0.89,8.86,10.62,11.64,13.4,7.84,6.08,5.06,10.35,11.59,12.82,9.12,7.88,8.57,10.01,11.03,12.04,13.29,15.31,14.35,5.89,6.35,7.49,11.58,9.11,9.88,7.1,15.0,10.0,9.86,8.96,11.64,12.54,11.6,5,Prev-Wk Hi|W-R1|M-R2,11.03,2,Fib 50%,9.96,5,Prev-Mo Hi|Round|Fib 61.8%,10.62,3,M-R1,10.3,11.02,9.81,2026-05-22
FOCUS,89.63,3.72,82.2,88.4,93.99,100.19,76.61,70.41,64.82,89.79,93.18,97.66,85.31,81.92,66.03,73.08,78.03,82.97,89.09,126.06,112.7,57.06,61.5,67.87,94.27,86.4,87.8,76.01,90.0,80.0,85.91,82.19,93.35,97.07,93.81,5,W-R1|M-R2|Prev-Wk Hi,98.32,3,W-R2|52W High,82.36,6,W-S2|M-Pivot|Fib 38.2%,88.43,5,Prev-Mo Hi|M-R1|Fib 23.6%,87.77,90.75,82.19,2026-06-30
FOODSIN,54.43,2.31,58.52,63.79,71.27,76.54,51.04,45.77,38.29,57.7,59.96,63.97,53.69,51.43,54.17,62.16,67.77,73.38,80.32,128.45,112.16,44.0,49.89,58.37,61.7,55.43,66.0,53.25,60.0,50.0,52.12,49.81,56.74,59.05,58.08,9,W-Pivot|50 DMA|Vol POC|M-Pivot,61.93,4,Prev-Wk Hi|Fib 61.8%,53.7,4,Prev-Mo Lo|W-S1|Fib 78.6%,51.23,4,M-S1|W-S2,53.28,55.12,52.89,2026-06-30
FORBESGOK,65.1,2.44,65.02,70.18,75.37,80.53,59.83,54.67,49.48,68.62,72.23,78.42,62.43,58.82,51.91,62.83,70.5,78.17,87.66,103.0,95.0,39.0,52.5,64.28,74.8,65.0,70.2,59.85,70.0,60.0,62.66,60.23,67.54,69.97,70.22,7,Round|M-R1|Prev-Mo Hi|Fib 50%,75.09,3,Prev-Wk Hi|M-R2,62.63,5,W-S1|Fib 61.8%,59.89,5,M-S1|Prev-Mo Lo|Round,63.88,65.83,61.69,2002-09-30
FORCEMOT,18580.0,650.79,19811.0,20842.0,22211.0,23242.0,18442.0,17411.0,16042.0,18360.0,19002.0,19613.0,17749.0,17107.0,17215.29,19189.12,20575.5,21961.88,23677.24,26450.0,23490.0,14911.0,16109.0,20050.42,18971.0,17718.0,21180.0,18780.0,19000.0,18500.0,17929.21,17278.43,19230.79,19881.57,18988.42,8,Prev-Mo Lo|Prev-Wk Hi|Round|W-R1|Fib 61.8%,19930.71,6,M-Pivot|Vol POC,18434.0,6,W-Pivot|M-S1|Round,17244.43,4,W-S2|Fib 78.6%|M-S2,18254.61,18775.24,18157.49,2026-06-30
FORTIS,956.95,22.5,943.9,977.25,1026.05,1059.4,895.1,861.75,812.95,964.27,977.98,1001.17,941.08,927.37,831.44,889.76,930.72,971.69,1022.37,1104.3,1010.1,766.8,779.55,912.84,987.45,950.55,992.7,910.55,1000.0,950.0,934.45,911.95,979.45,1001.95,971.46,10,W-Pivot|20 DMA|Fib 38.2%|M-R1|W-R1,998.28,6,Prev-Wk Hi|Prev-Mo Hi|Round|W-R2|Swing Hi,934.04,11,200 DMA|W-S2|Fib 50%|W-S1|M-Pivot,892.43,6,Fib 61.8%|M-S1,945.7,963.7,920.03,2026-06-30
FORTISFIN,4.05,0.66,3.7,3.7,3.7,3.7,3.7,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.47,5.59,6.38,7.16,8.13,9.5,9.45,3.05,3.5,5.98,4.0,4.0,3.7,3.7,5.0,0.0,3.39,2.72,4.71,5.38,5.59,3,Fib 61.8%,5.98,3,Vol POC,3.7,17,M-Pivot|M-R1|M-R2|M-R3|M-S1|M-S2|M-S3|Prev-Mo Hi|Prev-Mo Lo,4.0,10,W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Wk Hi|Prev-Wk Lo,3.72,4.25,3.64,2002-01-18
FORTUNEFIN,213.3,14.53,208.95,226.8,252.2,270.05,183.55,165.7,140.3,217.68,240.42,262.63,195.47,172.73,211.18,238.24,257.25,276.26,299.78,337.8,332.7,176.7,191.1,225.64,239.9,194.95,234.35,191.1,225.0,200.0,198.78,184.25,227.83,242.35,225.81,7,Round|Vol POC|M-R1,239.52,6,Fib 61.8%|Prev-Wk Hi|W-R1,210.06,4,M-Pivot|Fib 78.6%,195.21,3,Prev-Wk Lo|W-S1,206.04,217.66,206.91,2018-07-24
FOSECOIND,5331.1,208.84,5074.17,5501.53,6022.37,6449.73,4553.33,4125.97,3605.13,5240.73,5375.67,5559.93,5056.47,4921.53,4844.84,5272.57,5573.0,5873.43,6245.14,6846.0,6680.0,4300.0,4470.0,5345.33,5425.0,5105.8,5595.0,4646.8,5500.0,5000.0,5122.26,4913.43,5539.94,5748.77,5545.89,8,Round|M-R1|W-R2|Fib 50%|Prev-Mo Hi,5382.0,6,Vol POC|W-R1|Prev-Wk Hi,5066.22,10,20 DMA|200 DMA|W-S1|M-Pivot|Prev-Wk Lo,5256.65,5,W-Pivot|Fib 61.8%,5226.68,5393.75,4990.23,2026-06-30
FOURSOFT,16.7,1.78,16.47,19.68,23.92,27.13,12.23,9.02,4.78,17.72,19.03,19.82,16.93,15.62,10.12,13.05,15.1,17.15,19.69,23.8,23.45,6.4,6.95,14.46,18.5,16.4,20.7,13.25,20.0,15.0,14.92,13.14,18.48,20.26,17.04,4,W-S1|Fib 38.2%,17.72,2,W-Pivot,16.43,4,Prev-Wk Lo|M-Pivot,15.05,3,Round|Fib 50%,15.81,17.23,16.18,2013-08-01
FRACTAL,887.2,38.36,1009.85,1110.55,1218.7,1319.4,901.7,801.0,692.85,944.87,969.63,1014.77,899.73,874.97,815.94,880.5,925.85,971.2,1027.31,1118.0,1059.0,733.7,743.35,880.0,990.0,920.1,1118.0,909.15,900.0,850.0,848.84,810.47,925.56,963.93,902.65,7,W-S1|Round|M-S1|Prev-Mo Lo,967.7,6,20 DMA|50 DMA|W-R1|Fib 38.2%,878.49,7,W-S2|Vol POC|Fib 61.8%,801.0,2,M-S2,868.02,898.71,865.31,2026-06-30
FRETAIL,6.35,0.35,7.58,8.77,10.88,12.07,5.47,4.28,2.17,7.1,7.65,8.25,6.5,5.95,18.62,28.26,35.03,41.79,50.17,63.7,61.9,6.4,27.95,7.15,7.7,6.55,9.7,6.4,10.0,5.0,6.0,5.65,6.7,7.05,7.64,6,M-Pivot|W-R1|Prev-Wk Hi,7.12,5,W-Pivot|Vol POC,5.47,3,M-S1,4.28,2,M-S2,6.17,6.46,5.65,2022-07-22
FRL,151.05,6.93,141.28,157.32,170.03,186.07,128.57,112.53,99.82,143.68,152.87,165.63,130.92,121.73,110.74,124.04,133.38,142.71,154.27,172.95,161.75,93.8,98.2,160.91,156.45,134.5,154.0,125.25,175.0,150.0,144.12,137.19,157.98,164.91,161.33,5,Vol POC|Swing Hi,153.71,4,W-R1|Prev-Mo Hi|Fib 23.6%,142.56,7,M-Pivot|Fib 38.2%|W-Pivot,133.94,3,Fib 50%|Prev-Wk Lo,147.59,153.13,140.42,2016-05-10
FRLDVR,132.05,7.47,123.32,139.53,153.12,169.33,109.73,93.52,79.93,129.08,134.22,139.03,124.27,119.13,87.33,99.49,108.02,116.56,127.13,144.2,136.9,77.0,79.5,133.32,133.9,123.95,136.9,107.1,150.0,125.0,124.58,117.1,139.53,147.0,133.81,6,Vol POC|Prev-Wk Hi|W-R1,139.28,4,W-R2|M-R1,124.13,7,M-Pivot|Prev-Wk Lo|W-S1|Round,129.08,2,W-Pivot,128.31,134.29,122.27,2016-05-10
FRONTSP,1384.4,56.61,1617.67,1835.33,2086.67,2304.33,1366.33,1148.67,897.33,1427.73,1453.47,1491.73,1389.47,1363.73,1481.5,1564.33,1622.5,1680.67,1752.65,1869.0,1748.0,1376.0,1395.0,1642.84,1466.0,1402.0,1869.0,1400.0,1400.0,1300.0,1327.79,1271.19,1441.01,1497.61,1397.29,7,W-S1|Swing Lo|Prev-Mo Lo|Round|Prev-Wk Lo,1459.51,4,W-R1|20 DMA|Prev-Wk Hi,1370.51,8,W-S2|M-S1|Swing Lo|52W Low,1148.67,2,M-S2,1356.1,1401.38,1349.95,2026-06-30
FSC,29.4,2.09,24.0,26.95,30.8,33.75,20.15,17.2,13.35,32.13,33.97,37.03,29.07,27.23,37.19,49.85,58.75,67.65,78.66,96.45,85.35,21.05,21.5,32.08,35.2,30.3,27.85,21.05,30.0,25.0,27.31,25.21,31.49,33.59,32.11,5,Vol POC|W-Pivot,33.86,3,M-R3|W-R1,27.09,4,M-R1|W-S2,29.07,2,W-S1,28.35,30.03,26.68,2022-11-21
FSL,228.45,8.04,252.59,292.19,321.64,361.24,223.14,183.54,154.09,243.93,248.82,254.18,238.57,233.68,240.39,270.53,291.7,312.87,339.06,381.4,379.7,202.0,203.15,261.48,249.3,239.05,282.05,213.0,250.0,225.0,220.41,212.37,236.49,244.53,249.9,8,20 DMA|W-R1|Prev-Wk Hi|Round|M-Pivot,239.34,4,W-S1|Prev-Wk Lo|Fib 78.6%,202.38,6,Swing Lo|52W Low|Swing Lo,224.07,4,M-S1|Round,224.43,230.86,212.37,2026-06-30
FSS,723.0,16.18,725.4,770.8,829.4,874.8,666.8,621.4,562.8,721.27,741.43,760.17,702.53,682.37,533.33,590.12,630.0,669.88,719.23,799.0,795.0,461.0,472.1,697.82,740.0,701.1,784.0,680.0,750.0,700.0,706.82,690.64,739.18,755.36,794.25,7,Prev-Mo Hi|Swing Hi|Swing Hi|52W High,743.81,4,Prev-Wk Hi|W-R1|Round,700.36,7,Vol POC|Round|Prev-Wk Lo|W-S1,668.34,5,M-S1|Fib 38.2%,714.91,727.85,690.64,2006-02-02
FTCPOF3YDV,12.05,0.93,12.27,13.48,14.97,16.18,10.78,9.57,8.08,12.63,12.77,13.03,12.37,12.23,8.96,9.98,10.7,11.42,12.31,13.75,12.9,9.0,9.25,11.3,12.9,12.5,13.75,11.05,15.0,10.0,11.12,10.19,12.98,13.91,12.29,7,W-S2|M-Pivot|Fib 23.6%|W-S1,12.9,6,W-R1|Swing Hi|Prev-Wk Hi|W-R2,11.36,5,Vol POC|Fib 38.2%,10.74,5,Fib 50%|M-S1,11.59,12.33,11.19,2010-05-19
FTCPOF3YGR,13.1,0.51,12.4,13.3,14.45,15.35,11.25,10.35,9.2,12.33,12.52,12.78,12.07,11.88,9.5,10.67,11.5,12.33,13.35,15.0,13.55,8.0,8.15,10.82,12.6,12.15,13.55,11.5,15.0,10.0,12.59,12.07,13.61,14.13,15.0,5,Swing Hi|52W High|Round,13.32,4,M-R1|Fib 23.6%,12.39,9,Fib 38.2%|W-Pivot|M-Pivot|W-R1,12.11,3,W-S1|Prev-Wk Lo,12.84,13.25,12.2,2010-05-27
FTCPOF5YDV,10.8,0.81,11.43,12.07,13.33,13.97,10.17,9.53,8.27,11.65,11.65,11.65,11.65,11.65,8.58,10.02,11.03,12.03,13.28,15.3,13.5,6.75,7.25,11.27,11.65,11.65,12.7,10.8,15.0,10.0,9.99,9.18,11.61,12.42,11.65,10,W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Wk Hi|Prev-Wk Lo,11.35,6,Vol POC|M-Pivot,10.01,4,Round|Fib 61.8%,10.17,3,M-S1,10.39,11.04,9.86,2012-05-22
FTCPOF5YGR,13.5,0.86,14.38,14.42,14.43,14.47,14.37,14.33,14.32,14.23,15.27,16.03,13.47,12.43,9.31,10.85,11.93,13.0,14.34,16.5,15.45,7.35,8.0,12.06,15.0,13.2,14.4,14.35,15.0,10.0,12.64,11.78,14.36,15.22,14.37,20,W-Pivot|M-S3|M-S2|Fib 23.6%|Prev-Mo Lo|M-S1|M-Pivot|Prev-Mo Hi|M-R1|M-R2|M-R3,15.36,4,W-R1|Swing Hi,13.47,2,W-S1,13.0,2,Fib 38.2%,13.07,13.76,13.27,2012-04-23
FTCSF3YDIV,11.7,0.23,11.65,12.25,12.95,13.55,10.95,10.35,9.65,11.38,11.72,12.03,11.07,10.73,9.4,10.1,10.6,11.1,11.71,12.7,12.35,8.5,8.8,11.02,11.7,11.05,12.35,11.05,15.0,10.0,11.47,11.24,11.93,12.16,12.32,6,M-R1|Swing Hi|Prev-Mo Hi,12.7,4,Swing Hi|52W High,11.04,12,M-S1|Vol POC|Prev-Mo Lo|Prev-Wk Lo|W-S1|Fib 38.2%,11.65,3,M-Pivot,11.59,11.77,11.24,2009-12-11
FTCSF3YGRO,12.1,0.24,11.47,12.48,13.02,14.03,10.93,9.92,9.38,11.62,12.43,12.87,11.18,10.37,9.39,10.01,10.45,10.89,11.43,12.3,12.05,8.6,9.0,11.99,12.05,10.8,12.0,10.45,15.0,10.0,11.86,11.62,12.34,12.58,12.38,9,Swing Hi|52W High|W-R1|M-R1,12.95,3,W-R2|M-R2,12.02,7,Vol POC|Prev-Mo Hi|Swing Hi|Prev-Wk Hi,11.51,6,Fib 23.6%|M-Pivot|W-Pivot,11.98,12.17,11.84,2009-12-11
FTCSF5YDIV,11.1,0.07,10.92,10.98,11.07,11.13,10.83,10.77,10.68,10.9,10.9,10.9,10.9,10.9,10.75,11.15,11.43,11.7,12.05,12.6,12.45,10.25,10.3,11.34,10.9,10.9,11.0,10.85,15.0,10.0,11.03,10.96,11.17,11.24,11.38,5,Vol POC|Fib 50%,11.14,4,M-R3|Fib 61.8%,10.87,25,M-S3|Fib 78.6%|M-S2|M-S1|Prev-Mo Lo|W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Wk Hi|Prev-Wk Lo|M-Pivot|M-R1|Prev-Mo Hi,10.27,6,Swing Lo|52W Low|Swing Lo,11.07,11.12,10.93,2011-12-23
FTCSF5YGRO,13.7,0.34,13.67,13.83,14.17,14.33,13.33,13.17,12.83,13.22,13.33,13.57,12.98,12.87,11.33,11.9,12.3,12.7,13.2,14.0,13.7,10.6,11.0,12.7,13.45,13.1,14.0,13.5,15.0,10.0,13.36,13.03,14.04,14.37,13.96,8,M-R1|Swing Hi|52W High|Prev-Mo Hi,14.25,3,M-R2|M-R3,13.19,13,W-S1|Prev-Wk Lo|M-S2|Fib 23.6%|W-Pivot|M-S1|W-R1,12.77,7,Fib 38.2%|Vol POC|M-S3|W-S2,13.53,13.8,13.03,2011-12-23
FUJITSICIM,99.8,5.75,106.0,116.3,132.7,143.0,89.6,79.3,62.9,101.5,105.9,111.9,95.5,91.1,87.41,105.0,117.35,129.7,144.99,169.7,133.8,65.0,65.65,91.16,107.5,97.1,122.4,95.7,100.0,90.0,94.05,88.3,105.55,111.3,105.63,8,Fib 61.8%|W-R1|M-Pivot,100.75,3,Round|W-Pivot,90.47,8,M-S1|Round|W-S2|Vol POC,95.6,3,W-S1|Prev-Mo Lo,96.92,101.52,89.11,2004-03-03
FULFORD,105.0,3.41,115.53,121.07,129.53,135.07,107.07,101.53,93.07,107.53,112.07,117.23,102.37,97.83,119.86,133.1,142.4,151.7,163.2,181.8,159.0,110.0,111.6,174.62,112.7,103.0,124.0,110.0,125.0,100.0,101.59,98.17,108.41,111.83,110.92,7,Swing Lo|Prev-Mo Lo|Swing Lo|W-R1,107.3,5,M-S1|W-Pivot,102.47,7,M-S2|W-S1|52W Low|Prev-Wk Lo,100.0,1,Round,103.29,106.02,100.93,2002-09-30
