symbol,price,so9_degree,so9_nearest,so9_r1,so9_s1,all_resistance,all_support,computed_date
GESHIP,1402.0,34.79,Northeast,1439.69,1364.81,1439.69|1477.89|1516.58|1555.77|1595.47,1364.81|1328.11|1291.92|1256.23|1221.03,2026-07-15
GFLLIMITED,46.41,281.25,South,53.47,39.85,53.47|61.03|69.1|77.66|86.72,39.85|33.79|28.22|23.16|18.6,2026-07-15
GHCL,445.7,335.09,Southeast,467.06,424.84,467.06|488.92|511.28|534.15|557.51,424.84|404.48|384.62|365.25|346.39,2026-07-15
GHCLTEXTIL,109.77,220.88,Southwest,120.5,99.54,120.5|131.72|143.45|155.68|168.41,99.54|89.82|80.59|71.86|63.63,2026-07-15
GICHSGFIN,151.76,192.44,West,164.33,139.69,164.33|177.4|190.97|205.04|219.61,139.69|128.12|117.05|106.48|96.41,2026-07-15
GICL,18.04,179.52,West,18.04,14.08,18.04|22.54|27.53|33.03|39.03,14.08|14.04|10.58|10.55|7.58,2026-07-15
GICRE,364.85,333.19,Southeast,364.85,346.0,364.85|384.2|404.05|424.4|445.25,346.0|327.65|309.8|292.45|275.59,2026-07-15
GILLANDERS,89.33,36.26,Northeast,99.03,80.13,99.03|109.23|119.93|131.14|142.84,80.13|71.43|63.23|55.52|48.32,2026-07-15
GILLETTE,7880.5,273.99,South,7969.52,7791.98,7969.52|8059.04|8149.07|8239.59|8330.61,7791.98|7703.96|7616.43|7529.41|7442.89,2026-07-15
GIPCL,166.81,299.79,Southeast,179.98,166.81,179.98|193.64|207.81|222.47|237.64,166.81|154.14|141.98|130.31|119.15,2026-07-15
GKENERGY,143.23,129.22,Northwest,155.45,131.51,155.45|168.17|181.38|195.1|209.32,131.51|120.29|109.58|99.36|89.64,2026-07-15
GKSL,133.9,57.87,Northeast,145.72,122.58,145.72|158.04|170.86|184.19|198.01,122.58|111.76|101.44|91.61|82.29,2026-07-15
GKWLIMITED,1780.0,169.21,West,1780.0,1738.06,1780.0|1822.44|1865.38|1908.82|1952.76,1738.06|1696.62|1655.68|1615.24|1575.3,2026-07-15
GLAND,2461.2,64.89,Northeast,2511.06,2461.2,2511.06|2561.42|2612.28|2663.64|2715.5,2461.2|2411.84|2362.98|2314.62|2266.76,2026-07-15
GLAXO,2420.5,350.74,East,2469.95,2420.5,2469.95|2519.9|2570.35|2621.29|2672.74,2420.5|2371.55|2323.1|2275.15|2227.71,2026-07-15
GLENMARK,2301.3,129.94,Northwest,2349.52,2301.3,2349.52|2398.24|2447.47|2497.19|2547.41,2301.3|2253.58|2206.36|2159.63|2113.41,2026-07-15
GLOBAL,101.96,152.55,Northwest,112.31,92.11,112.31|123.16|134.5|146.35|158.7,92.11|82.76|73.92|65.57|57.72,2026-07-15
GLOBALVECT,158.42,240.57,Southwest,171.26,146.08,171.26|184.59|198.43|212.77|227.6,146.08|134.25|122.91|112.07|101.74,2026-07-15
GLOBE,2.15,38.93,Northeast,2.15,1.07,2.15|3.87|6.08|8.8|12.02,1.07|0.93|0.28|0.22|0.0,2026-07-15
GLOBUSSPR,936.55,243.56,Southwest,967.4,906.2,967.4|998.76|1030.61|1062.96|1095.82,906.2|876.34|846.99|818.14|789.78,2026-07-15
GLOSTERLTD,677.4,139.84,Northwest,703.68,677.4,703.68|730.45|757.73|785.51|813.78,677.4|651.62|626.35|601.57|577.29,2026-07-15
GMBREW,916.95,185.61,West,947.48,916.95,947.48|978.51|1010.04|1042.07|1074.61,916.95|886.92|857.39|828.36|799.83,2026-07-15
GMDCLTD,589.55,185.52,West,614.08,565.52,614.08|639.11|664.64|690.67|717.2,565.52|541.99|518.96|496.43|474.4,2026-07-15
GMMPFAUDLR,774.0,102.75,North,802.07,746.43,802.07|830.64|859.71|889.28|919.35,746.43|719.36|692.79|666.72|641.15,2026-07-15
GMRAIRPORT,114.68,262.6,South,125.64,114.68,125.64|137.1|149.06|161.52|174.47,114.68|104.22|94.26|84.8|75.84,2026-07-15
GMRP&UI,99.87,133.83,Northwest,99.87,90.13,99.87|110.11|120.86|132.1|143.84,90.13|80.88|72.14|63.9|56.15,2026-07-15
GNA,529.25,315.98,Southeast,552.51,506.49,552.51|576.26|600.52|625.27|650.53,506.49|484.24|462.48|441.23|420.47,2026-07-15
GNFC,502.65,210.57,Southwest,525.32,480.48,525.32|548.49|572.16|596.33|621.0,480.48|458.81|437.64|416.97|396.8,2026-07-15
GNRL,101.12,145.05,Northwest,101.12,91.31,101.12|111.43|122.23|133.54|145.34,91.31|82.01|73.2|64.9|57.09,2026-07-15
GOACARBON,412.05,188.82,West,432.6,392.0,432.6|453.65|475.2|497.25|519.8,392.0|372.45|353.4|334.85|316.8,2026-07-15
GOCLCORP,402.95,148.25,Northwest,423.27,383.13,423.27|444.1|465.42|487.24|509.57,383.13|363.8|344.98|326.66|308.83,2026-07-15
GOCOLORS,343.9,233.02,Southwest,362.69,325.61,362.69|381.99|401.78|422.08|442.87,325.61|307.81|290.52|273.72|257.43,2026-07-15
GODAVARIB,266.2,191.81,West,266.2,250.13,266.2|282.77|299.83|317.4|335.46,250.13|234.57|219.5|204.94|190.87,2026-07-15
GODFRYPHLP,2091.8,87.52,North,2137.79,2046.31,2137.79|2184.27|2231.26|2278.74|2326.73,2046.31|2001.33|1956.84|1912.86|1869.37,2026-07-15
GODIGIT,303.3,29.79,Northeast,303.3,286.13,303.3|320.97|339.13|357.8|376.96,286.13|269.47|253.3|237.64|222.47,2026-07-15
GODREJAGRO,565.4,95.07,North,589.43,541.87,589.43|613.96|638.98|664.51|690.54,541.87|518.84|496.32|474.29|452.76,2026-07-15
GODREJCP,1068.7,259.38,South,1068.7,1036.26,1068.7|1101.64|1135.08|1169.02|1203.46,1036.26|1004.32|972.88|941.94|911.5,2026-07-15
GODREJIND,1382.4,347.52,East,1419.83,1345.47,1419.83|1457.76|1496.19|1535.12|1574.55,1345.47|1309.04|1273.11|1237.68|1202.75,2026-07-15
GODREJPROP,2162.6,225.68,Southwest,2209.35,2116.35,2209.35|2256.61|2304.36|2352.62|2401.37,2116.35|2070.59|2025.34|1980.58|1936.33,2026-07-15
GOKEX,856.8,3.81,East,886.32,827.78,886.32|916.34|946.86|977.88|1009.41,827.78|799.26|771.24|743.72|716.69,2026-07-15
GOKUL,41.53,214.99,Southwest,48.22,35.34,48.22|55.42|63.11|71.31|80.0,35.34|29.64|24.45|19.75|15.56,2026-07-15
GOKULAGRO,215.4,256.77,South,230.33,200.97,230.33|245.75|261.68|278.11|295.03,200.97|187.05|173.62|160.69|148.27,2026-07-15
GOLDIAM,374.55,18.59,East,394.15,374.55,394.15|414.26|434.86|455.96|477.57,374.55|355.45|336.84|318.74|301.14,2026-07-15
GOODLUCK,1629.4,200.85,West,1670.02,1589.28,1670.02|1711.13|1752.75|1794.86|1837.48,1589.28|1549.67|1510.55|1471.94|1433.82,2026-07-15
GOODYEAR,786.3,142.39,Northwest,786.3,758.51,786.3|814.59|843.38|872.67|902.46,758.51|731.22|704.43|678.14|652.34,2026-07-15
GOPAL,267.2,197.33,West,267.2,251.1,267.2|283.8|300.89|318.49|336.59,251.1|235.51|220.41|205.81|191.72,2026-07-15
GOYALALUM,6.63,238.48,Southwest,9.45,5.88,9.45|12.78|16.6|20.93|25.75,5.88|4.31|3.71|2.48|2.03,2026-07-15
GPIL,256.35,136.97,Northwest,256.35,240.59,256.35|272.61|289.37|306.63|324.39,240.59|225.33|210.57|196.31|182.55,2026-07-15
GPPL,155.56,220.03,Southwest,168.28,143.34,168.28|181.5|195.23|209.45|224.17,143.34|131.62|120.39|109.67|99.45,2026-07-15
GPTHEALTH,156.8,228.96,Southwest,169.57,144.53,169.57|182.84|196.62|210.89|225.66,144.53|132.76|121.48|110.71|100.44,2026-07-15
GPTINFRA,122.48,327.07,Southeast,133.8,111.66,133.8|145.61|157.93|170.75|184.07,111.66|101.35|91.53|82.21|73.39,2026-07-15
GRANDOAK,43.49,242.05,Southwest,50.33,37.15,50.33|57.68|65.52|73.87|82.71,37.15|31.3|25.96|21.11|16.77,2026-07-15
GRANULES,897.65,127.95,Northwest,927.86,867.94,927.86|958.57|989.78|1021.49|1053.7,867.94|838.73|810.02|781.81|754.1,2026-07-15
GRAPHITE,626.5,320.4,Southeast,651.78,601.72,651.78|677.56|703.84|730.62|757.9,601.72|577.44|553.66|530.38|507.6,2026-07-15
GRASIM,3144.3,148.33,Northwest,3144.3,3088.48,3144.3|3200.62|3257.45|3314.77|3372.6,3088.48|3033.15|2978.33|2924.0|2870.18,2026-07-15
GRAUWEIL,79.89,303.86,Southeast,79.89,71.2,79.89|89.08|98.77|108.95|119.64,71.2|63.01|55.33|48.14|41.45,2026-07-15
GRAVISSHO,30.8,53.96,Northeast,36.6,25.5,36.6|42.9|49.7|57.0|64.8,25.5|20.7|16.4|15.6|12.6,2026-07-15
GRAVITA,1846.0,308.72,Southeast,1889.22,1803.28,1889.22|1932.93|1977.15|2021.86|2067.08,1803.28|1761.07|1719.35|1678.14|1637.42,2026-07-15
GREAVESCOT,262.17,169.5,West,262.17,246.23,262.17|278.61|295.55|312.99|330.94,246.23|230.79|215.85|201.4|187.46,2026-07-15
GREENLAM,260.95,162.71,West,277.35,260.95,277.35|294.26|311.66|329.57|347.97,260.95|245.05|229.64|214.74|200.33,2026-07-15
GREENPANEL,196.07,135.45,Northwest,210.32,196.07,210.32|225.07|240.33|256.08|272.33,196.07|182.32|169.07|156.31|144.06,2026-07-15
GREENPLY,317.0,99.81,North,317.0,299.45,317.0|335.05|353.61|372.66|392.22,299.45|282.39|265.84|249.78|234.23,2026-07-15
GREENPOWER,10.14,348.18,East,10.14,7.93,10.14|13.57|17.51|21.94|26.88,7.93|7.21|5.36|4.77|3.3,2026-07-15
GRINDWELL,2034.3,333.58,Southeast,2079.65,2034.3,2079.65|2125.51|2171.86|2218.71|2266.07,2034.3|1989.45|1945.09|1901.24|1857.89,2026-07-15
GRINFRA,905.1,150.28,Northwest,935.43,875.27,935.43|966.27|997.6|1029.44|1061.77,875.27|845.93|817.1|788.76|760.93,2026-07-15
GRMOVER,94.73,86.93,North,94.73,85.25,94.73|104.71|115.2|126.18|137.66,85.25|76.26|67.78|59.8|52.32,2026-07-15
GROBTEA,911.2,168.5,West,941.64,881.26,941.64|972.57|1004.01|1035.94|1068.38,881.26|851.83|822.89|794.46|766.52,2026-07-15
GROWW,208.18,212.12,Southwest,222.86,194.0,222.86|238.04|253.72|269.89|286.57,194.0|180.32|167.14|154.47|142.29,2026-07-15
GRPLTD,1901.8,64.73,Northeast,1945.66,1901.8,1945.66|1990.02|2034.88|2080.24|2126.1,1901.8|1858.44|1815.58|1773.22|1731.36,2026-07-15
GRSE,2640.6,24.62,Northeast,2692.24,2589.46,2692.24|2744.37|2797.01|2850.15|2903.78,2589.46|2538.83|2488.69|2439.05|2389.92,2026-07-15
GRWRHITECH,7041.0,118.92,Northwest,7125.16,6957.34,7125.16|7209.82|7294.98|7380.64|7466.8,6957.34|6874.18|6791.52|6709.36|6627.7,2026-07-15
GSFC,161.7,263.9,South,174.67,149.23,174.67|188.13|202.1|216.56|231.53,149.23|137.27|125.8|114.84|104.37,2026-07-15
GSLSU,36.47,142.03,Northwest,42.76,30.68,42.76|49.55|56.84|64.63|72.92,30.68|25.39|20.6|16.31|12.52,2026-07-15
GSPCROP,431.95,276.01,South,431.95,411.42,431.95|452.98|474.52|496.55|519.08,411.42|391.38|371.85|352.82|334.28,2026-07-15
GTL,7.28,260.67,South,7.28,5.3,7.28|10.23|13.68|17.62|22.07,5.3|4.83|3.25|2.88|1.69,2026-07-15
GTLINFRA,1.31,341.02,East,2.7,0.73,2.7|4.6|6.99|9.89|13.28,0.73|0.42|0.13|0.02,2026-07-15
GTPL,60.22,91.83,North,68.23,52.71,68.23|76.74|85.75|95.26|105.27,52.71|45.7|39.19|33.18|27.67,2026-07-15
GUFICBIO,400.25,136.12,Northwest,420.51,400.25,420.51|441.26|462.52|484.27|506.53,400.25|380.49|361.24|342.48|324.23,2026-07-15
GUJALKALI,610.5,262.49,South,635.46,586.04,635.46|660.92|686.87|713.33|740.29,586.04|562.08|538.63|515.67|493.21,2026-07-15
GUJAPOLLO,371.05,2.28,East,390.56,371.05,390.56|410.58|431.09|452.1|473.61,371.05|352.04|333.52|315.51|298.0,2026-07-15
GUJRAFFIA,38.0,164.59,West,44.41,38.0,44.41|51.33|58.74|66.66|75.07,38.0|32.09|26.67|21.76|17.34,2026-07-15
GUJTHEM,381.95,52.84,Northeast,401.74,381.95,401.74|422.04|442.83|464.12|485.92,381.95|362.66|343.86|325.57|307.78,2026-07-15
GULFOILLUB,1044.6,192.65,West,1077.17,1012.53,1077.17|1110.24|1143.81|1177.88|1212.45,1012.53|980.96|949.89|919.32|889.25,2026-07-15
GULPOLY,192.17,110.26,North,192.17,178.56,192.17|206.28|220.9|236.01|251.62,178.56|165.44|152.83|140.72|129.11,2026-07-15
GVPIL,808.3,212.51,Southwest,808.3,780.12,808.3|836.98|866.16|895.84|926.02,780.12|752.44|725.26|698.58|672.4,2026-07-15
GVPTECH,6.8,244.38,Southwest,9.66,5.72,9.66|13.02|16.87|21.23|26.09,5.72|4.44|3.58|2.58|1.94,2026-07-15
GVT&D,4525.6,4.06,East,4525.6,4458.58,4525.6|4593.12|4661.15|4729.67|4798.69,4458.58|4392.05|4326.03|4260.51|4195.49,2026-07-15
GYFTR,164.52,283.78,South,177.6,164.52,177.6|191.17|205.25|219.83|234.9,164.52|151.94|139.87|128.29|117.21,2026-07-15
HAL,4511.3,344.92,East,4578.72,4444.38,4578.72|4646.63|4715.05|4783.96|4853.38,4444.38|4377.97|4312.05|4246.64|4181.72,2026-07-15
HALDER,227.74,331.39,Southeast,243.08,212.9,243.08|258.92|275.26|292.1|309.45,212.9|198.56|184.72|171.38|158.53,2026-07-15
HALEOSLABS,1587.3,106.37,North,1627.39,1547.71,1627.39|1667.98|1709.07|1750.66|1792.75,1547.71|1508.62|1470.03|1431.94|1394.35,2026-07-15
HAPPSTMNDS,407.55,168.82,West,407.55,387.61,407.55|427.99|448.93|470.36|492.3,387.61|368.17|349.24|330.8|312.86,2026-07-15
HAPPYFORGE,1593.0,119.23,Northwest,1633.16,1553.34,1633.16|1673.82|1714.99|1756.65|1798.81,1553.34|1514.18|1475.51|1437.35|1399.69,2026-07-15
HARDWYN,24.12,299.02,Southeast,29.28,24.12,29.28|34.94|41.1|47.76|54.93,24.12|21.06|19.46|16.72|15.3,2026-07-15
HARIOMPIPE,381.95,52.84,Northeast,401.74,381.95,401.74|422.04|442.83|464.12|485.92,381.95|362.66|343.86|325.57|307.78,2026-07-15
HARRMALAYA,221.24,292.34,South,236.36,206.62,236.36|251.99|268.11|284.74|301.86,206.62|192.49|178.87|165.74|153.12,2026-07-15
HARSHA,422.45,234.65,Southwest,443.25,402.15,443.25|464.56|486.36|508.66|531.47,402.15|382.34|363.04|344.24|325.93,2026-07-15
HATHWAY,11.24,18.47,East,14.84,11.24,14.84|18.95|23.55|28.65|34.25,11.24|9.91|8.14|7.01|5.53,2026-07-15
HATSUN,901.9,140.7,Northwest,932.18,872.12,932.18|962.96|994.24|1026.03|1058.31,872.12|842.84|814.06|785.77|757.99,2026-07-15
HAVELLS,1178.8,195.06,West,1213.38,1144.72,1213.38|1248.47|1284.05|1320.13|1356.72,1144.72|1111.13|1078.05|1045.47|1013.38,2026-07-15
HAVISHA,1.21,333.0,Southeast,1.21,0.81,1.21|2.56|4.41|6.76|9.61,0.81|0.36|0.16|0.01,2026-07-15
HAWKINCOOK,8957.0,250.46,South,8957.0,8862.61,8957.0|9051.89|9147.28|9243.17|9339.57,8862.61|8768.72|8675.33|8582.43|8490.04,2026-07-15
HBESD,75.0,253.85,South,75.0,66.59,75.0|83.91|93.32|103.23|113.64,66.59|58.68|51.27|44.36|37.95,2026-07-15
HBLENGINE,766.2,77.46,North,794.13,766.2,794.13|822.56|851.49|880.92|910.85,766.2|738.77|711.84|685.41|659.48,2026-07-15
HCC,23.77,292.58,Southeast,23.77,21.39,23.77|28.9|34.52|40.65|47.27,21.39|19.14|17.01|15.02|13.14,2026-07-15
HCG,678.85,144.86,Northwest,678.85,653.05,678.85|705.15|731.96|759.26|787.07,653.05|627.74|602.94|578.63|554.83,2026-07-15
HCL-INSYS,11.97,37.76,Northeast,15.68,9.24,15.68|19.89|24.6|29.81|35.52,9.24|8.76|6.45|6.05|4.16,2026-07-15
HCLTECH,1221.2,305.22,Southeast,1221.2,1186.5,1221.2|1256.4|1292.09|1328.29|1364.98,1186.5|1152.31|1118.61|1085.42|1052.72,2026-07-15
HDBFS,756.25,45.0,Northeast,784.0,729.0,784.0|812.25|841.0|870.25|900.0,729.0|702.25|676.0|650.25|625.0,2026-07-15
HDFCAMC,2749.0,212.56,Southwest,2749.0,2696.82,2749.0|2801.68|2854.86|2908.54|2962.72,2696.82|2645.14|2593.96|2543.28|2493.1,2026-07-15
HDFCBANK,817.95,242.97,Southwest,846.8,789.6,846.8|876.15|906.0|936.35|967.2,789.6|761.75|734.4|707.55|681.2,2026-07-15
HDFCLIFE,573.4,125.24,Northwest,597.6,549.7,597.6|622.29|647.49|673.18|699.38,549.7|526.51|503.81|481.62|459.92,2026-07-15
HEADSUP,6.91,248.16,South,6.91,5.62,6.91|9.79|13.17|17.05|21.42,5.62|4.53|3.5|2.65|1.88,2026-07-15
HEALTHX,337.6,202.3,West,356.22,337.6,356.22|375.35|394.97|415.1|435.72,337.6|319.48|301.85|284.73|268.1,2026-07-15
HECPROJECT,128.69,16.95,East,140.28,117.6,140.28|152.38|164.97|178.07|191.66,117.6|107.0|96.91|87.31|78.22,2026-07-15
HEG,575.4,132.75,Northwest,599.64,575.4,599.64|624.37|649.61|675.35|701.59,575.4|551.66|528.43|505.69|483.45,2026-07-15
HEIDELBERG,157.08,230.97,Southwest,169.86,144.8,169.86|183.15|196.93|211.21|226.0,144.8|133.01|121.73|110.95|100.66,2026-07-15
HEMIPROP,139.8,103.27,North,151.87,128.23,151.87|164.45|177.52|191.09|205.17,128.23|117.15|106.58|96.51|86.93,2026-07-15
HERANBA,183.25,51.66,Northeast,197.04,169.96,197.04|211.32|226.11|241.4|257.18,169.96|157.18|144.89|133.1|121.82,2026-07-15
HERITGFOOD,337.05,199.61,West,355.66,318.94,355.66|374.77|394.38|414.49|435.09,318.94|301.33|284.22|267.61|251.51,2026-07-15
HEROMOTOCO,4952.1,201.81,West,5022.72,4952.1,5022.72|5093.84|5165.46|5237.58|5310.21,4952.1|4881.98|4812.36|4743.24|4674.62,2026-07-15
HESTERBIO,2545.0,215.64,Southwest,2545.0,2494.8,2545.0|2595.7|2646.9|2698.59|2750.79,2494.8|2445.1|2395.91|2347.21|2299.01,2026-07-15
HEXAGON,76.16,265.85,South,85.14,67.68,85.14|94.61|104.59|115.07|126.04,67.68|59.71|52.23|45.25|38.78,2026-07-15
HEXATRADEX,161.35,261.43,South,174.3,148.9,174.3|187.75|201.71|216.16|231.11,148.9|136.95|125.49|114.54|104.09,2026-07-15
HEXT,566.2,98.09,North,590.24,566.2,590.24|614.79|639.83|665.38|691.42,566.2|542.66|519.61|497.07|475.02,2026-07-15
HFCL,214.63,252.05,South,214.63,200.23,214.63|229.53|244.93|260.83|277.23,200.23|186.33|172.93|160.03|147.63,2026-07-15
HGINFRA,568.05,105.08,North,592.13,544.47,592.13|616.72|641.8|667.39|693.47,544.47|521.38|498.8|476.71|455.13,2026-07-15
HGM,51.26,343.73,East,58.67,44.35,58.67|66.58|74.99|83.9|93.31,44.35|37.94|32.03|26.62|21.71,2026-07-15
HGS,417.4,212.47,Southwest,417.4,397.22,417.4|438.08|459.26|480.94|503.12,397.22|377.54|358.36|339.68|321.5,2026-07-15
HIKAL,245.69,76.41,North,261.61,245.69,261.61|278.04|294.96|312.39|330.31,245.69|230.27|215.34|200.92|186.99,2026-07-15
HIMATSEIDE,89.11,34.17,Northeast,98.8,89.11,98.8|108.99|119.68|130.87|142.56,89.11|79.92|71.23|63.04|55.35,2026-07-15
HINDALCO,966.85,331.96,Southeast,998.19,936.01,998.19|1030.04|1062.38|1095.23|1128.57,936.01|905.66|875.82|846.47|817.63,2026-07-15
HINDCOMPOS,437.3,299.11,Southeast,458.46,437.3,458.46|480.12|502.29|524.95|548.11,437.3|416.64|396.48|376.81|357.65,2026-07-15
HINDCOPPER,497.95,191.66,West,520.51,497.95,520.51|543.58|567.14|591.21|615.77,497.95|475.89|454.32|433.26|412.69,2026-07-15
HINDOILEXP,154.34,211.21,Southwest,154.34,142.17,154.34|167.01|180.19|193.86|208.03,142.17|130.49|119.32|108.65|98.47,2026-07-15
HINDPETRO,391.6,97.0,North,411.64,391.6,411.64|432.18|453.22|474.76|496.79,391.6|372.06|353.02|334.48|316.44,2026-07-15
HINDUNILVR,2130.6,163.52,West,2177.01,2084.69,2177.01|2223.92|2271.33|2319.23|2367.64,2084.69|2039.28|1994.37|1949.97|1906.06,2026-07-15
HINDWAREAP,247.85,88.79,North,263.84,232.36,263.84|280.34|297.33|314.82|332.82,232.36|217.36|202.87|188.88|175.38,2026-07-15
HINDZINC,532.6,329.06,Southeast,555.93,509.77,555.93|579.76|604.08|628.91|654.24,509.77|487.44|465.62|444.29|423.46,2026-07-15
HIRECT,1052.7,215.16,Southwest,1085.4,1020.5,1085.4|1118.59|1152.29|1186.48|1221.18,1020.5|988.81|957.61|926.92|896.72,2026-07-15
HISARMETAL,157.03,230.61,Southwest,157.03,144.75,157.03|169.81|183.09|196.87|211.15,144.75|132.97|121.69|110.91|100.62,2026-07-15
HITECH,89.12,34.26,Northeast,98.81,89.12,98.81|109.0|119.69|130.88|142.57,89.12|79.93|71.24|63.05|55.36,2026-07-15
HLEGLAS,409.25,176.39,West,429.73,389.27,429.73|450.71|472.19|494.17|516.65,389.27|369.79|350.81|332.33|314.35,2026-07-15
HLVLTD,7.49,267.62,South,10.48,7.49,10.48|13.96|17.95|22.44|27.42,7.49|5.12|5.0|3.11|3.02,2026-07-15
HMAAGRO,21.88,256.97,South,26.81,21.88,26.81|32.24|38.16|44.59|51.52,21.88|18.68|17.45|14.61|13.52,2026-07-15
HMVL,89.27,35.69,Northeast,98.97,89.27,98.97|109.17|119.86|131.06|142.76,89.27|80.07|71.37|63.18|55.48,2026-07-15
HNDFDS,571.3,117.34,Northwest,595.45,547.65,595.45|620.1|645.26|670.91|697.06,547.65|524.5|501.84|479.69|458.04,2026-07-15
HOMEFIRST,1261.0,46.9,Northeast,1296.76,1225.74,1296.76|1333.02|1369.78|1407.04|1444.8,1225.74|1190.98|1156.72|1122.96|1089.7,2026-07-15
HONASA,472.25,86.64,North,494.23,472.25,494.23|516.71|539.69|563.18|587.16,472.25|450.77|429.79|409.31|389.32,2026-07-15
HONAUT,38215.0,42.58,Northeast,38410.74,38215.0,38410.74|38606.97|38803.71|39000.95|39198.68,38215.0|38019.76|37825.03|37630.79|37437.05,2026-07-15
HONDAPOWER,2143.5,188.63,West,2190.05,2097.45,2190.05|2237.1|2284.64|2332.69|2381.24,2097.45|2051.9|2006.86|1962.31|1918.26,2026-07-15
HPAL,34.45,111.49,North,40.57,28.83,40.57|47.19|54.31|61.93|70.05,28.83|23.71|19.09|14.97|13.18,2026-07-15
HPIL,121.14,316.15,Southeast,132.4,121.14,132.4|144.15|156.41|169.17|182.42,121.14|110.38|100.13|90.37|81.11,2026-07-15
HPL,351.05,267.54,South,370.04,332.56,370.04|389.52|409.51|430.0|450.98,332.56|314.58|297.09|280.1|263.62,2026-07-15
HSCL,663.1,90.13,North,689.1,637.6,689.1|715.6|742.6|770.1|798.1,637.6|612.6|588.1|564.1|540.6,2026-07-15
HTMEDIA,25.81,329.46,Southeast,31.14,25.81,31.14|36.97|43.3|50.13|57.46,25.81|20.98|19.53|16.65|15.36,2026-07-15
HUBTOWN,210.17,224.5,Southwest,224.92,195.92,224.92|240.16|255.91|272.16|288.91,195.92|182.18|168.93|156.18|143.93,2026-07-15
HUDCO,210.24,224.94,Southwest,224.99,195.99,224.99|240.24|255.99|272.24|288.99,195.99|182.24|168.99|156.24|143.99,2026-07-15
HUHTAMAKI,221.53,294.1,Southeast,236.66,206.9,236.66|252.3|268.43|285.07|302.2,206.9|192.76|179.13|165.99|153.36,2026-07-15
HYUNDAI,1994.4,253.57,South,1994.4,1949.99,1994.4|2039.31|2084.72|2130.63|2177.03,1949.99|1906.08|1862.67|1819.77|1777.36,2026-07-15
ICDSLTD,40.0,193.42,West,40.0,33.93,40.0|46.57|53.65|61.22|69.3,33.93|28.35|23.28|18.7|14.63,2026-07-15
ICEMAKE,764.65,72.41,North,792.55,737.25,792.55|820.95|849.86|879.26|909.16,737.25|710.35|683.94|658.04|632.64,2026-07-15
ICICIAMC,3205.6,246.24,Southwest,3262.47,3149.23,3262.47|3319.84|3377.7|3436.07|3494.94,3149.23|3093.36|3038.0|2983.13|2928.76,2026-07-15
ICICIBANK,1409.5,52.8,Northeast,1447.29,1372.21,1447.29|1485.59|1524.38|1563.67|1603.47,1372.21|1335.41|1299.12|1263.33|1228.03,2026-07-15
ICICIGI,1787.3,184.76,West,1787.3,1745.27,1787.3|1829.83|1872.85|1916.38|1960.41,1745.27|1703.75|1662.72|1622.19|1582.17,2026-07-15
ICICIPRULI,519.7,278.45,South,542.75,519.7,542.75|566.29|590.34|614.89|639.93,519.7|497.15|475.11|453.56|432.51,2026-07-15
ICIL,412.3,189.93,West,432.86,392.24,432.86|453.91|475.47|497.52|520.08,392.24|372.69|353.63|335.08|317.02,2026-07-15
ICRA,5284.0,259.4,South,5356.94,5284.0,5356.94|5430.38|5504.32|5578.76|5653.71,5284.0|5211.56|5139.62|5068.18|4997.24,2026-07-15
IDBI,84.07,345.41,East,93.49,75.15,93.49|103.41|113.83|124.75|136.16,75.15|66.73|58.81|51.39|44.48,2026-07-15
IDEA,13.96,87.54,North,13.96,10.65,13.96|17.95|22.43|27.42|32.91,10.65|10.47|7.64|7.49|5.12,2026-07-15
IDFCFIRSTB,80.58,310.79,Southeast,89.81,71.85,89.81|99.53|109.76|120.49|131.71,71.85|63.63|55.9|48.67|41.95,2026-07-15
IEX,118.8,296.92,Southeast,129.95,108.15,129.95|141.6|153.75|166.4|179.55,108.15|98.0|88.35|79.2|70.55,2026-07-15
IFBIND,1423.4,86.04,North,1461.38,1423.4,1461.38|1499.86|1538.83|1578.31|1618.29,1423.4|1385.92|1348.94|1312.47|1276.49,2026-07-15
IFCI,76.46,268.95,South,85.45,76.46,85.45|94.95|104.94|115.44|126.43,76.46|67.97|59.97|52.48|45.48,2026-07-15
IFGLEXPOR,223.52,306.11,Southeast,238.72,223.52,238.72|254.42|270.62|287.32|304.52,223.52|208.82|194.62|180.92|167.72,2026-07-15
IGARASHI,475.45,99.87,North,497.5,475.45,497.5|520.06|543.11|566.67|590.72,475.45|453.9|432.84|412.29|392.23,2026-07-15
IGCL,75.42,258.2,South,84.35,75.42,84.35|93.79|103.72|114.16|125.09,75.42|66.99|59.05|51.62|44.68,2026-07-15
IGIL,346.1,243.68,Southwest,364.95,327.75,364.95|384.31|404.16|424.52|445.37,327.75|309.89|292.54|275.68|259.33,2026-07-15
IGL,153.07,201.99,West,165.69,140.95,165.69|178.81|192.44|206.56|221.18,140.95|129.33|118.2|107.58|97.46,2026-07-15
IGPL,434.25,285.96,South,455.34,413.66,455.34|476.93|499.02|521.6|544.69,413.66|393.57|373.98|354.9|336.31,2026-07-15
IIFL,556.9,62.77,Northeast,580.75,533.55,580.75|605.1|629.95|655.29|681.14,533.55|510.7|488.35|466.51|445.16,2026-07-15
IIFLCAPS,337.15,200.1,West,337.15,319.04,337.15|355.76|374.87|394.48|414.6,319.04|301.43|284.32|267.7|251.59,2026-07-15
