symbol,latest_date,dominant_type,score_30d,count_30d,count_90d,high_signal_30d
HDFCLIFE,2026-08-04,ANALYST_MEET,170,2,17,2
VINEETLAB,2026-08-14,MANAGEMENT_CHANGE,170,5,11,0
JINDALSAW,2026-07-23,ANALYST_MEET,170,2,36,2
SVLL,2026-08-08,BOARD_OUTCOME,165,3,18,2
RADHIKAJWE,2026-08-11,BOARD_OUTCOME,165,3,8,2
BKMINDST,2026-08-14,BOARD_OUTCOME,165,3,4,2
TATAELXSI,2026-08-11,PRESS_RELEASE,165,3,28,0
ELECON,2026-08-05,ANALYST_MEET,165,3,31,1
ANNAPURNA,2026-08-12,PRESS_RELEASE,165,3,9,0
NATHBIOGEN,2026-08-06,BOARD_OUTCOME,165,4,6,1
TRF,2026-08-06,ANALYST_MEET,165,3,15,1
KSOLVES,2026-07-30,ANALYST_MEET,165,3,11,1
MADRASFERT,2026-08-11,BOARD_OUTCOME,160,2,10,2
CCHHL,2026-08-13,BOARD_OUTCOME,160,2,8,2
LASA,2026-08-14,BOARD_OUTCOME,160,2,10,2
ASHIMASYN,2026-08-11,REGULATORY,160,4,20,0
INDOAMIN,2026-08-17,OTHER,160,5,23,1
IDBI,2026-07-22,PRESS_RELEASE,160,4,24,0
SBGLP,2026-08-17,BOARD_OUTCOME,150,3,12,1
RUSHABEAR,2026-08-12,BOARD_OUTCOME,150,3,9,1
ARIHANTCAP,2026-08-12,BOARD_OUTCOME,150,3,23,1
NSIL,2026-08-07,BOARD_OUTCOME,150,3,10,1
ATAM,2026-08-14,BOARD_OUTCOME,150,3,11,1
DIGIDRIVE,2026-08-17,BOARD_OUTCOME,150,3,10,1
ARCHIDPLY,2026-08-09,BOARD_OUTCOME,150,3,10,1
CORALFINAC,2026-08-12,BOARD_OUTCOME,150,3,14,1
OSIAHYPER,2026-08-17,DISTRESS,150,5,14,1
VLEGOV,2026-08-12,BOARD_OUTCOME,150,3,6,1
PRAENG,2026-08-17,BOARD_OUTCOME,150,3,7,1
BDL,2026-08-14,BOARD_OUTCOME,150,3,15,1
BCG,2026-08-14,BOARD_OUTCOME,150,3,10,1
PIXTRANS,2026-08-10,BOARD_OUTCOME,150,3,11,1
VIRINCHI,2026-08-17,BOARD_OUTCOME,150,3,21,1
BHANDARI,2026-08-14,BOARD_OUTCOME,150,3,8,1
ADL,2026-08-17,BOARD_OUTCOME,150,3,11,1
KAUSHALYA,2026-08-17,BOARD_OUTCOME,150,3,7,1
MURUDCERA,2026-08-13,BOARD_OUTCOME,150,3,5,1
NAVKARURB,2026-08-13,BOARD_OUTCOME,150,3,14,1
CLCIND,2026-08-08,BOARD_OUTCOME,150,3,11,1
ARCOTECH,2026-07-31,BOARD_OUTCOME,150,3,8,1
KCP,2026-08-04,REGULATORY,145,4,14,1
STCINDIA,2026-08-07,PRESS_RELEASE,145,2,22,1
SHRENIK,2026-08-05,BOARD_OUTCOME,140,3,12,1
AAREYDRUGS,2026-08-14,BOARD_OUTCOME,140,2,8,2
GOENKA,2026-08-14,BOARD_OUTCOME,140,2,6,2
ICSA,2026-08-14,BOARD_OUTCOME,140,2,7,2
ONWARDTEC,2026-08-14,ANALYST_MEET,140,2,28,1
TECHNOCRAF,2026-08-14,PRESS_RELEASE,135,3,3,0
MVELECTRO,2026-08-06,PRESS_RELEASE,135,3,3,0
RCOM,2026-08-15,PRESS_RELEASE,135,4,14,0
RADAAN,2026-08-14,BOARD_OUTCOME,135,3,10,1
HSCL,2026-08-10,ANALYST_MEET,130,2,24,1
UMIYA-MRO,2026-08-14,REGULATORY,130,4,7,0
WINSOME,2026-08-17,DISTRESS,130,3,13,1
SANWARIA,2026-08-13,BOARD_OUTCOME,125,2,6,1
GOLDTECH,2026-08-13,BOARD_OUTCOME,125,2,13,1
VISHWARAJ,2026-08-15,BOARD_OUTCOME,125,2,7,1
VIKASECO,2026-08-17,BOARD_OUTCOME,125,2,11,1
GLOBALVECT,2026-08-12,BOARD_OUTCOME,125,2,8,1
GOCLCORP,2026-08-13,BOARD_OUTCOME,125,2,15,1
BOHRAIND,2026-08-14,BOARD_OUTCOME,125,2,11,1
VINYLINDIA,2026-07-31,BOARD_OUTCOME,125,2,8,1
AIFL,2026-08-17,BOARD_OUTCOME,125,2,5,1
SURAJLTD,2026-07-25,BOARD_OUTCOME,125,2,9,1
SINTERCOM,2026-08-13,BOARD_OUTCOME,125,2,4,1
CELEBRITY,2026-08-05,BOARD_OUTCOME,125,2,6,1
PIGL,2026-08-16,BOARD_OUTCOME,125,2,12,1
PARASPETRO,2026-08-17,BOARD_OUTCOME,125,2,8,1
GTECJAINX,2026-08-12,BOARD_OUTCOME,125,2,10,1
GTL,2026-08-12,BOARD_OUTCOME,125,2,6,1
STEL,2026-08-08,BOARD_OUTCOME,125,2,10,1
BANG,2026-08-15,BOARD_OUTCOME,125,2,9,1
LATTEYS,2026-08-14,BOARD_OUTCOME,125,2,9,1
RELIABLE,2026-08-17,BOARD_OUTCOME,125,2,11,1
LANDSMILL,2026-08-14,BOARD_OUTCOME,125,2,11,1
SEYAIND,2026-08-14,BOARD_OUTCOME,125,2,5,1
AGROPHOS,2026-08-14,BOARD_OUTCOME,125,2,18,1
BGLOBAL,2026-08-14,BOARD_OUTCOME,125,2,6,1
WIPL,2026-08-12,BOARD_OUTCOME,125,2,4,1
SUPREME,2026-08-11,BOARD_OUTCOME,125,2,5,1
SHANTI,2026-08-17,BOARD_OUTCOME,125,2,10,1
KHAITANLTD,2026-08-03,BOARD_OUTCOME,125,2,6,1
LINCOLN,2026-08-14,BOARD_OUTCOME,125,2,7,1
LOTUSEYE,2026-08-11,BOARD_OUTCOME,125,2,9,1
COFFEEDAY,2026-08-10,BOARD_OUTCOME,125,2,10,1
BPL,2026-08-13,BOARD_OUTCOME,125,2,10,1
APOLSINHOT,2026-08-11,BOARD_OUTCOME,125,2,9,1
NAGREEKEXP,2026-08-14,BOARD_OUTCOME,125,2,10,1
NILKAMAL,2026-08-01,BOARD_OUTCOME,125,2,12,1
IFCI,2026-08-14,BOARD_OUTCOME,125,2,8,1
KREBSBIO,2026-08-07,BOARD_OUTCOME,125,2,8,1
ADVENTHTL,2026-08-07,BOARD_OUTCOME,125,2,11,1
KEEPLEARN,2026-08-15,BOARD_OUTCOME,125,2,9,1
KAVDEFENCE,2026-08-15,BOARD_OUTCOME,125,2,14,1
UMESLTD,2026-08-14,BOARD_OUTCOME,125,2,7,1
UNIINFO,2026-08-14,BOARD_OUTCOME,125,2,10,1
VPRPL,2026-08-17,BOARD_OUTCOME,125,2,12,1
KOTHARIPRO,2026-08-14,BOARD_OUTCOME,125,2,9,1
NORBTEAEXP,2026-08-13,BOARD_OUTCOME,125,2,18,1
DICIND,2026-08-14,BOARD_OUTCOME,125,2,18,1
UNIVAFOODS,2026-08-12,BOARD_OUTCOME,125,2,9,1
MODTHREAD,2026-08-17,BOARD_OUTCOME,125,2,6,1
RTNINDIA,2026-08-05,BOARD_OUTCOME,125,2,20,1
ATCOM,2026-08-11,BOARD_OUTCOME,125,2,9,1
SAKUMA,2026-08-14,BOARD_OUTCOME,125,2,7,1
SAGARDEEP,2026-08-12,BOARD_OUTCOME,125,2,10,1
NAGREEKCAP,2026-08-13,BOARD_OUTCOME,125,2,6,1
TREEHOUSE,2026-08-07,BOARD_OUTCOME,125,2,5,1
ORIENTLTD,2026-08-12,BOARD_OUTCOME,125,2,12,1
TFL,2026-08-01,BOARD_OUTCOME,125,2,6,1
ALGOQUANT,2026-08-15,BOARD_OUTCOME,125,2,9,1
VETO,2026-08-13,BOARD_OUTCOME,125,2,11,1
GENUSPAPER,2026-08-13,BOARD_OUTCOME,125,2,7,1
PREMIER,2026-08-15,BOARD_OUTCOME,125,2,8,1
SUVIDHAA,2026-08-15,BOARD_OUTCOME,125,2,12,1
SURANAT&P,2026-08-08,BOARD_OUTCOME,125,2,8,1
PRAKASHSTL,2026-08-14,BOARD_OUTCOME,125,2,7,1
SVPGLOB,2026-08-14,BOARD_OUTCOME,125,2,9,1
GICL,2026-08-17,BOARD_OUTCOME,125,2,14,1
DONEAR,2026-08-15,BOARD_OUTCOME,125,2,12,1
VIVIDHA,2026-08-14,BOARD_OUTCOME,125,2,8,1
AKSHOPTFBR,2026-08-16,BOARD_OUTCOME,125,2,13,1
DPWIRES,2026-08-17,BOARD_OUTCOME,125,2,9,1
BLUECOAST,2026-08-08,BOARD_OUTCOME,125,2,4,1
MALUPAPER,2026-07-24,BOARD_OUTCOME,125,2,9,1
CAPTRUST,2026-08-12,BOARD_OUTCOME,125,2,7,1
NITINFIRE,2026-08-14,BOARD_OUTCOME,125,2,7,1
TPHQ,2026-08-14,BOARD_OUTCOME,125,2,8,1
ITDC,2026-08-11,BOARD_OUTCOME,125,2,11,1
MASKINVEST,2026-08-17,BOARD_OUTCOME,125,2,7,1
DOLATALGO,2026-08-15,BOARD_OUTCOME,125,2,12,1
ORCHASP,2026-08-12,BOARD_OUTCOME,125,2,8,1
VENKEYS,2026-08-11,BOARD_OUTCOME,125,2,5,1
GVKPIL,2026-08-17,BOARD_OUTCOME,125,2,8,1
PANSARI,2026-08-14,BOARD_OUTCOME,125,2,12,1
GSS,2026-08-17,BOARD_OUTCOME,125,2,10,1
AUSOMENT,2026-08-13,BOARD_OUTCOME,125,2,12,1
HEADSUP,2026-08-14,BOARD_OUTCOME,125,2,9,1
ORIENTALTL,2026-08-11,BOARD_OUTCOME,125,2,13,1
HAVISHA,2026-08-14,BOARD_OUTCOME,125,2,9,1
GAYAPROJ,2026-08-14,REGULATORY,120,3,4,1
CONFIPET,2026-08-11,REGULATORY,120,3,14,1
BAJAJINDEF,2026-08-14,REGULATORY,120,3,13,1
BAJAJHLDNG,2026-08-03,REGULATORY,120,3,9,1
CUBEXTUB,2026-08-13,REGULATORY,120,3,9,1
KOTARISUG,2026-08-13,REGULATORY,120,3,12,1
KOTHARIPET,2026-08-14,REGULATORY,120,3,12,1
VADILALIND,2026-08-17,REGULATORY,120,3,8,1
RUBFILA,2026-08-13,REGULATORY,120,3,12,1
ALPSINDUS,2026-08-14,REGULATORY,120,3,11,1
VASWANI,2026-08-14,REGULATORY,120,3,13,1
NAGAFERT,2026-08-14,REGULATORY,115,2,10,1
GNA,2026-07-25,REGULATORY,115,2,14,1
LCL,2026-08-15,ANALYST_MEET,110,2,2,1
EMMVEE,2026-08-13,ANALYST_MEET,110,2,17,1
NELCO,2026-08-17,PRESS_RELEASE,110,2,17,0
AGARIND,2026-08-13,BOARD_OUTCOME,105,3,15,1
SETUINFRA,2026-07-31,DISTRESS,105,2,7,1
KHAICHEM,2026-07-22,REGULATORY,105,3,16,0
ALOKINDS,2026-08-10,REGULATORY,105,3,15,0
IMPEXFERRO,2026-08-13,DISTRESS,100,3,13,1
SGFIN,2026-08-01,ESOP,100,2,27,0
ANDHRSUGAR,2026-08-08,BOARD_OUTCOME,95,2,13,1
AURUS,2026-08-14,BOARD_OUTCOME,95,2,2,1
WELINV,2026-08-04,BOARD_OUTCOME,95,2,7,1
BLUEBLENDS,2026-08-14,BOARD_OUTCOME,95,2,8,1
SREEL,2026-08-14,BOARD_OUTCOME,95,2,10,1
AGSTRA,2026-08-12,RESULT_UPDATE,90,1,7,1
SECURKLOUD,2026-08-10,OTHER,90,3,11,1
VALUEIND,2026-08-10,RESULT_UPDATE,90,1,4,1
SKIL,2026-08-12,DISTRESS,90,6,14,0
VIDEOIND,2026-08-07,RESULT_UPDATE,90,1,11,1
BNALTD,2026-07-24,ACQUISITION,85,1,1,1
GTPL,2026-07-21,ANALYST_MEET,85,1,12,1
ANANDRATHI,2026-07-27,ACQUISITION,85,1,24,1
SITINET,2026-07-31,PRESS_RELEASE,80,2,8,0
ASIL,2026-08-14,BOARD_OUTCOME,80,2,10,1
ARVEE,2026-08-07,BOARD_OUTCOME,80,2,4,1
GLFL,2026-07-30,BOARD_OUTCOME,70,1,9,1
GILLANDERS,2026-08-07,BOARD_OUTCOME,70,1,10,1
PKTEA,2026-08-08,BOARD_OUTCOME,70,1,8,1
GANGOTRI,2026-07-24,BOARD_OUTCOME,70,1,2,1
AIRAN,2026-08-13,BOARD_OUTCOME,70,1,8,1
GMDCLTD,2026-07-31,BOARD_OUTCOME,70,1,5,1
ERAINFRA,2026-08-12,BOARD_OUTCOME,70,1,1,1
ZENITHSTL,2026-08-14,BOARD_OUTCOME,70,1,7,1
ENERGYDEV,2026-08-10,BOARD_OUTCOME,70,1,6,1
SILLYMONKS,2026-08-12,BOARD_OUTCOME,70,1,10,1
BHARATIDIL,2026-08-14,BOARD_OUTCOME,70,1,4,1
EROSMEDIA,2026-08-14,BOARD_OUTCOME,70,1,7,1
SUPREMEENG,2026-08-13,DISTRESS,70,2,5,0
JOCIL,2026-08-04,BOARD_OUTCOME,70,1,3,1
GOYALALUM,2026-08-14,BOARD_OUTCOME,70,1,6,1
HILTON,2026-08-14,BOARD_OUTCOME,70,1,13,1
HEXATRADEX,2026-08-11,BOARD_OUTCOME,70,1,7,1
NEXTMEDIA,2026-07-31,BOARD_OUTCOME,70,1,5,1
AMBICAAGAR,2026-08-14,BOARD_OUTCOME,70,1,11,1
AMDIND,2026-08-12,BOARD_OUTCOME,70,1,7,1
STARTECK,2026-08-11,BOARD_OUTCOME,70,1,3,1
HEMIPROP,2026-08-11,BOARD_OUTCOME,70,1,8,1
PALREDTEC,2026-08-13,BOARD_OUTCOME,70,1,5,1
ORTINGLOBE,2026-08-14,BOARD_OUTCOME,70,1,11,1
NKIND,2026-08-11,BOARD_OUTCOME,70,1,7,1
INDOWIND,2026-08-13,BOARD_OUTCOME,70,1,7,1
SOMICONVEY,2026-08-11,BOARD_OUTCOME,70,1,5,1
ANMOL,2026-08-08,BOARD_OUTCOME,70,1,4,1
KHANDSE,2026-08-10,BOARD_OUTCOME,70,1,5,1
CEREBRAINT,2026-08-13,BOARD_OUTCOME,70,1,8,1
CHEMBOND,2026-07-19,PRESS_RELEASE,55,1,15,0
DELPHIFX,2026-08-04,PRESS_RELEASE,55,1,13,0
RPEL,2026-07-25,PRESS_RELEASE,55,1,15,0
NETWORK18,2026-08-17,PRESS_RELEASE,55,1,10,0
SETCO,2026-07-31,PRESS_RELEASE,55,1,14,0
EIMCOELECO,2026-08-05,PRESS_RELEASE,55,1,17,0
RIIL,2026-08-10,PRESS_RELEASE,55,1,13,0
PODDARHOUS,2026-08-05,PRESS_RELEASE,55,1,5,0
JAYNECOIND,2026-08-01,PRESS_RELEASE,55,1,12,0
MAHEPC,2026-08-06,PRESS_RELEASE,55,1,18,0
BAJAJCON,2026-08-05,REGULATORY,50,2,20,0
CHEMBONDCH,2026-07-31,REGULATORY,50,2,9,0
AGRITECH,2026-08-06,DISTRESS,40,2,6,0
FCONSUMER,2026-08-14,DISTRESS,30,2,13,0
RHFL,2026-08-10,DISTRESS,30,2,10,0
ARDEE,2026-08-12,REGULATORY,25,1,1,0
DHOOTTRANS,2026-08-17,REGULATORY,25,1,1,0
ASTRON,2026-07-28,DISTRESS,15,1,5,0
COMPINFO,2026-08-10,DISTRESS,15,1,5,0
FELDVR,2026-08-05,DISTRESS,15,1,1,0
TECHIN,2026-08-06,DISTRESS,15,1,3,0
SHIRPUR-G,2026-07-21,DISTRESS,15,1,8,0
FEL,2026-08-05,DISTRESS,15,1,1,0
SUULD,2026-07-22,OTHER,10,1,2,0
ASHIKA,2026-07-21,OTHER,10,1,1,0
MORARJEE,2026-06-18,DISTRESS,0,0,2,0
INDSWFTLTD,2025-08-08,PRESS_RELEASE,0,0,0,0
UNIPLY,2026-01-13,DISTRESS,0,0,0,0
INFOMEDIA,2026-07-14,REGULATORY,0,0,6,0
ISEC,2025-03-17,ESOP,0,0,0,0
ISMTLTD,2024-08-02,REGULATORY,0,0,0,0
INDBANK,2026-07-13,REGULATORY,0,0,6,0
IDFC,2024-10-03,PRESS_RELEASE,0,0,0,0
SANGHIIND,2026-03-27,ANALYST_MEET,0,0,0,0
DHARAN,2026-07-14,PRESS_RELEASE,0,0,2,0
DHANI,2025-10-24,PRESS_RELEASE,0,0,0,0
BRFL,2024-08-09,DISTRESS,0,0,0,0
IEL,2025-10-24,PRESS_RELEASE,0,0,0,0
UDAICEMENT,2025-08-18,REGULATORY,0,0,0,0
TV18BRDCST,2024-10-09,PRESS_RELEASE,0,0,0,0
TULSI,2026-07-05,PRESS_RELEASE,0,0,4,0
MVL,2025-02-25,DISTRESS,0,0,0,0
ANKITMETAL,2026-01-21,DISTRESS,0,0,0,0
UMANGDAIRY,2025-06-26,REGULATORY,0,0,0,0
IL&FSTRANS,2026-07-14,PRESS_RELEASE,0,0,5,0
SAYAJIHOTL,2026-05-05,VOLUME_ALERT,0,0,0,0
LGBFORGE,2024-08-03,PRESS_RELEASE,0,0,0,0
LLOYDPP,2026-06-19,ACQUISITION,0,0,1,0
ACLGATI,2025-11-18,PRESS_RELEASE,0,0,0,0
AURIGROW,2026-07-14,MANAGEMENT_CHANGE,0,0,13,0
SPTL,2025-05-20,RESULT_UPDATE,0,0,0,0
DIL,2026-04-03,PRESS_RELEASE,0,0,0,0
SANCO,2026-06-04,RESULT_UPDATE,0,0,5,0
MARSHALL,2026-05-05,REGULATORY,0,0,0,0
IVRCLINFRA,2026-03-11,REGULATORY,0,0,0,0
JIKIND,2024-10-16,REGULATORY,0,0,0,0
METALFORGE,2025-03-19,DISTRESS,0,0,0,0
AMIRCHAND,2026-07-15,PRESS_RELEASE,0,0,13,0
MERCATOR,2025-05-29,BOARD_OUTCOME,0,0,0,0
MEP,2026-07-15,REGULATORY,0,0,6,0
MCDHOLDING,2025-10-29,REGULATORY,0,0,0,0
HINDMOTORS,2025-09-25,PRESS_RELEASE,0,0,0,0
HINDNATGLS,2025-09-20,DISTRESS,0,0,0,0
HINDMOTOR,2026-06-15,ACQUISITION,0,0,1,0
OCCL,2025-07-08,PRESS_RELEASE,0,0,0,0
TCNSBRANDS,2024-09-01,REGULATORY,0,0,0,0
TATAMTRDVR,2024-08-28,OTHER,0,0,0,0
PILITA,2026-07-18,REGULATORY,0,0,12,0
PDPL,2025-02-03,DISTRESS,0,0,0,0
TALWGYM,2024-12-05,PRESS_RELEASE,0,0,0,0
GSPL,2026-05-06,PRESS_RELEASE,0,0,0,0
HERCULES,2025-12-30,PRESS_RELEASE,0,0,0,0
HDIL,2026-06-25,DISTRESS,0,0,1,0
CURATECH,2025-03-07,REGULATORY,0,0,0,0
CYBERPP,2026-04-10,ACQUISITION,0,0,0,0
SBIHOMEFIN,2024-08-09,DISTRESS,0,0,0,0
SATHAISPAT,2025-06-24,DISTRESS,0,0,0,0
GOLDENTOBC,2026-07-13,REGULATORY,0,0,1,0
TECHNOFAB,2025-04-10,OTHER,0,0,0,0
PAEL,2025-04-08,DISTRESS,0,0,0,0
IWEL,2025-07-04,REGULATORY,0,0,0,0
ROLTA,2026-01-16,DISTRESS,0,0,0,0
RNAVAL,2026-04-28,PRESS_RELEASE,0,0,0,0
MANGCHEFER,2025-10-27,OTHER,0,0,0,0
VISESHINFO,2026-04-02,PRESS_RELEASE,0,0,0,0
VIPULLTD,2026-06-29,PRESS_RELEASE,0,0,7,0
JETAIRWAYS,2026-04-09,PRESS_RELEASE,0,0,0,0
JBCHEPHARM,2026-07-13,PRESS_RELEASE,0,0,22,0
MANPASAND,2025-08-04,REGULATORY,0,0,0,0
GMBREW,2026-07-15,REGULATORY,0,0,9,0
DEEPENR,2024-09-18,PRESS_RELEASE,0,0,0,0
PEL,2025-09-20,OTHER,0,0,0,0
JPINFRATEC,2025-03-12,RESULT_UPDATE,0,0,0,0
VISUINTL,2025-06-19,PRESS_RELEASE,0,0,0,0
JINDCOT,2024-11-04,BOARD_OUTCOME,0,0,0,0
JPASSOCIAT,2026-06-22,DISTRESS,0,0,9,0
EDUCOMP,2026-07-14,RESULT_UPDATE,0,0,1,0
GENSOL,2026-07-14,PRESS_RELEASE,0,0,2,0
GENCON,2026-06-27,REGULATORY,0,0,9,0
LYPSAGEMS,2026-07-13,REGULATORY,0,0,9,0
FLFL,2026-07-07,DISTRESS,0,0,4,0
JUBLINDS,2024-10-15,PRESS_RELEASE,0,0,0,0
FRETAIL,2025-07-30,DISTRESS,0,0,0,0
FEDDERELEC,2026-02-23,BOARD_OUTCOME,0,0,0,0
RANEENGINE,2025-04-16,REGULATORY,0,0,0,0
EUROMULTI,2026-07-11,REGULATORY,0,0,2,0
RBL,2025-04-28,REGULATORY,0,0,0,0
FSC,2026-03-17,DISTRESS,0,0,0,0
BIRLATYRE,2024-08-01,DISTRESS,0,0,0,0
RELCAPITAL,2025-02-12,DISTRESS,0,0,0,0
CELESTIAL,2024-10-16,DISTRESS,0,0,0,0
CIGNITITEC,2026-06-09,PRESS_RELEASE,0,0,1,0
KRISHANA,2026-07-18,ANALYST_MEET,0,0,33,0
