event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2023-07-05,DHRUV,Dhruv Consultancy Services Limited,Other business matters,OTHER,"Dhruv Consultancy Services Ltd has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 05/07/2023 ,inter alia, to consider and approve (i) the re-appointment of the Auditors of the Company and (ii) to consider the re-appointment of Directors/Independent Directors, change in designation(s) (if any) and also to consider allied business matters.",OTHER
2023-07-05,HATSUN,Hatsun Agro Product Limited,Other business matters,OTHER,To consider other business matters,FMCG
2023-07-05,INFOBEAN,InfoBeans Technologies Limited,Other business matters,OTHER,To consider other business matters,IT
2023-07-05,SOLARA,Solara Active Pharma Sciences Limited,Fund Raising,OTHER,"To consider the proposal to issue equity shares to existing shareholders on Rights basis, as may be permitted under applicable law, subject to such regulatory/statutory approvals, as may be required.",PHARMA
2023-07-06,ADANIGREEN,Adani Green Energy Limited,Fund Raising,OTHER,To consider Fund Raising,POWER
2023-07-06,BSE,BSE Limited,Buyback,BUYBACK,To consider the proposal for  buyback of fully paid equity shares of the Company.,FINANCIAL_SERVICES
2023-07-06,GMBREW,GM Breweries Limited,Other business matters,OTHER,To consider other business matters,FMCG
2023-07-06,SMLT,Sarthak Metals Limited,Other business matters,OTHER,"To consider other business matters: 1. To approve Directors Report along with its annexure for the financial year ended 31st March, 2023.2. To approve and fix the day, date, time and venue of the Twenty Eighth Annual General Meeting (AGM) and approve the notice of convening of 28th AGM for the financial year 2022-23.3. To approve the date of closure of the share transfer books and register of member for the purpose of AGM and dividend as per the regulation 42 of the SEBI (Listing Obligations and Disclosure Requirement) Regulations, 2015.4. To consider and approve the record date for payment of dividend.5. Other items on agenda.",METAL
2023-07-06,TEMBO,Tembo Global Industries Limited,Other business matters,OTHER,"Sub: Intimation of Board meeting to be held on 06th July, 2023Dear Sir/ Madam,The Board of Directors of the company in their meeting to be held on Thursday, 06th July 2023 at 10.30 a.m through video conferencing to consider the following proposal:-a) Discuss the appointment of Mr. Manoj Vrajlal Shah as independent director of the company.b) Discuss the change in terms of appointment of Mr. Kaushik Waghela at remuneration of Rs. 500000/- per month with effect from 1st April, 2023.c) Discuss the change in terms of appointment of Mr. Raman Talwar as an Executive Director with a remuneration of Rs. 500000/- per month with effect from 1st April, 2023",METAL
2023-07-06,TVVISION,TV Vision Limited,Fund Raising,OTHER,"Notice is hereby given that pursuant to Regulation 29 and other applicable regulations of SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015, the meeting of the Board of Directors of M/s. TV Vision Limited is scheduled to be held on Thursday, July 06, 2023 to transact the following business:a) To consider and approve the allotment of 20,00,000 (Twenty lakhs) Equity Shares pursuant to the conversion of 20,00,000 (Twenty lakhs) Warrants which were allotted on a preferential issue basis to Shri Adhikari Brothers Assets Holding Private Limited, an entity under Promoter Group on 28th February 2022.Kindly take the above on your records.",MEDIA
2023-07-07,COMPINFO,Compuage Infocom Limited,Financial Results,FINANCIAL_RESULTS,"COMPUAGE INFOCOM LTD has informed the Exchange about Board Meeting to be held on 07th July, 2023 to consider and approve the Yearly Un-Audited Financial results of the Company for the period ended March 2023 and Other business.",OTHER
2023-07-07,IOC,Indian Oil Corporation Limited,Fund Raising,OTHER,To consider Fund Raising,CHEMICALS
2023-07-07,ORISSAMINE,The Orissa Minerals Development Company Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended March 31, 2023 and other business matters",METAL
2023-07-07,SHAHALLOYS,Shah Alloys Limited,Other business matters,OTHER,To consider other business matters,METAL
2023-07-07,SUZLON,Suzlon Energy Limited,Fund Raising,OTHER,To consider Fund Raising,CAPITAL_GOODS
2023-07-08,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,Fund Raising,OTHER,To consider Fund Raising,FMCG
2023-07-08,HINDZINC,Hindustan Zinc Limited,Dividend,DIVIDEND,"To consider interim dividend on equity shares, if any, for the Financial Year 2023-24.",METAL
2023-07-08,IRIS,IRIS RegTech Solutions Limited,Other business matters,OTHER,To to consider and approve the change of name of Company,IT
2023-07-08,SDBL,Som Distilleries & Breweries Limited,Fund Raising/Other business matters,OTHER,To consider Fund Raising and other business matters,FMCG
2023-07-08,SERVOTECH,Servotech Renewable Power System Limited,Other business matters,OTHER,To consider and recommend the Record Date for sub-division (split) of face value of equity shares of the Company,CAPITAL_GOODS
2023-07-08,STEELCITY,Steel City Securities Limited,Dividend,DIVIDEND,To consider dividend,FINANCIAL_SERVICES
2023-07-09,RAILTEL,Railtel Corporation Of India Limited,Dividend,DIVIDEND,"To consider recommendation of Final Dividend, if any, for the Financial Year 2022-23.",TELECOM
2023-07-10,DBL,Dilip Buildcon Limited,Other business matters,OTHER,To consider other business matters,INFRASTRUCTURE
2023-07-10,EIMCOELECO,Eimco Elecon (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023",CAPITAL_GOODS
2023-07-10,GICL,Globe International Carriers Limited,Other business matters,OTHER,To consider other business matters w.r.t. appointment of Secretarial and Internal Auditor of the company.,LOGISTICS
2023-07-10,NAZARA,Nazara Technologies Limited,Fund Raising/Other business matters,OTHER,To consider Fund Raising and other business matters,IT
2023-07-10,SATIN,Satin Creditcare Network Limited,Fund Raising,OTHER,To consider Fund Raising,FINANCIAL_SERVICES
2023-07-10,XCHANGING,Xchanging Solutions Limited,Dividend,DIVIDEND,Recommendation of the Interim Dividend and closure of Trading Window,IT
2023-07-11,BROOKS,Brooks Laboratories Limited,Fund Raising,OTHER,"BROOKS : 18-Jul-2023 :  The Company has informed the Exchange that a Board meeting to be held on July 11, 2023 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on July 18, 2023,  To consider matters related to Rights Issue",OTHER
2023-07-11,ELECON,Elecon Engineering Company Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023 and other business matters",CAPITAL_GOODS
2023-07-11,GENCON,Generic Engineering Construction and Projects Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended March 31, 2023, dividend and other business matters",REALTY
2023-07-11,LANDSMILL,Landsmill Green Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023 and other business matters",OTHER
2023-07-11,PCBL,PCBL Chemical Limited,Other business matters,OTHER,"To consider other business matters. Pursuant to the provisions of Regulation 29 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 (referred to as the  SEBI Listing Regulations ), this is to inform you that a Meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, the 11th day of July, 2023 inter alia, to consider, approve and take on record the Unaudited Financial Results of the Company (Standalone and Consolidated) for the quarter ending 30th June, 2023 (Financial Year 2023-24).",CHEMICALS
2023-07-11,PLASTIBLEN,Plastiblends India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023",CHEMICALS
2023-07-11,TATVA,Tatva Chintan Pharma Chem Limited,Fund Raising/Other business matters,OTHER,"To consider Fund Raising and other business transactions, as applicable.",CHEMICALS
2023-07-11,WANBURY,Wanbury Limited,Fund Raising,OTHER,To consider Fund Raising,PHARMA
2023-07-12,5PAISA,5Paisa Capital Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023 and other business matters",FINANCIAL_SERVICES
2023-07-12,AKI,AKI India Limited,Financial Results,FINANCIAL_RESULTS,"We hereby inform you that a meeting of the Board of Directors of the Company will be held on Wednesday, 12th July, 2023 at 3:00 P.M. at the Registered Office of the Company situated at 9/6 (11), Asharfabad Jajmau Kanpur-208010 inter alia, to consider and approve the standalone and consolidated Unaudited Financial Results of the Company for the Quarter ended on 30th June, 2023 along with Limited Review Report.",TEXTILES
2023-07-12,ANANDRATHI,Anand Rathi Wealth Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023",FINANCIAL_SERVICES
2023-07-12,ASHIANA,Ashiana Housing Limited,Buyback,BUYBACK,"This is to inform you that a Meeting of Board of Directors of the Company will be held on Wednesday, 12 July, 2023, to consider a proposal for Buyback of Equity Shares of the Company and the matters necessary and incidental thereto, in accordance with the applicable provisions of the Companies Act, 2013, including rules thereunder, the Securities and Exchange Board of India (Buy-back of Securities) Regulations, 2018, as amended, and other applicable laws.Please be advised that in accordance with code of conduct to regulate, monitor and report trading by Designated Persons of the Company pursuant to SEBI (Prohibition of Insider Trading) Regulations 2015, the trading window of the Company will be closed with effect from 26 June, 2023, and shall remain closed till the expiry of 48 hours after the announcement of the outcome of the board meeting, and declaration and dissemination of results of the Company for the quarter ended June 30, 2023.It is requested to take note of the same and acknowledge receipt of this intimation.",REALTY
2023-07-12,HCLTECH,HCL Technologies Limited,Dividend/Other business matters,DIVIDEND,To consider Financial Results and Dividend,IT
2023-07-12,SSWL,Steel Strips Wheels Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023 and other business matters",AUTO
2023-07-12,TCS,Tata Consultancy Services Limited,Other business matters,OTHER,"Pursuant to Regulation 29(1) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that a meeting of the Board of Directors of                             Tata Consultancy Services Limited is scheduled to be held on Wednesday, July 12, 2023, inter alia to:i. approve and take on record the audited standalone financial results of the Company under Indian Accounting Standards (Ind AS) for the quarter ending June 30, 2023;ii. approve and take on record the audited consolidated financial results of the Company and its subsidiaries under Ind AS for the quarter ending June 30, 2023; andiii. consider declaration of an interim dividend to the equity shareholders.The interim dividend, if declared, shall be paid to the equity shareholders of the Company whose names appear on the Register of Members of the Company or in the records of the Depositories as beneficial owners of the shares as on Thursday, July 20, 2023, which is the Record Date fixed for the purpose.",IT
2023-07-13,ANGELONE,Angel One Limited,Dividend,DIVIDEND,"In continuation to our earlier intimation dated June 28, 2023, regarding intimation of the Board Meeting of the Company to be held on Thursday, July 13, 2023 for consideration of unaudited financial results for the quarter ended June 30, 2023, we would like to inform you that the Board of Directors of the Company, in its aforesaid meeting, will also consider the matter pertaining to declaration of 1st Interim Dividend, if any, for the financial year 2023- 24.",FINANCIAL_SERVICES
2023-07-13,ANGELONE,Angel One Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended Jun 30, 2023",FINANCIAL_SERVICES
