symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
NAVKARCORP,57.89,1,0.5716,1,0.7147,22.24,31.18,1,2026-06-30
NAVKARURB,71.08,0,0.0125,2,0.982,32.92,30.98,1,2026-06-30
NAVNETEDUL,51.03,1,0.171,2,0.6081,4.76,20.25,0,2026-06-30
NAZARA,63.28,1,0.8905,1,0.8008,17.15,29.51,1,2026-06-30
NBCC,51.13,1,-0.7805,0,0.3777,12.07,30.82,1,2026-06-30
NBIFIN,49.95,1,8.8741,1,0.6493,6.96,17.64,0,2026-06-30
NCC,42.26,1,0.0607,1,0.3653,12.61,19.61,0,2026-06-30
NCLIND,61.84,1,0.0682,1,0.6959,11.59,39.87,1,2026-06-30
NDGL,52.87,1,3.5197,2,0.6654,14.33,23.3,0,2026-06-30
NDL,39.64,1,-0.015,0,0.0416,10.8,11.18,0,2026-06-30
NDLVENTURE,56.12,1,-0.1722,1,0.6904,5.66,28.05,1,2026-06-30
NDRAUTO,51.53,1,-2.369,0,0.5419,11.42,20.28,0,2026-06-30
NDTV,48.42,1,-0.2889,0,0.3016,6.94,28.78,1,2026-06-30
NECCLTD,59.13,1,-0.0482,1,0.7245,22.53,33.89,1,2026-06-30
NECLIFE,62.06,1,0.1738,1,0.9295,19.31,31.56,1,2026-06-30
NELCAST,45.99,1,-0.43,1,0.226,6.92,21.01,0,2026-06-30
NELCO,73.95,0,13.4408,2,0.8885,48.0,46.58,1,2026-06-30
NEOGEN,63.05,1,-14.8638,1,0.7984,13.01,27.89,1,2026-06-30
NEPHROPLUS,50.85,1,-11.3702,1,0.3329,19.07,30.12,1,2026-06-30
NESCO,35.39,1,0.1511,1,0.1853,9.29,30.4,1,2026-06-30
NESTLEIND,51.13,1,-0.5267,1,0.6125,4.39,14.02,0,2026-06-30
NETF,54.9,1,0.4229,1,0.6844,5.88,25.03,1,2026-06-30
NETWEB,48.87,1,-48.9784,0,0.3379,24.09,26.77,1,2026-06-30
NETWORK18,45.21,1,-0.0727,0,0.4022,19.19,17.55,0,2026-06-30
NEULANDLAB,71.86,0,94.9121,2,1.1062,12.08,26.51,1,2026-06-30
NEWGEN,49.07,1,-1.1656,0,0.3457,12.96,16.7,0,2026-06-30
NEXT30ADD,47.36,1,-0.0374,0,0.4071,4.33,23.85,0,2026-06-30
NEXT50,54.57,1,0.1354,1,0.6296,7.47,10.04,0,2026-06-30
NEXT50ADD,54.01,1,0.0331,1,0.6353,7.09,23.13,0,2026-06-30
NEXT50BETA,54.22,1,0.0171,1,0.6174,7.59,11.83,0,2026-06-30
NEXT50ETF,54.38,1,0.0036,1,0.6299,6.94,25.9,1,2026-06-30
NEXT50IETF,54.15,1,0.0018,1,0.6193,7.22,24.72,0,2026-06-30
NEXTMEDIA,47.47,1,0.0173,1,0.5581,9.82,25.44,1,2026-06-30
NFL,44.58,1,-0.1857,0,0.3418,8.35,13.1,0,2026-06-30
NGIL,65.63,1,-0.1226,0,0.8624,11.98,49.6,1,2026-06-30
NGLFINE,61.41,1,-3.019,0,0.7632,25.32,28.53,1,2026-06-30
NH,58.96,1,3.7544,2,0.8484,8.53,15.25,0,2026-06-30
NHPC,63.76,1,0.9346,2,0.9913,14.57,22.2,0,2026-06-30
NIACL,54.53,1,1.4129,1,0.6262,47.63,29.58,1,2026-06-30
NIBE,58.85,1,-16.2988,0,0.6013,27.47,48.44,1,2026-06-30
NIBL,43.71,1,-0.0788,0,0.1906,6.1,27.34,1,2026-06-30
NIF100BEES,52.9,1,0.3055,1,0.6285,5.98,14.92,0,2026-06-30
NIF100IETF,54.21,1,0.0353,1,0.6507,6.2,13.43,0,2026-06-30
NIF10GETF,45.42,1,-0.0033,0,0.2091,1.24,15.19,0,2026-06-30
NIF5GETF,51.73,1,0.0025,2,0.609,1.19,17.39,0,2026-06-30
NIFITETF,68.74,1,0.4258,2,0.9461,6.04,25.29,1,2026-06-30
NIFMID150,57.82,1,0.2177,2,0.7359,3.71,12.81,0,2026-06-30
NIFTY1,54.66,1,0.3924,1,0.6721,5.97,21.65,0,2026-06-30
NIFTY100EW,52.05,1,0.0021,1,0.5748,6.04,16.47,0,2026-06-30
NIFTY50ADD,55.09,1,-0.3941,1,0.5585,1.9,32.33,1,2026-06-30
NIFTYADD,55.03,1,0.4079,1,0.6905,5.97,16.86,0,2026-06-30
NIFTYBEES,54.62,1,0.4217,1,0.6744,6.07,13.88,0,2026-06-30
NIFTYBETA,57.49,1,0.4834,1,0.7369,6.01,19.32,0,2026-06-30
NIFTYBETF,53.47,1,0.4,1,0.651,6.31,22.6,0,2026-06-30
NIFTYCASE,53.76,1,0.0153,1,0.6591,6.07,25.59,1,2026-06-30
NIFTYETF,54.42,1,0.4168,1,0.6694,6.0,20.29,0,2026-06-30
NIFTYIETF,53.86,1,0.4123,1,0.6584,6.11,15.39,0,2026-06-30
NIFTYQLITY,36.58,1,-0.0403,0,0.0415,3.99,24.98,0,2026-06-30
NIITLTD,59.38,1,-0.4817,0,0.6983,23.76,39.63,1,2026-06-30
NIITMTS,52.46,1,3.734,2,0.8632,14.37,25.66,1,2026-06-30
NILAINFRA,30.06,1,-0.051,0,-0.2391,8.93,12.39,0,2026-06-30
NILASPACES,52.38,1,0.0635,2,0.6973,13.06,21.55,0,2026-06-30
NILE,45.77,1,-4.7903,0,0.3877,8.93,21.3,0,2026-06-30
NILKAMAL,44.88,1,-1.0892,0,0.2582,4.35,31.24,1,2026-06-30
NINSYS,70.5,0,6.8476,1,0.8505,38.87,43.62,1,2026-06-30
NIPPOBATRY,43.33,1,-1.3626,0,0.194,11.3,12.83,0,2026-06-30
NIRAJ,54.87,1,0.054,1,0.5846,22.37,21.32,0,2026-06-30
NIRAJISPAT,46.72,1,-1.741,1,0.2579,16.96,10.74,0,2026-06-30
NIRLON,66.61,1,-1.8804,1,0.6484,2.33,32.27,1,2026-06-30
NITCO,59.69,1,0.6994,1,0.7163,29.76,23.51,0,2026-06-30
NITINSPIN,62.68,1,-0.7535,1,0.8702,13.36,49.16,1,2026-06-30
NITIRAJ,45.73,1,0.0035,1,0.4168,13.59,11.06,0,2026-06-30
NITTAGELA,62.01,1,-0.1829,1,0.7047,33.99,43.74,1,2026-06-30
NIVABUPA,52.65,1,-0.1874,0,0.5236,7.69,35.72,1,2026-06-30
NKIND,37.63,1,-0.2519,0,-0.0439,7.87,15.89,0,2026-06-30
NLCINDIA,47.49,1,-0.0657,0,0.4233,13.56,15.84,0,2026-06-30
NMDC,39.38,1,-0.5533,1,0.1968,14.7,22.19,0,2026-06-30
NOCIL,57.91,1,2.403,1,0.7594,26.9,24.08,0,2026-06-30
NOIDATOLL,86.09,0,0.3428,2,1.1637,96.65,42.68,1,2026-06-30
NORBTEAEXP,36.43,1,-0.6803,0,0.1391,21.68,28.01,1,2026-06-30
NORTHARC,56.43,1,-0.7075,1,0.7655,7.24,30.37,1,2026-06-30
NOVAAGRI,48.52,1,-0.0042,1,0.4363,12.17,12.07,0,2026-06-30
NOVARTIND,58.89,1,-3.2502,0,0.7083,17.97,31.69,1,2026-06-30
NPBET,59.79,1,0.6298,1,0.6848,12.07,30.3,1,2026-06-30
NPST,62.48,1,-9.3796,0,0.6766,23.58,31.5,1,2026-06-30
NRAIL,43.89,1,-0.6344,0,0.2123,9.33,15.0,0,2026-06-30
NRBBEARING,74.52,0,-2.1953,1,0.757,24.87,44.65,1,2026-06-30
NRL,73.15,0,0.5242,1,0.7555,48.83,44.43,1,2026-06-30
NSIL,43.56,1,-12.7704,0,0.2963,6.69,11.76,0,2026-06-30
NSLNISP,37.05,1,-0.7578,0,0.0897,22.91,21.07,0,2026-06-30
NTPC,40.55,1,0.8315,2,0.4051,6.62,28.0,1,2026-06-30
NTPCGREEN,38.37,1,-0.0344,1,0.2335,9.02,34.06,1,2026-06-30
NUCLEUS,47.42,1,1.1739,1,0.5212,15.75,30.55,1,2026-06-30
NURECA,42.78,1,1.29,2,0.6448,5.62,13.83,0,2026-06-30
NUVAMA,76.54,0,9.2053,2,0.9149,22.7,40.86,1,2026-06-30
NUVOCO,42.43,1,-1.3689,0,0.1822,10.58,15.37,0,2026-06-30
NV20,34.18,1,0.0773,1,0.1663,2.75,35.3,1,2026-06-30
NV20BEES,40.05,1,-0.0545,0,0.1074,2.79,18.08,0,2026-06-30
NV20IETF,40.54,1,-0.0079,0,0.1331,2.78,12.23,0,2026-06-30
NYKAA,73.47,0,2.988,1,0.8942,25.62,32.3,1,2026-06-30
OAL,40.54,1,-3.7667,0,0.1014,14.5,20.05,0,2026-06-30
OBCL,52.71,1,-0.1192,0,0.5595,19.92,19.92,0,2026-06-30
OBEROIRLTY,66.46,1,11.9204,2,0.9351,13.11,21.13,0,2026-06-30
OCCLLTD,64.42,1,2.0602,1,0.8112,48.03,35.95,1,2026-06-30
ODIGMA,57.01,1,0.5277,1,0.8139,32.34,25.32,1,2026-06-30
OFSS,68.71,1,122.3266,2,0.9227,21.08,28.08,1,2026-06-30
OIL,35.28,1,-0.7877,1,0.3251,27.78,35.49,1,2026-06-30
OILCOUNTUB,68.63,1,1.3035,1,0.8683,67.86,39.36,1,2026-06-30
OILIETF,43.51,1,0.0004,1,0.3712,4.92,20.8,0,2026-06-30
OLAELEC,56.53,1,-0.4914,1,0.5224,17.51,25.75,1,2026-06-30
OLECTRA,67.56,1,13.1077,1,0.8089,30.18,29.68,1,2026-06-30
OMAXAUTO,94.13,0,10.9211,2,1.1995,101.65,52.87,1,2026-06-30
OMAXE,57.28,1,0.679,1,0.8869,12.4,33.88,1,2026-06-30
OMFREIGHT,72.8,0,1.4709,2,1.0958,20.75,24.17,0,2026-06-30
OMINFRAL,53.37,1,0.4811,2,0.7878,11.92,14.68,0,2026-06-30
OMNI,70.92,0,-0.7325,1,1.1677,12.53,33.98,1,2026-06-30
ONELIFECAP,81.03,0,0.3925,2,1.1308,34.83,49.22,1,2026-06-30
ONEPOINT,44.8,1,-0.1783,0,0.4007,10.42,14.26,0,2026-06-30
ONESOURCE,47.18,1,-3.8914,1,0.4466,21.17,19.23,0,2026-06-30
ONGC,24.06,2,-0.6036,1,0.1567,17.58,46.59,1,2026-06-30
ONMOBILE,78.07,0,1.1744,2,1.1501,26.32,29.03,1,2026-06-30
ONWARDTEC,68.12,1,3.5779,2,1.0386,17.58,19.82,0,2026-06-30
OPTIEMUS,61.54,1,3.295,1,0.8138,17.59,29.24,1,2026-06-30
ORBTEXP,64.07,1,3.6128,1,0.8711,43.3,47.99,1,2026-06-30
ORCHASP,53.98,1,0.0169,2,0.7244,15.05,26.35,1,2026-06-30
ORCHPHARMA,64.11,1,-7.3054,0,0.659,31.83,59.91,1,2026-06-30
ORICONENT,29.2,2,-0.0888,0,0.0522,14.29,11.65,0,2026-06-30
ORIENTALTL,24.67,2,-0.0579,0,-0.1616,13.93,24.89,0,2026-06-30
ORIENTBELL,51.42,1,-0.0175,1,0.6308,7.55,19.97,0,2026-06-30
ORIENTCEM,45.66,1,0.092,1,0.4187,6.02,9.63,0,2026-06-30
ORIENTCER,49.48,1,0.1491,1,0.601,11.04,19.69,0,2026-06-30
ORIENTELEC,41.37,1,-0.3554,0,0.2721,7.62,16.63,0,2026-06-30
ORIENTHOT,77.34,0,2.953,1,0.8898,52.73,39.18,1,2026-06-30
ORIENTLTD,58.95,1,0.7625,1,0.6916,32.82,42.6,1,2026-06-30
ORIENTPPR,38.25,1,-0.0776,0,0.0242,8.49,9.92,0,2026-06-30
ORIENTTECH,37.62,1,-0.4461,0,0.1685,10.51,13.86,0,2026-06-30
ORISSAMINE,48.4,1,-15.4978,1,0.436,10.14,14.26,0,2026-06-30
ORKLAINDIA,46.43,1,-0.3423,1,0.3549,6.05,15.77,0,2026-06-30
ORTINGLOBE,61.68,1,0.2385,1,0.8282,39.61,36.39,1,2026-06-30
OSIAHYPER,49.06,1,0.148,1,0.5743,72.93,38.83,1,2026-06-30
OSWALAGRO,55.52,1,0.2541,1,0.6204,51.37,21.44,0,2026-06-30
OSWALGREEN,37.04,1,-0.0122,1,0.2426,10.62,19.84,0,2026-06-30
OSWALPUMPS,57.87,1,1.5351,1,0.6667,20.12,26.88,1,2026-06-30
OSWALSEEDS,39.22,1,0.0368,1,0.2181,3.84,36.16,1,2026-06-30
PACEDIGITK,59.54,1,1.6083,1,0.8446,18.82,17.02,0,2026-06-30
PAGEIND,66.15,1,160.2456,2,0.9732,11.56,29.97,1,2026-06-30
PAISALO,63.62,1,-0.3383,0,0.6003,13.42,53.52,1,2026-06-30
PAKKA,43.6,1,0.4129,2,0.542,9.61,31.45,1,2026-06-30
PALASHSECU,45.84,1,-0.4901,1,0.3204,10.99,13.39,0,2026-06-30
PALREDTEC,66.66,1,0.3621,1,0.7888,38.97,36.83,1,2026-06-30
PANACEABIO,66.3,1,-2.4477,1,0.7018,29.07,43.95,1,2026-06-30
PANACHE,68.65,1,3.1942,1,0.7981,34.66,31.95,1,2026-06-30
PANAMAPET,57.77,1,-1.2071,0,0.6444,50.28,42.76,1,2026-06-30
PANSARI,51.46,1,-0.2672,0,0.594,14.85,27.04,1,2026-06-30
PAR,47.83,1,-0.2741,0,0.4531,16.12,16.12,0,2026-06-30
PARACABLES,57.06,1,-0.4683,0,0.6634,18.28,25.66,1,2026-06-30
PARADEEP,60.49,1,0.4943,1,0.7605,16.4,23.95,0,2026-06-30
PARAGMILK,54.77,1,-0.5539,1,0.5077,8.82,14.95,0,2026-06-30
PARAS,64.72,1,0.1262,1,0.728,62.04,46.34,1,2026-06-30
PARASPETRO,51.79,1,0.0062,1,0.6642,14.83,9.06,0,2026-06-30
PARKHOSPS,64.9,1,0.8605,2,0.9256,15.78,27.26,1,2026-06-30
PARKHOTELS,50.43,1,0.3748,1,0.6098,11.56,13.19,0,2026-06-30
PARSVNATH,64.81,1,0.3067,1,0.793,71.3,30.72,1,2026-06-30
PASHUPATI,46.43,1,0.0234,2,0.4702,9.54,15.72,0,2026-06-30
PASUPTAC,69.35,1,0.9451,1,0.7906,48.22,55.31,1,2026-06-30
PATANJALI,29.3,2,-0.0303,1,0.2016,8.95,38.44,1,2026-06-30
PATELENG,73.96,0,0.6798,1,0.9327,42.03,35.21,1,2026-06-30
PATELRMART,56.69,1,-0.2764,0,0.6281,24.78,26.92,1,2026-06-30
PATINTLOG,72.43,0,0.064,2,1.1089,15.34,49.98,1,2026-06-30
PAUSHAKLTD,58.96,1,3.3657,1,0.7785,15.82,15.63,0,2026-06-30
PAVNAIND,67.61,1,0.8145,1,0.9365,55.84,34.15,1,2026-06-30
PAYTM,58.63,1,7.5301,2,0.9444,11.48,14.33,0,2026-06-30
PCBL,67.23,1,2.1999,1,0.8836,17.82,23.11,0,2026-06-30
PCJEWELLER,46.57,1,-0.0346,1,0.316,9.09,13.47,0,2026-06-30
PDMJEPAPER,54.75,1,0.1967,2,0.7914,6.36,10.04,0,2026-06-30
PDSL,71.62,0,3.0274,2,0.9132,26.71,38.18,1,2026-06-30
PEARLPOLY,72.4,0,0.8714,1,0.9212,69.79,28.26,1,2026-06-30
PEL,48.37,1,9.4199,1,0.5846,13.59,22.68,0,2026-06-30
PENIND,59.53,1,1.0947,2,0.9147,12.44,16.02,0,2026-06-30
PENINLAND,53.84,1,0.2787,1,0.6233,51.55,30.91,1,2026-06-30
PERSISTENT,30.15,1,-65.4787,0,-0.092,20.13,18.25,0,2026-06-30
PETRONET,51.95,1,-0.0686,0,0.5639,13.29,14.74,0,2026-06-30
PFC,45.55,1,0.3672,1,0.3891,6.76,13.13,0,2026-06-30
PFIZER,40.81,1,-0.7472,0,0.1884,4.18,20.72,0,2026-06-30
PFOCUS,38.06,1,-4.069,0,0.0853,20.73,25.21,1,2026-06-30
PFS,55.84,1,0.0138,2,0.771,5.05,23.65,0,2026-06-30
PGEL,55.46,1,2.9936,1,0.6288,29.41,27.66,1,2026-06-30
PGHH,44.52,1,15.3512,2,0.4564,7.13,17.21,0,2026-06-30
PGHL,66.56,1,-32.0074,1,0.8912,4.17,61.82,1,2026-06-30
PGIL,71.89,0,34.4483,1,0.8958,35.66,47.66,1,2026-06-30
PHARMABEES,72.55,0,0.0894,2,1.042,6.74,19.8,0,2026-06-30
PHOENIXLTD,70.14,0,12.1518,2,0.9249,16.85,25.39,1,2026-06-30
PICCADIL,41.66,1,-1.1033,1,0.1471,5.01,10.69,0,2026-06-30
PIDILITIND,71.39,0,2.2341,1,0.7697,13.41,38.43,1,2026-06-30
PIGL,57.59,1,1.0931,1,0.7856,23.75,18.31,0,2026-06-30
PIIND,29.32,2,-20.3887,0,-0.0787,12.88,22.01,0,2026-06-30
PILANIINVS,44.96,1,11.4796,1,0.5473,7.5,14.97,0,2026-06-30
PILITA,47.66,1,-0.0404,0,0.2954,18.08,20.13,0,2026-06-30
PINELABS,52.3,1,2.0789,1,0.773,15.08,15.25,0,2026-06-30
PIONEEREMB,37.98,1,-0.177,1,0.1041,13.8,20.41,0,2026-06-30
PIONRINV,37.47,1,-0.757,1,0.2062,25.8,10.59,0,2026-06-30
PIRAMALFIN,67.37,1,12.2019,1,0.9158,15.64,29.7,1,2026-06-30
PITTIENG,52.89,1,-1.3702,0,0.5682,13.07,20.78,0,2026-06-30
PIXTRANS,74.15,0,23.6812,2,1.0872,19.85,34.38,1,2026-06-30
PKTEA,45.76,1,-1.1247,1,0.3578,9.19,13.96,0,2026-06-30
PLASTIBLEN,61.52,1,0.3837,2,0.947,8.15,22.63,0,2026-06-30
PLATIND,49.86,1,0.1498,1,0.5806,12.02,11.52,0,2026-06-30
PLAZACABLE,91.26,0,1.9431,2,1.1847,58.76,36.89,1,2026-06-30
PML,38.02,1,1.6986,2,0.3393,5.37,12.58,0,2026-06-30
PNB,47.83,1,-0.0929,0,0.382,5.45,12.7,0,2026-06-30
PNBGILTS,60.08,1,-0.4726,1,0.6546,14.69,39.62,1,2026-06-30
PNBHOUSING,56.57,1,4.8237,1,0.8429,9.69,20.3,0,2026-06-30
PNC,51.06,1,0.052,1,0.5328,20.74,26.31,1,2026-06-30
PNCINFRA,61.44,1,2.0006,1,0.753,23.12,25.63,1,2026-06-30
PNGJL,40.06,1,0.3791,2,0.2146,7.9,15.27,0,2026-06-30
PNGSREVA,53.52,1,1.4849,1,0.7518,9.21,15.8,0,2026-06-30
POCL,56.46,1,7.7516,2,0.8535,15.89,14.77,0,2026-06-30
PODDARMENT,47.32,1,-1.1718,1,0.2627,7.49,29.01,1,2026-06-30
POKARNA,64.72,1,19.9061,1,0.7683,46.7,35.91,1,2026-06-30
POLICYBZR,50.94,1,7.1804,1,0.7026,13.34,18.28,0,2026-06-30
POLYCAB,61.51,1,-32.5221,1,0.8195,8.26,26.25,1,2026-06-30
POLYMED,67.56,1,19.9663,1,0.8685,29.69,29.22,1,2026-06-30
POLYPLEX,53.07,1,4.7297,1,0.6269,15.81,32.9,1,2026-06-30
PONNIERODE,45.88,1,-1.4596,0,0.2569,9.68,37.24,1,2026-06-30
POONAWALLA,65.51,1,5.2608,2,0.9325,20.03,24.23,0,2026-06-30
POWERGRID,43.4,1,0.5966,1,0.4386,3.77,16.29,0,2026-06-30
POWERICA,62.8,1,11.7137,1,0.7504,51.65,37.4,1,2026-06-30
POWERINDIA,50.11,1,-211.7798,1,0.4441,12.65,19.38,0,2026-06-30
POWERMECH,56.69,1,-9.8948,0,0.6052,19.83,28.21,1,2026-06-30
PPAP,54.53,1,-0.9621,0,0.5747,31.22,29.33,1,2026-06-30
PPL,87.98,0,5.8872,2,1.1193,47.76,34.5,1,2026-06-30
PPLPHARMA,51.97,1,0.4753,2,0.6816,8.72,19.36,0,2026-06-30
PRABHA,40.35,1,-0.3887,1,0.1722,6.98,26.07,1,2026-06-30
PRADPME,66.78,1,4.4654,1,0.7976,34.63,55.04,1,2026-06-30
PRAENG,34.98,1,-0.0848,0,-0.1966,11.09,12.39,0,2026-06-30
PRAJIND,49.02,1,2.11,2,0.7113,8.39,22.87,0,2026-06-30
PRAKASH,42.28,1,-0.7808,0,0.2119,11.4,15.05,0,2026-06-30
PRAKASHSTL,36.18,1,-0.0282,0,0.0059,10.12,19.44,0,2026-06-30
PRAVEG,47.87,1,3.6908,1,0.6429,17.34,19.65,0,2026-06-30
PRAXIS,60.28,1,0.0687,2,0.7567,37.84,25.25,1,2026-06-30
PRECAM,48.42,1,0.3286,1,0.5387,12.2,15.87,0,2026-06-30
PRECOT,57.36,1,-8.0797,1,0.6789,16.32,30.96,1,2026-06-30
PRECWIRE,46.49,1,-2.01,0,0.2918,14.84,13.77,0,2026-06-30
PREMCO,34.37,1,0.1803,1,-0.0045,7.32,33.97,1,2026-06-30
PREMEXPLN,67.05,1,2.6565,2,0.9395,26.35,34.66,1,2026-06-30
PREMIERENE,51.62,1,-4.9891,1,0.3384,6.52,13.7,0,2026-06-30
PREMIERPOL,58.35,1,-0.0261,0,0.6912,11.98,28.23,1,2026-06-30
PRESTIGE,67.47,1,11.6896,1,0.8318,24.19,25.87,1,2026-06-30
PRICOLLTD,63.32,1,4.4398,2,1.0524,10.88,17.2,0,2026-06-30
PRIMESECU,50.86,1,-0.1934,0,0.5069,11.39,30.65,1,2026-06-30
PRIMO,52.87,1,-0.017,0,0.5504,15.57,37.88,1,2026-06-30
PRINCEPIPE,58.29,1,0.0119,1,0.7884,9.65,39.91,1,2026-06-30
PRITI,42.53,1,-0.6282,0,0.1739,29.76,17.97,0,2026-06-30
PRITIKAUTO,85.95,0,0.6379,2,1.174,52.22,49.97,1,2026-06-30
PRIVISCL,67.58,1,21.414,2,0.8859,19.53,27.77,1,2026-06-30
PROSTARM,39.85,1,-0.13,0,0.0943,5.63,7.1,0,2026-06-30
PROTEAN,46.93,1,-5.1246,0,0.21,9.52,17.5,0,2026-06-30
PROZONER,27.28,2,-0.2658,0,0.0459,16.48,24.71,0,2026-06-30
PRSMJOHNSN,41.06,1,0.0168,1,0.2123,5.46,10.68,0,2026-06-30
PRUDENT,59.25,1,3.0076,1,0.6801,22.8,23.52,0,2026-06-30
PRUDMOULI,47.58,1,-0.0109,1,0.5382,8.09,11.65,0,2026-06-30
PSB,48.53,1,0.0097,1,0.5057,11.28,19.65,0,2026-06-30
PSPPROJECT,68.2,1,4.6173,1,0.8911,22.47,43.2,1,2026-06-30
PSUBANK,51.56,1,-0.2528,0,0.532,9.79,36.34,1,2026-06-30
PSUBANKADD,51.05,1,-0.0057,0,0.5216,10.16,20.91,0,2026-06-30
PSUBNKBEES,51.46,1,-0.0329,0,0.5255,9.81,23.1,0,2026-06-30
PSUBNKIETF,51.45,1,0.0016,1,0.5309,9.5,22.56,0,2026-06-30
PTC,40.85,1,-0.5365,0,0.1426,8.49,15.6,0,2026-06-30
PTCIL,44.87,1,-185.8065,0,0.1068,13.67,17.55,0,2026-06-30
PTL,64.98,1,0.0856,1,0.7649,11.67,30.35,1,2026-06-30
PUNJABCHEM,60.81,1,7.5404,2,0.9037,17.18,25.44,1,2026-06-30
PURVA,50.59,1,0.0981,1,0.6062,9.82,17.43,0,2026-06-30
PVP,49.45,1,-0.2036,1,0.3145,15.8,17.46,0,2026-06-30
PVRINOX,45.57,1,2.8529,1,0.4376,6.0,13.55,0,2026-06-30
PVSL,36.69,1,-0.2574,1,0.0982,8.94,16.38,0,2026-06-30
PVTBANIETF,63.05,1,0.0535,1,0.7006,12.18,16.69,0,2026-06-30
PVTBANKADD,60.19,1,0.0813,1,0.6985,12.61,34.35,1,2026-06-30
PWL,63.59,1,1.4225,1,0.7736,37.25,32.13,1,2026-06-30
PYRAMID,54.64,1,-0.0903,1,0.6855,12.06,26.58,1,2026-06-30
QGOLDHALF,33.57,1,-0.764,1,0.1233,13.47,21.63,0,2026-06-30
QNIFTY,49.68,1,1.1,1,0.6781,6.25,21.52,0,2026-06-30
QPOWER,36.7,1,-46.211,0,-0.0452,32.66,32.74,1,2026-06-30
QUADFUTURE,67.33,1,4.8694,1,0.7599,49.76,54.42,1,2026-06-30
QUAL30IETF,39.53,1,-0.0288,0,0.0898,4.07,14.95,0,2026-06-30
QUALITY30,38.98,1,-0.034,0,0.0895,3.83,15.23,0,2026-06-30
QUESS,78.31,0,0.6002,2,0.9714,22.92,53.19,1,2026-06-30
QUICKHEAL,46.0,1,-3.8602,0,0.15,25.45,26.0,1,2026-06-30
QUINT,47.69,1,-0.2057,0,0.3749,14.14,13.36,0,2026-06-30
RACE,62.72,1,4.6237,1,0.8259,61.02,27.46,1,2026-06-30
RACLGEAR,61.14,1,11.5381,2,0.9859,16.47,18.89,0,2026-06-30
RADAAN,41.54,1,-0.0083,0,0.0135,7.78,13.29,0,2026-06-30
RADHIKAJWE,41.32,1,-0.0338,1,0.1954,7.3,8.96,0,2026-06-30
RADIANTCMS,39.42,1,-0.0211,0,0.3282,8.91,17.51,0,2026-06-30
RADICO,76.62,0,27.2464,2,1.0267,16.76,36.43,1,2026-06-30
RADIOCITY,48.68,1,-0.0248,0,0.3073,5.67,24.52,0,2026-06-30
RAILTEL,43.87,1,-0.6784,0,0.3076,9.74,12.91,0,2026-06-30
RAIN,48.52,1,-3.5519,0,0.0312,13.32,39.76,1,2026-06-30
RAINBOW,57.21,1,-2.6845,0,0.6059,13.55,30.06,1,2026-06-30
RAJESHEXPO,70.72,0,3.6808,1,0.9468,29.55,32.56,1,2026-06-30
RAJMET,44.96,1,-0.0162,1,0.2183,6.53,21.52,0,2026-06-30
RAJOOENG,37.9,1,-0.0039,0,0.0826,8.04,13.84,0,2026-06-30
RAJPALAYAM,55.91,1,-0.6242,1,0.7092,6.23,28.23,1,2026-06-30
RAJRATAN,52.0,1,-2.0632,0,0.4968,12.38,22.3,0,2026-06-30
RAJSREESUG,35.98,1,-0.26,0,0.0181,11.77,16.89,0,2026-06-30
RAJTV,23.05,2,0.4189,1,0.3842,28.57,62.88,1,2026-06-30
RALLIS,33.54,1,0.4508,1,0.0748,6.65,22.03,0,2026-06-30
RAMANEWS,45.38,1,0.0247,2,0.3433,4.35,19.63,0,2026-06-30
RAMAPHO,49.78,1,0.65,1,0.5795,16.63,23.58,0,2026-06-30
RAMASTEEL,28.37,2,-0.0458,0,-0.0783,16.33,19.36,0,2026-06-30
RAMCOCEM,60.13,1,8.4898,2,0.9584,11.12,21.8,0,2026-06-30
RAMCOIND,65.69,1,4.304,2,1.0575,21.65,39.19,1,2026-06-30
RAMCOSYS,88.98,0,25.4896,2,1.1569,66.32,47.59,1,2026-06-30
RAMKY,32.17,1,-1.907,0,0.031,12.36,19.77,0,2026-06-30
RAMRAT,50.6,1,2.0604,1,0.6554,18.48,13.79,0,2026-06-30
RANASUG,41.85,1,-0.0226,0,0.1141,7.18,17.77,0,2026-06-30
RANEHOLDIN,64.93,1,6.7077,1,0.8072,28.0,51.14,1,2026-06-30
RATEGAIN,70.9,0,-0.8726,1,0.8862,24.96,55.82,1,2026-06-30
RATNAMANI,41.1,1,-7.7218,0,0.173,12.12,26.21,1,2026-06-30
RATNAVEER,56.82,1,0.7346,1,0.6981,21.22,24.95,0,2026-06-30
RAYMOND,59.1,1,-2.2149,0,0.6218,22.9,38.69,1,2026-06-30
RAYMONDLSL,50.55,1,-0.5556,0,0.5058,13.53,21.92,0,2026-06-30
RAYMONDREL,54.78,1,-1.6371,0,0.5886,17.79,34.85,1,2026-06-30
RBA,76.05,0,0.9409,1,0.8524,27.41,45.8,1,2026-06-30
RBLBANK,57.23,1,-1.0639,0,0.6242,11.66,27.29,1,2026-06-30
RBZJEWEL,58.86,1,0.2162,2,0.8865,11.89,15.97,0,2026-06-30
RCF,51.29,1,-0.0642,0,0.5565,12.84,18.12,0,2026-06-30
RECLTD,59.34,1,1.5967,1,0.7428,14.47,23.18,0,2026-06-30
