symbol,sector,close_now,as_of_date,price_score,ath_proximity_score,sector_flow_score,deal_score,corporate_score,base_score,market_regime,regime_multiplier,bull_run_score,label,trend_signal,driving_participant,ret_30d,ret_90d,ret_365d,vol_ratio
MCLEODRUSS,OTHER,44.85,2026-08-17,56.34,58.5,42.21,50.0,50.0,51.73,NEUTRAL,0.9,46.56,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,18.09,0.997
ALPHAETF,OTHER,26.82,2026-08-17,63.15,50.0,42.21,50.0,50.0,51.73,NEUTRAL,0.9,46.56,WATCHLIST,UNKNOWN,RETAIL,2.56,5.34,7.67,1.157
VENKEYS,FMCG,1531.0,2026-08-17,53.29,70.12,34.44,50.0,50.0,51.73,NEUTRAL,0.9,46.56,WATCHLIST,UPTREND,RETAIL,3.4,-5.36,3.09,0.27
KRONOX,CHEMICALS,151.52,2026-08-17,56.36,67.88,32.75,50.0,50.0,51.72,NEUTRAL,0.9,46.55,WATCHLIST,CONSOLIDATING,RETAIL,0.71,15.18,-9.77,0.643
WENDT,CAPITAL_GOODS,8110.0,2026-08-17,65.04,56.86,37.1,50.0,44.44,51.72,NEUTRAL,0.9,46.55,WATCHLIST,STRONG_UPTREND,RETAIL,4.22,17.67,-18.05,0.587
MENNPIS,AUTO,71.81,2026-08-17,53.38,75.14,37.52,50.0,38.89,51.71,NEUTRAL,0.9,46.54,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-0.21,18.44,,0.465
SBIETFCON,OTHER,125.45,2026-08-17,63.05,50.0,42.21,50.0,50.0,51.7,NEUTRAL,0.9,46.53,WATCHLIST,UNKNOWN,RETAIL,3.96,6.93,0.06,0.702
BALUFORGE,CAPITAL_GOODS,513.35,2026-08-17,75.89,47.3,37.1,50.0,38.89,51.69,NEUTRAL,0.9,46.52,WATCHLIST,STRONG_UPTREND,RETAIL,14.72,7.36,,4.178
NEXT50ADD,OTHER,75.17,2026-08-17,62.92,50.0,42.21,50.0,50.0,51.67,NEUTRAL,0.9,46.5,WATCHLIST,UNKNOWN,RETAIL,4.52,5.59,,0.985
BIRLANU,REALTY,1551.8,2026-08-17,71.56,48.72,40.96,50.0,38.89,51.66,NEUTRAL,0.9,46.49,WATCHLIST,STRONG_UPTREND,DII,24.37,8.74,-17.9,0.208
BLUSPRING,POWER,109.0,2026-08-17,54.99,65.38,36.59,50.0,50.0,51.64,NEUTRAL,0.9,46.48,WATCHLIST,CONSOLIDATING,DII,-7.51,60.44,37.11,0.52
MID150CASE,OTHER,11.84,2026-08-17,62.8,50.0,42.21,50.0,50.0,51.64,NEUTRAL,0.9,46.48,WATCHLIST,UNKNOWN,RETAIL,2.25,6.09,12.33,0.858
PHARMABEES,OTHER,27.18,2026-08-17,62.82,50.0,42.21,50.0,50.0,51.65,NEUTRAL,0.9,46.48,WATCHLIST,UNKNOWN,RETAIL,1.57,7.6,20.37,0.953
SONATSOFTW,IT,320.4,2026-08-17,64.99,52.02,37.5,50.0,50.0,51.65,NEUTRAL,0.9,46.48,WATCHLIST,STRONG_UPTREND,RETAIL,3.94,20.56,-12.04,0.2
DJML,LOGISTICS,107.44,2026-08-17,59.42,72.18,35.49,47.09,38.89,51.64,NEUTRAL,0.9,46.48,WATCHLIST,INSUFFICIENT_DATA,RETAIL,2.12,,5.3,0.604
SILVERAXIS,OTHER,232.33,2026-08-17,62.76,50.0,42.21,50.0,50.0,51.63,NEUTRAL,0.9,46.47,WATCHLIST,UNKNOWN,RETAIL,7.97,,,0.3
CASTROLIND,ENERGY,187.55,2026-08-17,52.23,77.98,35.62,50.0,38.89,51.61,NEUTRAL,0.9,46.45,WATCHLIST,STRONG_UPTREND,DII,1.59,3.37,-6.64,0.459
AHCL,PHARMA,14.51,2026-08-17,44.23,68.72,34.05,50.0,66.67,51.61,NEUTRAL,0.9,46.45,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-4.41,8.69,,0.609
JIOFIN,FINANCIAL_SERVICES,249.75,2026-08-17,61.61,55.32,38.17,50.0,50.0,51.6,NEUTRAL,0.9,46.44,WATCHLIST,DOWNTREND,RETAIL,5.98,7.16,-20.9,0.496
HTMEDIA,MEDIA,25.77,2026-08-17,51.65,64.66,41.2,50.0,50.0,51.58,NEUTRAL,0.9,46.42,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-2.75,21.73,,0.293
RELAXO,FMCG,391.2,2026-08-17,69.76,48.74,34.44,50.0,50.0,51.58,NEUTRAL,0.9,46.42,WATCHLIST,UPTREND,RETAIL,6.7,35.64,-14.0,0.086
ITAXIS,OTHER,341.65,2026-08-17,62.5,50.0,42.21,50.0,50.0,51.57,NEUTRAL,0.9,46.41,WATCHLIST,UNKNOWN,RETAIL,8.16,,,0.035
SNXT30BEES,OTHER,43.73,2026-08-17,62.42,50.0,42.21,50.0,50.0,51.55,NEUTRAL,0.9,46.4,WATCHLIST,UNKNOWN,RETAIL,4.47,2.72,13.29,0.183
MOMIDMTM,OTHER,65.28,2026-08-17,62.46,50.0,42.21,50.0,50.0,51.56,NEUTRAL,0.9,46.4,WATCHLIST,UNKNOWN,RETAIL,2.88,3.72,5.67,2.024
MIDSMALL,OTHER,52.41,2026-08-17,62.48,50.0,42.21,50.0,50.0,51.56,NEUTRAL,0.9,46.4,WATCHLIST,UNKNOWN,RETAIL,3.21,4.51,9.92,0.593
MOREALTY,OTHER,91.45,2026-08-17,62.33,50.0,42.21,50.0,50.0,51.52,NEUTRAL,0.9,46.37,WATCHLIST,UNKNOWN,RETAIL,0.95,20.93,1.85,1.035
TIMKEN,CAPITAL_GOODS,3290.5,2026-08-17,58.83,67.66,37.1,50.0,38.89,51.49,NEUTRAL,0.9,46.34,WATCHLIST,CONSOLIDATING,RETAIL,4.74,-6.82,11.88,0.34
STOVEKRAFT,FMCG,748.5,2026-08-17,54.14,76.16,34.44,50.0,38.89,51.49,NEUTRAL,0.9,46.34,WATCHLIST,CONSOLIDATING,RETAIL,-3.74,35.54,13.54,0.291
SBC,TEXTILES,38.75,2026-08-17,49.53,72.22,38.69,47.09,50.0,51.48,NEUTRAL,0.9,46.33,WATCHLIST,CONSOLIDATING,RETAIL,-8.24,15.6,105.79,0.657
AONEGOLD,OTHER,14.25,2026-08-17,62.04,50.0,42.21,50.0,50.0,51.45,NEUTRAL,0.9,46.31,WATCHLIST,UNKNOWN,RETAIL,8.45,-2.2,,0.801
SARDAEN,METAL,521.15,2026-08-17,53.44,62.92,39.98,50.0,50.0,51.44,NEUTRAL,0.9,46.3,WATCHLIST,STRONG_UPTREND,DII,5.49,-4.32,-12.1,0.305
PHOENIXLTD,REALTY,1929.8,2026-08-17,47.26,77.88,40.96,50.0,38.89,51.42,NEUTRAL,0.9,46.28,WATCHLIST,CONSOLIDATING,DII,-7.5,11.0,23.74,1.23
HDFCQUAL,OTHER,59.72,2026-08-17,61.92,50.0,42.21,50.0,50.0,51.42,NEUTRAL,0.9,46.28,WATCHLIST,UNKNOWN,RETAIL,4.81,4.13,3.3,0.24
HDFCSML250,OTHER,185.2,2026-08-17,61.92,50.0,42.21,50.0,50.0,51.42,NEUTRAL,0.9,46.28,WATCHLIST,UNKNOWN,RETAIL,1.65,10.16,9.74,0.655
CHOICEGOLD,OTHER,152.08,2026-08-17,61.91,50.0,42.21,50.0,50.0,51.42,NEUTRAL,0.9,46.28,WATCHLIST,UNKNOWN,RETAIL,8.63,-1.09,,0.426
IVC,FINANCIAL_SERVICES,8.32,2026-08-17,53.7,68.42,38.17,50.0,44.44,51.41,NEUTRAL,0.9,46.27,WATCHLIST,STRONG_UPTREND,RETAIL,-1.07,8.62,1.09,0.612
GROWWMOM50,OTHER,11.04,2026-08-17,61.82,50.0,42.21,50.0,50.0,51.4,NEUTRAL,0.9,46.26,WATCHLIST,UNKNOWN,RETAIL,2.79,4.74,7.08,0.775
FINIETF,OTHER,33.25,2026-08-17,61.78,50.0,42.21,50.0,50.0,51.39,NEUTRAL,0.9,46.25,WATCHLIST,UNKNOWN,RETAIL,2.59,4.2,13.17,0.661
ADVAIT,CAPITAL_GOODS,2079.2,2026-08-17,51.97,67.34,37.1,50.0,50.0,51.38,NEUTRAL,0.9,46.24,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-1.5,9.2,,0.55
DHANBANK,BANKING,32.39,2026-08-17,44.28,75.8,38.23,50.0,50.0,51.38,NEUTRAL,0.9,46.24,WATCHLIST,CONSOLIDATING,DII,-5.01,3.81,23.48,0.541
KSHITIJPOL,OTHER,3.03,2026-08-17,52.28,64.68,42.21,47.09,50.0,51.37,NEUTRAL,0.9,46.23,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,-0.66,1.128
HYUNDAI,AUTO,2190.0,2026-08-17,70.85,51.56,37.52,50.0,38.89,51.36,NEUTRAL,0.9,46.22,WATCHLIST,STRONG_UPTREND,RETAIL,8.15,19.99,-12.13,0.749
LLOYDSENT,CAPITAL_GOODS,75.65,2026-08-17,46.16,78.64,37.1,50.0,44.44,51.35,NEUTRAL,0.9,46.22,WATCHLIST,CONSOLIDATING,RETAIL,-4.52,7.3,5.79,0.532
GANDHITUBE,METAL,877.25,2026-08-17,54.01,70.04,39.98,50.0,38.89,51.34,NEUTRAL,0.9,46.21,WATCHLIST,UPTREND,DII,1.11,1.07,5.32,0.423
VIDHIING,CHEMICALS,319.2,2026-08-17,67.88,55.7,32.75,50.0,44.44,51.33,NEUTRAL,0.9,46.2,WATCHLIST,STRONG_UPTREND,RETAIL,7.4,10.07,-13.45,1.01
OSWALSEEDS,AGRICULTURE,13.59,2026-08-17,78.28,34.02,40.11,47.09,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,INSUFFICIENT_DATA,DII,29.06,12.69,-18.33,15.014
MIDCAPETF,OTHER,23.98,2026-08-17,61.46,50.0,42.21,50.0,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,UNKNOWN,RETAIL,1.83,5.5,11.64,1.011
MID150BEES,OTHER,242.89,2026-08-17,61.46,50.0,42.21,50.0,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,UNKNOWN,RETAIL,1.81,5.77,11.45,1.016
GOLDADD,OTHER,148.65,2026-08-17,61.47,50.0,42.21,50.0,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,UNKNOWN,RETAIL,8.54,-2.27,,0.59
BSE500IETF,OTHER,40.01,2026-08-17,61.49,50.0,42.21,50.0,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,UNKNOWN,RETAIL,2.07,5.21,3.92,6.929
MANYAVAR,RETAIL,541.85,2026-08-17,74.87,39.12,39.26,47.09,50.0,51.31,NEUTRAL,0.9,46.18,WATCHLIST,STRONG_UPTREND,RETAIL,35.8,23.2,-28.52,0.149
PICCADIL,FMCG,695.45,2026-08-17,50.22,71.78,34.44,50.0,50.0,51.3,NEUTRAL,0.9,46.17,WATCHLIST,UPTREND,RETAIL,-6.09,17.2,16.72,1.485
SBIETFQLTY,OTHER,227.61,2026-08-17,61.43,50.0,42.21,50.0,50.0,51.3,NEUTRAL,0.9,46.17,WATCHLIST,UNKNOWN,RETAIL,4.31,4.43,2.38,0.372
APOLLO,DEFENCE,387.05,2026-08-17,59.38,65.94,37.11,50.0,38.89,51.29,NEUTRAL,0.9,46.16,WATCHLIST,CONSOLIDATING,DII,-2.85,31.4,59.08,0.754
GROWW,FINANCIAL_SERVICES,198.69,2026-08-17,44.62,74.9,38.17,50.0,50.0,51.27,NEUTRAL,0.9,46.14,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-3.38,5.87,,0.763
SIYSIL,TEXTILES,632.6,2026-08-17,61.5,49.06,38.69,50.0,55.56,51.26,NEUTRAL,0.9,46.13,WATCHLIST,STRONG_UPTREND,RETAIL,0.34,10.41,1.84,2.48
MULTICAP,OTHER,16.94,2026-08-17,61.25,50.0,42.21,50.0,50.0,51.25,NEUTRAL,0.9,46.12,WATCHLIST,UNKNOWN,RETAIL,1.86,6.07,6.21,1.231
BHARTIHEXA,TELECOM,1641.0,2026-08-17,56.75,67.82,38.32,50.0,38.89,51.25,NEUTRAL,0.9,46.12,WATCHLIST,STRONG_UPTREND,DII,0.81,5.04,-10.8,1.405
WINDMACHIN,CAPITAL_GOODS,300.4,2026-08-17,45.48,74.7,37.1,50.0,50.0,51.23,NEUTRAL,0.9,46.11,WATCHLIST,CONSOLIDATING,RETAIL,-2.04,5.37,-9.74,0.168
ELM250,OTHER,17.16,2026-08-17,61.15,50.0,42.21,50.0,50.0,51.23,NEUTRAL,0.9,46.11,WATCHLIST,UNKNOWN,RETAIL,3.06,6.65,,1.093
EXCELINDUS,CHEMICALS,990.55,2026-08-17,63.05,57.1,32.75,50.0,50.0,51.23,NEUTRAL,0.9,46.11,WATCHLIST,UPTREND,RETAIL,9.6,0.4,-19.06,1.172
HINDZINC,METAL,567.5,2026-08-17,65.71,54.84,39.98,50.0,38.89,51.22,NEUTRAL,0.9,46.1,WATCHLIST,DOWNTREND,DII,8.73,-11.02,31.93,1.032
PFIZER,PHARMA,4829.1,2026-08-17,55.69,73.14,34.05,50.0,38.89,51.19,NEUTRAL,0.9,46.07,WATCHLIST,STRONG_UPTREND,RETAIL,2.79,-2.53,-8.0,1.512
MOMENTUM50,OTHER,54.38,2026-08-17,60.94,50.0,42.21,50.0,50.0,51.18,NEUTRAL,0.9,46.06,WATCHLIST,UNKNOWN,RETAIL,2.55,4.72,6.79,0.691
NGLFINE,PHARMA,2908.4,2026-08-17,58.29,61.48,34.05,50.0,50.0,51.18,NEUTRAL,0.9,46.06,WATCHLIST,CONSOLIDATING,RETAIL,-5.8,23.74,103.8,5.746
CLSEL,AGRICULTURE,281.6,2026-08-17,48.94,75.46,40.11,50.0,38.89,51.18,NEUTRAL,0.9,46.06,WATCHLIST,CONSOLIDATING,DII,0.86,4.61,-1.23,0.312
NIVABUPA,FINANCIAL_SERVICES,82.71,2026-08-17,39.35,80.98,38.17,50.0,50.0,51.17,NEUTRAL,0.9,46.05,WATCHLIST,CONSOLIDATING,RETAIL,-4.62,3.61,-0.79,0.336
SHYAMTEL,OTHER,15.14,2026-08-17,50.88,62.54,42.21,50.0,50.0,51.17,NEUTRAL,0.9,46.05,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,,1.0
NEXT50BETA,OTHER,80.47,2026-08-17,60.87,50.0,42.21,50.0,50.0,51.16,NEUTRAL,0.9,46.04,WATCHLIST,UNKNOWN,RETAIL,3.79,7.98,,0.412
BLS,INFRASTRUCTURE,272.56,2026-08-17,69.88,44.98,40.08,50.0,44.44,51.15,NEUTRAL,0.9,46.04,WATCHLIST,DOWNTREND,DII,14.52,7.77,-26.8,1.223
PODDARMENT,CHEMICALS,253.45,2026-08-17,58.92,70.12,32.75,50.0,38.89,51.14,NEUTRAL,0.9,46.03,WATCHLIST,UPTREND,RETAIL,6.53,-1.78,-4.01,0.422
BANARISUG,FMCG,3469.8,2026-08-17,42.73,80.3,34.44,50.0,50.0,51.13,NEUTRAL,0.9,46.02,WATCHLIST,DOWNTREND,RETAIL,-0.15,-3.73,-7.59,0.501
MIDCAPIETF,OTHER,24.33,2026-08-17,60.76,50.0,42.21,50.0,50.0,51.13,NEUTRAL,0.9,46.02,WATCHLIST,UNKNOWN,RETAIL,2.01,5.92,11.66,0.589
SIGMA,IT,45.15,2026-08-17,74.24,37.86,37.5,50.0,50.0,51.13,NEUTRAL,0.9,46.02,WATCHLIST,INSUFFICIENT_DATA,RETAIL,22.72,8.48,,0.093
JTLIND,METAL,75.33,2026-08-17,50.99,72.78,39.98,50.0,38.89,51.13,NEUTRAL,0.9,46.02,WATCHLIST,CONSOLIDATING,DII,-1.54,9.73,1.63,0.391
CONSUMIETF,OTHER,125.44,2026-08-17,60.71,50.0,42.21,50.0,50.0,51.12,NEUTRAL,0.9,46.01,WATCHLIST,UNKNOWN,RETAIL,4.01,6.56,-0.02,0.146
CESC,POWER,170.22,2026-08-17,58.71,66.48,36.59,50.0,38.89,51.12,NEUTRAL,0.9,46.01,WATCHLIST,STRONG_UPTREND,DII,2.54,-5.48,5.31,1.744
ALICON,AUTO,726.1,2026-08-17,74.03,42.1,37.52,50.0,44.44,51.1,NEUTRAL,0.9,45.99,WATCHLIST,STRONG_UPTREND,RETAIL,13.51,10.17,-13.45,4.974
KIRLOSIND,CAPITAL_GOODS,3842.9,2026-08-17,56.89,68.0,37.1,50.0,38.89,51.08,NEUTRAL,0.9,45.97,WATCHLIST,STRONG_UPTREND,RETAIL,-2.38,26.0,2.7,0.578
OMAXAUTO,OTHER,195.24,2026-08-17,49.39,72.28,42.21,50.0,38.89,51.08,NEUTRAL,0.9,45.97,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,,0.571
CUB,BANKING,215.2,2026-08-17,36.69,75.4,38.23,50.0,61.11,51.06,NEUTRAL,0.9,45.95,WATCHLIST,UPTREND,DII,-2.57,-14.14,6.24,0.861
MOMOMENTUM,OTHER,63.11,2026-08-17,60.38,50.0,42.21,50.0,50.0,51.04,NEUTRAL,0.9,45.94,WATCHLIST,UNKNOWN,RETAIL,2.65,3.48,3.12,1.313
ALPL30IETF,OTHER,28.33,2026-08-17,60.39,50.0,42.21,50.0,50.0,51.04,NEUTRAL,0.9,45.94,WATCHLIST,UNKNOWN,RETAIL,2.83,6.22,4.27,0.387
PIRAMALFIN,FINANCIAL_SERVICES,2066.1,2026-08-17,41.34,86.14,38.17,50.0,38.89,51.03,NEUTRAL,0.9,45.93,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-5.51,9.38,,0.538
NIF100IETF,OTHER,28.55,2026-08-17,60.34,50.0,42.21,50.0,50.0,51.03,NEUTRAL,0.9,45.93,WATCHLIST,UNKNOWN,RETAIL,2.18,4.39,1.28,2.862
PRIVISCL,CHEMICALS,3449.0,2026-08-17,48.75,82.24,32.75,50.0,38.89,51.02,NEUTRAL,0.9,45.92,WATCHLIST,CONSOLIDATING,RETAIL,-7.1,11.55,43.49,1.707
BAJEL,CAPITAL_GOODS,185.87,2026-08-17,59.86,63.98,37.1,50.0,38.89,51.01,NEUTRAL,0.9,45.91,WATCHLIST,CONSOLIDATING,RETAIL,3.27,5.21,,0.292
RAIN,CHEMICALS,205.91,2026-08-17,57.02,63.42,32.75,50.0,50.0,50.99,NEUTRAL,0.9,45.89,WATCHLIST,CONSOLIDATING,RETAIL,-3.62,31.16,46.5,0.43
GROWWPSUBK,OTHER,87.63,2026-08-17,60.13,50.0,42.21,50.0,50.0,50.97,NEUTRAL,0.9,45.87,WATCHLIST,UNKNOWN,RETAIL,3.86,8.43,,0.115
HDFCBSE500,OTHER,38.12,2026-08-17,60.13,50.0,42.21,50.0,50.0,50.97,NEUTRAL,0.9,45.87,WATCHLIST,UNKNOWN,RETAIL,1.98,5.36,3.93,1.079
RECLTD,FINANCIAL_SERVICES,340.0,2026-08-17,40.66,74.14,38.17,50.0,55.56,50.96,NEUTRAL,0.9,45.86,WATCHLIST,DOWNTREND,RETAIL,-2.75,-1.69,-6.48,0.893
MON50EQUAL,OTHER,33.82,2026-08-17,59.99,50.0,42.21,50.0,50.0,50.94,NEUTRAL,0.9,45.85,WATCHLIST,UNKNOWN,RETAIL,2.61,3.36,6.96,0.723
SBINEQWETF,OTHER,33.94,2026-08-17,59.94,50.0,42.21,50.0,50.0,50.93,NEUTRAL,0.9,45.84,WATCHLIST,UNKNOWN,RETAIL,2.85,3.7,7.07,0.503
HSBCGOLD,OTHER,133.16,2026-08-17,59.82,50.0,42.21,50.0,50.0,50.9,NEUTRAL,0.9,45.81,WATCHLIST,UNKNOWN,RETAIL,8.85,-2.58,,0.164
SUYOG,TELECOM,813.85,2026-08-17,41.42,76.7,38.32,50.0,50.0,50.86,NEUTRAL,0.9,45.77,WATCHLIST,CONSOLIDATING,DII,-5.13,2.38,-0.39,0.762
EQUAL200,OTHER,14.05,2026-08-17,59.68,50.0,42.21,50.0,50.0,50.86,NEUTRAL,0.9,45.77,WATCHLIST,UNKNOWN,RETAIL,2.11,5.64,9.77,0.354
PLASTIBLEN,CHEMICALS,191.8,2026-08-17,45.27,77.36,32.75,50.0,50.0,50.84,NEUTRAL,0.9,45.76,WATCHLIST,UPTREND,RETAIL,-5.2,17.65,1.13,0.475
EQUAL50ADD,OTHER,347.99,2026-08-17,59.62,50.0,42.21,50.0,50.0,50.85,NEUTRAL,0.9,45.76,WATCHLIST,UNKNOWN,RETAIL,2.39,3.56,6.98,0.716
IMPAL,AUTO,1083.1,2026-08-17,46.86,74.84,37.52,50.0,44.44,50.85,NEUTRAL,0.9,45.76,WATCHLIST,CONSOLIDATING,RETAIL,-2.97,6.56,6.26,0.69
MOMENTUM,OTHER,31.57,2026-08-17,59.61,50.0,42.21,50.0,50.0,50.84,NEUTRAL,0.9,45.76,WATCHLIST,UNKNOWN,RETAIL,2.3,3.47,3.17,1.325
BEL,DEFENCE,412.45,2026-08-17,50.9,74.24,37.11,50.0,38.89,50.83,NEUTRAL,0.9,45.75,WATCHLIST,DOWNTREND,DII,1.31,-2.64,12.74,0.604
TOP20,OTHER,9.03,2026-08-17,59.5,50.0,42.21,50.0,50.0,50.82,NEUTRAL,0.9,45.74,WATCHLIST,UNKNOWN,RETAIL,3.2,6.36,,0.572
BPCL,CHEMICALS,316.65,2026-08-17,61.07,61.7,32.75,50.0,44.44,50.82,NEUTRAL,0.9,45.74,WATCHLIST,DOWNTREND,RETAIL,1.49,11.32,1.46,0.789
MONIFTY500,OTHER,24.27,2026-08-17,59.51,50.0,42.21,50.0,50.0,50.82,NEUTRAL,0.9,45.74,WATCHLIST,UNKNOWN,RETAIL,2.02,5.43,4.3,0.817
MID150,OTHER,23.87,2026-08-17,59.47,50.0,42.21,50.0,50.0,50.81,NEUTRAL,0.9,45.73,WATCHLIST,UNKNOWN,RETAIL,1.79,6.04,9.5,0.553
MOMNC,OTHER,33.68,2026-08-17,59.45,50.0,42.21,50.0,50.0,50.8,NEUTRAL,0.9,45.72,WATCHLIST,UNKNOWN,RETAIL,3.95,6.45,,0.244
MARALOVER,OTHER,53.15,2026-08-17,50.05,61.58,42.21,50.0,50.0,50.77,NEUTRAL,0.9,45.69,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,-7.98,1.0
BENGALASM,FINANCIAL_SERVICES,6234.5,2026-08-17,45.29,71.56,38.17,50.0,50.0,50.77,NEUTRAL,0.9,45.69,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-0.33,-1.92,,0.391
SAPPHIRE,HOSPITALITY,234.68,2026-08-17,75.84,34.92,39.46,47.09,50.0,50.75,NEUTRAL,0.9,45.68,WATCHLIST,STRONG_UPTREND,MIXED,29.41,30.8,-27.52,0.194
TREL,LOGISTICS,26.05,2026-08-17,63.4,51.58,35.49,50.0,50.0,50.76,NEUTRAL,0.9,45.68,WATCHLIST,STRONG_UPTREND,RETAIL,7.2,4.41,-19.72,1.046
SMALLGROWW,OTHER,48.64,2026-08-17,59.26,50.0,42.21,50.0,50.0,50.76,NEUTRAL,0.9,45.68,WATCHLIST,UNKNOWN,RETAIL,3.09,,,2.363
GROWWRLTY,OTHER,10.2,2026-08-17,59.16,50.0,42.21,50.0,50.0,50.73,NEUTRAL,0.9,45.66,WATCHLIST,UNKNOWN,RETAIL,0.39,20.14,,1.817
RITES,INFRASTRUCTURE,221.72,2026-08-17,54.51,57.86,40.08,50.0,50.0,50.72,NEUTRAL,0.9,45.65,WATCHLIST,STRONG_UPTREND,DII,1.07,4.98,-11.4,0.435
AMAGI,IT,581.0,2026-08-17,55.05,59.74,37.5,50.0,50.0,50.71,NEUTRAL,0.9,45.64,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-3.0,43.63,,0.721
MOM100,OTHER,68.78,2026-08-17,59.07,50.0,42.21,50.0,50.0,50.71,NEUTRAL,0.9,45.64,WATCHLIST,UNKNOWN,RETAIL,1.43,5.35,12.64,0.723
APEX,FMCG,422.55,2026-08-17,62.74,64.26,34.44,47.09,38.89,50.68,NEUTRAL,0.9,45.61,WATCHLIST,STRONG_UPTREND,RETAIL,3.81,-9.32,84.21,1.697
MON100,OTHER,336.81,2026-08-17,58.94,50.0,42.21,50.0,50.0,50.68,NEUTRAL,0.9,45.61,WATCHLIST,UNKNOWN,RETAIL,0.96,2.36,66.33,0.651
RPGLIFE,PHARMA,2741.3,2026-08-17,49.81,77.9,34.05,50.0,38.89,50.68,NEUTRAL,0.9,45.61,WATCHLIST,UPTREND,RETAIL,-6.18,19.58,19.1,0.606
HDFCMID150,OTHER,23.71,2026-08-17,58.92,50.0,42.21,50.0,50.0,50.67,NEUTRAL,0.9,45.6,WATCHLIST,UNKNOWN,RETAIL,1.54,5.33,10.95,0.664
GROWWN200,OTHER,11.55,2026-08-17,58.91,50.0,42.21,50.0,50.0,50.67,NEUTRAL,0.9,45.6,WATCHLIST,UNKNOWN,RETAIL,2.21,3.22,3.87,1.044
PARASPETRO,FINANCIAL_SERVICES,2.3,2026-08-17,68.15,42.42,38.17,50.0,50.0,50.66,NEUTRAL,0.9,45.59,WATCHLIST,INSUFFICIENT_DATA,RETAIL,13.3,,-4.17,0.341
RACLGEAR,AUTO,1343.4,2026-08-17,62.23,58.8,37.52,50.0,38.89,50.66,NEUTRAL,0.9,45.59,WATCHLIST,UPTREND,RETAIL,1.18,7.41,49.3,0.636
SANSTAR,AGRICULTURE,109.19,2026-08-17,53.34,58.84,40.11,50.0,50.0,50.62,NEUTRAL,0.9,45.56,WATCHLIST,CONSOLIDATING,DII,-1.83,8.57,33.58,0.8
BANKA,OTHER,78.66,2026-08-17,50.09,60.72,42.21,50.0,50.0,50.61,NEUTRAL,0.9,45.55,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,-9.97,1.174
ANTELOPUS,ENERGY,800.9,2026-08-17,46.67,71.56,35.62,50.0,50.0,50.6,NEUTRAL,0.9,45.54,WATCHLIST,CONSOLIDATING,DII,-2.42,6.57,,1.416
AONETOTAL,OTHER,12.04,2026-08-17,58.65,50.0,42.21,50.0,50.0,50.6,NEUTRAL,0.9,45.54,WATCHLIST,UNKNOWN,RETAIL,1.69,5.52,4.33,0.898
WABAG,INFRASTRUCTURE,1897.6,2026-08-17,52.24,68.42,40.08,50.0,38.89,50.59,NEUTRAL,0.9,45.53,WATCHLIST,CONSOLIDATING,DII,-7.63,36.9,24.66,0.619
KICL,FINANCIAL_SERVICES,5292.5,2026-08-17,52.61,61.48,38.17,50.0,50.0,50.58,NEUTRAL,0.9,45.52,WATCHLIST,CONSOLIDATING,RETAIL,-2.56,9.99,9.53,0.609
GENUSPOWER,INFRASTRUCTURE,318.25,2026-08-17,46.61,75.34,40.08,50.0,38.89,50.57,NEUTRAL,0.9,45.51,WATCHLIST,STRONG_UPTREND,DII,-2.87,1.37,-9.34,2.202
GROWWMC150,OTHER,237.43,2026-08-17,58.49,50.0,42.21,50.0,50.0,50.56,NEUTRAL,0.9,45.5,WATCHLIST,UNKNOWN,RETAIL,2.49,6.82,,0.643
STEELCITY,FINANCIAL_SERVICES,81.77,2026-08-17,55.78,53.12,38.17,50.0,55.56,50.54,NEUTRAL,0.9,45.49,WATCHLIST,DOWNTREND,RETAIL,5.06,2.48,-21.71,0.258
MOSMALL250,OTHER,18.39,2026-08-17,58.41,50.0,42.21,50.0,50.0,50.54,NEUTRAL,0.9,45.49,WATCHLIST,UNKNOWN,RETAIL,1.04,9.99,9.27,0.364
MOHEALTH,OTHER,51.41,2026-08-17,58.34,50.0,42.21,50.0,50.0,50.53,NEUTRAL,0.9,45.48,WATCHLIST,UNKNOWN,RETAIL,0.69,8.28,15.04,0.505
